num,A,B,dH,dist,n,diff,date,calc_file,text_file,group,Original,month,year,codeA,typeA,nameA,groupA,rankA,codeB,typeB,nameB,groupB,rankB,Y1,X1,H1,Y2,X2,H2,dH_from_DB,dH_from_file,dH_diff,dist_from_DB,dist_from_file,dist_diff
355,4180MPI,180U,-14.16108,2168,38,-0.38,517,965.raw,3707,external,4180MPI 180U -14.16108 2168. 38 -0.38 0517 965.raw,5,2017,542538,main,4180MPI,2,0,29894,main,180U,7,0,173350,446107,0,172729.068,448055.654,0,0,-14.16108,0,2045,2168,123
356,246U,219U,3.07559,122,4,0.58,916,965.raw,3707,external,246U 219U 3.07559 122. 4 0.58 0916 965.raw,9,2016,29889,main,246U,7,0,29863,main,219U,7,0,158118.294,489812.678,0,158197.077,489872.569,0,0,3.07559,0,99,122,23
357,220U,219U,-7.38002,1718,42,0.22,517,965.raw,3707,external,220U 219U -7.38002 1718. 42 0.22 0517 965.raw,5,2017,29864,main,220U,7,0,29863,main,219U,7,0,156896.124,490531.883,0,158197.077,489872.569,0,0,-7.38002,0,1458,1718,260
358,3817MPI,224U,8.91855,2090,44,0.43,517,965.raw,3707,external,3817MPI 224U 8.91855 2090. 44 0.43 0517 965.raw,5,2017,501055,main,3817MPI,2,0,29868,main,224U,7,0,154175,496023,0,154771.804,497822.799,0,0,8.91855,0,1896,2090,194
359,228U,227U,124.12895,2108,77,3.03,517,965.raw,3707,external,228U 227U 124.12895 2108. 77 3.03 0517 965.raw,5,2017,29872,main,228U,7,0,29871,main,227U,7,0,153437.739,502696.88,0,154822.992,502102.51,0,0,124.12895,0,1507,2108,601
360,232U,231U,27.88969,2563,91,-0.28,517,965.raw,3707,external,232U 231U 27.88969 2563. 91 -0.28 0517 965.raw,5,2017,29876,main,232U,7,0,29875,main,231U,7,0,151699.914,510598.62,0,152072.151,508928.211,0,0,27.88969,0,1711,2563,852
361,831U,231U,-10.57444,503,12,0.59,517,965.raw,3707,external,831U 231U -10.57444 503. 12 0.59 0517 965.raw,5,2017,459663,main,831U,7,0,29875,main,231U,7,0,152161.909,508484.4,0,152072.151,508928.211,0,0,-10.57444,0,453,503,50
362,232U,233U,-102.79537,2132,64,0.65,517,965.raw,3707,external,232U 233U -102.79537 2132. 64 0.65 0517 965.raw,5,2017,29876,main,232U,7,0,29877,main,233U,7,0,151699.914,510598.62,0,150881.471,512263.121,0,0,-102.79537,0,1855,2132,277
363,234U,233U,42.90607,2005,50,-0.8,517,965.raw,3707,external,234U 233U 42.90607 2005. 50 -0.80 0517 965.raw,5,2017,29878,main,234U,7,0,29877,main,233U,7,0,150037.055,513990.064,0,150881.471,512263.121,0,0,42.90607,0,1922,2005,83
364,235U,234U,34.26855,2132,38,-1.1,517,965.raw,3707,external,235U 234U 34.26855 2132. 38 -1.10 0517 965.raw,5,2017,29879,main,235U,7,0,29878,main,234U,7,0,149175.604,515929.19,0,150037.055,513990.064,0,0,34.26855,0,2122,2132,10
365,237U,236U,-10.17576,2282,48,0.1,517,965.raw,3707,external,237U 236U -10.17576 2282. 48 0.10 0517 965.raw,5,2017,29881,main,237U,7,0,29880,main,236U,7,0,147733.744,519670.671,0,148619.915,517764.742,0,0,-10.17576,0,2102,2282,180
366,830U,236U,-5.50134,1678,30,0.48,517,965.raw,3707,external,830U 236U -5.50134 1678. 30 0.48 0517 965.raw,5,2017,459662,main,830U,7,0,29880,main,236U,7,0,149232.024,516551.424,0,148619.915,517764.742,0,0,-5.50134,0,1359,1678,319
367,238U,237U,-7.28102,2074,48,0.87,517,965.raw,3707,external,238U 237U -7.28102 2074. 48 0.87 0517 965.raw,5,2017,29882,main,238U,7,0,29881,main,237U,7,0,146873.088,521455.472,0,147733.744,519670.671,0,0,-7.28102,0,1981,2074,93
368,BERO,237U,27.56684,1981,38,1.14,517,965.raw,3707,external,BERO 237U 27.56684 1981. 38 1.14 0517 965.raw,5,2017,446768,main,BERO,5,0,29881,main,237U,7,0,148633.406,521342.671,0,147733.744,519670.671,0,0,27.56684,0,1899,1981,82
369,238U,239U,-60.24667,2353,55,0.02,517,965.raw,3707,external,238U 239U -60.24667 2353. 55 0.02 0517 965.raw,5,2017,29882,main,238U,7,0,29883,main,239U,7,0,146873.088,521455.472,0,145875.515,523537.271,0,0,-60.24667,0,2308,2353,45
370,829U,239U,-22.22962,1978,44,0.72,517,965.raw,3707,external,829U 239U -22.22962 1978. 44 0.72 0517 965.raw,5,2017,459661,main,829U,7,0,29883,main,239U,7,0,145248.142,525218.836,0,145875.515,523537.271,0,0,-22.22962,0,1795,1978,183
371,241U,242U,-25.03582,2235,44,1.37,517,965.raw,3707,external,241U 242U -25.03582 2235. 44 1.37 0517 965.raw,5,2017,29885,main,241U,7,0,29886,main,242U,7,0,144419.508,527323.109,0,143433.947,529111.111,0,0,-25.03582,0,2042,2235,193
372,NIZA,242U,-37.55748,2863,60,0.64,517,965.raw,3707,external,NIZA 242U -37.55748 2863. 60 0.64 0517 965.raw,5,2017,446837,main,NIZA,5,0,29886,main,242U,7,0,144715.653,530925.025,0,143433.947,529111.111,0,0,-37.55748,0,2221,2863,642
373,247U,246U,111.87804,2748,105,3.6,517,965.raw,3707,external,247U 246U 111.87804 2748. 105 3.60 0517 965.raw,5,2017,29822,main,247U,7,0,29889,main,246U,7,0,157863.139,487426.023,0,158118.294,489812.678,0,0,111.87804,0,2400,2748,348
374,248U,247U,121.92582,2420,78,0.04,517,965.raw,3707,external,248U 247U 121.92582 2420. 78 0.04 0517 965.raw,5,2017,29823,main,248U,7,0,29822,main,247U,7,0,157726.269,485537.782,0,157863.139,487426.023,0,0,121.92582,0,1893,2420,527
375,248U,249U,135.9238,2582,82,-2.72,517,965.raw,3707,external,248U 249U 135.92380 2582. 82 -2.72 0517 965.raw,5,2017,29823,main,248U,7,0,29824,main,249U,7,0,157726.269,485537.782,0,156121.84,483999.386,0,0,135.9238,0,2223,2582,359
376,3815MPI,MARA,-0.2059,71,2,-0.09,517,965.raw,3707,external,3815MPI MARA -0.20590 71. 2 -0.09 0517 965.raw,5,2017,501053,main,3815MPI,2,0,446820,main,MARA,5,0,158096,482765,0,158102.584,482658.698,0,0,-0.2059,0,107,71,36
377,249U,3815MPI,22.78547,2795,50,-1.8,517,965.raw,3707,external,249U 3815MPI 22.78547 2795. 50 -1.80 0517 965.raw,5,2017,29824,main,249U,7,0,501053,main,3815MPI,2,0,156121.84,483999.386,0,158096,482765,0,0,22.78547,0,2328,2795,467
378,4150MPI,250U,70.99924,1735,44,1.21,517,965.raw,3707,external,4150MPI 250U 70.99924 1735. 44 1.21 0517 965.raw,5,2017,542526,main,4150MPI,2,0,29825,main,250U,7,0,156913,481249,0,157982.434,482534.144,0,0,70.99924,0,1672,1735,63
379,251U,4151MPI,88.25965,1768,62,0.08,517,965.raw,3707,external,251U 4151MPI 88.25965 1768. 62 0.08 0517 965.raw,5,2017,29826,main,251U,7,0,542527,main,4151MPI,2,0,157296.662,480055.225,0,158824,479511,0,0,88.25965,0,1621,1768,147
380,252U,4152MPI,40.79634,2094,57,-0.41,517,965.raw,3707,external,252U 4152MPI 40.79634 2094. 57 -0.41 0517 965.raw,5,2017,29827,main,252U,7,0,542528,main,4152MPI,2,0,159931.17,478764.713,0,160977,477380,0,0,40.79634,0,1735,2094,359
381,253U,4153MPI,21.72473,1630,52,0.74,517,965.raw,3707,external,253U 4153MPI 21.72473 1630. 52 0.74 0517 965.raw,5,2017,29828,main,253U,7,0,542529,main,4153MPI,2,0,161776.101,476618.31,0,163314,476706,0,0,21.72473,0,1540,1630,90
382,4154MPI,254U,-104.1663,2364,90,-0.38,517,965.raw,3707,external,4154MPI 254U -104.16630 2364. 90 -0.38 0517 965.raw,5,2017,542530,main,4154MPI,2,0,29829,main,254U,7,0,165862,475211,0,164952.291,476393.428,0,0,-104.1663,0,1492,2364,872
383,257U,256U,226.10216,3666,142,3.8,517,965.raw,3707,external,257U 256U 226.10216 3666. 142 3.80 0517 965.raw,5,2017,29832,main,257U,7,0,29831,main,256U,7,0,164224.752,470638.607,0,164320.148,472993.205,0,0,226.10216,0,2357,3666,1309
384,4156MPI,257U,79.64435,2801,74,-0.34,517,965.raw,3707,external,4156MPI 257U 79.64435 2801. 74 -0.34 0517 965.raw,5,2017,542532,main,4156MPI,2,0,29832,main,257U,7,0,164973,468019,0,164224.752,470638.607,0,0,79.64435,0,2724,2801,77
385,834U,258U,-9.64293,2992,58,-0.82,517,965.raw,3707,external,834U 258U -9.64293 2992. 58 -0.82 0517 965.raw,5,2017,459665,main,834U,7,0,29833,main,258U,7,0,166626.606,466561.233,0,165297.63,467059.974,0,0,-9.64293,0,1419,2992,1573
386,834U,259U,-20.53875,1928,36,-1.82,517,965.raw,3707,external,834U 259U -20.53875 1928. 36 -1.82 0517 965.raw,5,2017,459665,main,834U,7,0,29834,main,259U,7,0,166626.606,466561.233,0,165986.064,465009.64,0,0,-20.53875,0,1679,1928,249
387,4026MPI,259U,18.92898,1793,30,0.66,517,965.raw,3707,external,4026MPI 259U 18.92898 1793. 30 0.66 0517 965.raw,5,2017,505719,main,4026MPI,2,0,29834,main,259U,7,0,166490,463319,0,165986.064,465009.64,0,0,18.92898,0,1764,1793,29
388,4157MPI,261U,-3.09176,1562,46,0.93,517,965.raw,3707,external,4157MPI 261U -3.09176 1562. 46 0.93 0517 965.raw,5,2017,542533,main,4157MPI,2,0,29836,main,261U,7,0,167298,461029,0,167723.928,459697.77,0,0,-3.09176,0,1398,1562,164
389,4158MPI,261U,34.75996,1754,50,0.95,517,965.raw,3707,external,4158MPI 261U 34.75996 1754. 50 0.95 0517 965.raw,5,2017,542534,main,4158MPI,2,0,29836,main,261U,7,0,168082,458511,0,167723.928,459697.77,0,0,34.75996,0,1240,1754,514
390,264U,263U,22.05551,2546,53,-0.32,517,965.raw,3707,external,264U 263U 22.05551 2546. 53 -0.32 0517 965.raw,5,2017,29839,main,264U,7,0,29838,main,263U,7,0,169991.98,453472.725,0,169046.068,455534.321,0,0,22.05551,0,2268,2546,278
391,835U,263U,4.37355,599,19,-0.3,517,965.raw,3707,external,835U 263U 4.37355 599. 19 -0.30 0517 965.raw,5,2017,459666,main,835U,7,0,29838,main,263U,7,0,169094.112,456020.897,0,169046.068,455534.321,0,0,4.37355,0,489,599,110
392,265U,264U,8.65284,2712,62,2.29,517,965.raw,3707,external,265U 264U 8.65284 2712. 62 2.29 0517 965.raw,5,2017,29840,main,265U,7,0,29839,main,264U,7,0,170465.391,451246.752,0,169991.98,453472.725,0,0,8.65284,0,2276,2712,436
393,265U,266U,-43.33135,2504,56,0.82,517,965.raw,3707,external,265U 266U -43.33135 2504. 56 0.82 0517 965.raw,5,2017,29840,main,265U,7,0,29841,main,266U,7,0,170465.391,451246.752,0,171375.437,449169.875,0,0,-43.33135,0,2268,2504,236
400,235U,830U,3.24546,968,18,-0.64,517,965.raw,3707,external,235U 830U 3.24546 968. 18 -0.64 0517 965.raw,5,2017,29879,main,235U,7,0,459662,main,830U,7,0,149175.604,515929.19,0,149232.024,516551.424,0,0,3.24546,0,625,968,343
401,4178MPI,831U,2.78297,2132,68,0.14,517,965.raw,3707,external,4178MPI 831U 2.78297 2132. 68 0.14 0517 965.raw,5,2017,542536,main,4178MPI,2,0,459663,main,831U,7,0,152586,506626,0,152161.909,508484.4,0,0,2.78297,0,1906,2132,226
402,222U,832U,-23.06987,1244,37,0.96,517,965.raw,3707,external,222U 832U -23.06987 1244. 37 0.96 0517 965.raw,5,2017,29866,main,222U,7,0,459664,main,832U,7,0,153907.721,493952.58,0,153612.529,495051.507,0,0,-23.06987,0,1138,1244,106
403,3183b,1907W,-4.5334,949,18,-0.22,517,965.raw,3707,external,3183b 1907W -4.53340 949. 18 -0.22 0517 965.raw,5,2017,514918,main,3183b,9,0,20671,main,1907W,7,0,141506,534515,0,141256.666,535336.34,224.21,0,-4.5334,0,858,949,91
404,244U,3119b,1.05176,457,10,0.14,517,965.raw,3707,external,244U 3119b 1.05176 457. 10 0.14 0517 965.raw,5,2017,29888,main,244U,7,0,476667,main,3119b,9,0,142067.744,532593.598,228.36,142234,532789,0,0,1.05176,0,257,457,200
418,1907W,312U,-20.77097,1731,30,-0.24,517,965.raw,3707,external,1907W 3182b -20.77097 1731. 30 -0.24 0517 965.raw,5,2017,20671,main,1907W,7,0,29768,main,312U,7,0,141256.666,535336.34,224.21,140720.641,536913.379,0,0,-20.77097,0,1666,1731,65
419,3119b,3183b,-0.69064,2326,42,-0.38,517,965.raw,3707,external,3119b 3183b -0.69064 2326. 42 -0.38 0517 965.raw,5,2017,476667,main,3119b,9,0,514918,main,3183b,9,0,142234,532789,0,141506,534515,0,0,-0.69064,0,1873,2326,453
423,3817MPI,832U,15.90289,1167,42,0.66,517,965.raw,3707,external,3817MPI 832U 15.90289 1167. 42 0.66 0517 965.raw,5,2017,501055,main,3817MPI,2,0,459664,main,832U,7,0,154175,496023,0,153612.529,495051.507,0,0,15.90289,0,1123,1167,44
427,241U,4024MPI,55.89901,2340,48,2.76,517,965.raw,3707,external,241U 4024MPI 55.89901 2340. 48 2.76 0517 965.raw,5,2017,29885,main,241U,7,0,542524,main,4024MPI,2,0,144419.508,527323.109,0,145080,525200,0,0,55.89901,0,2223,2340,117
428,829U,4024MPI,0.83538,243,9,-0.13,517,965.raw,3707,external,829U 4024MPI 0.83538 243. 9 -0.13 0517 965.raw,5,2017,459661,main,829U,7,0,542524,main,4024MPI,2,0,145248.142,525218.836,0,145080,525200,0,0,0.83538,0,169,243,74
429,224U,4025MPI,-60.65645,2016,68,-0.98,517,965.raw,3707,external,224U 4025MPI -60.65645 2016. 68 -0.98 0517 965.raw,5,2017,29868,main,224U,7,0,542525,main,4025MPI,2,0,154771.804,497822.799,0,155716,499284,0,0,-60.65645,0,1740,2016,276
430,BARN,4025MPI,-61.15627,1185,47,0.48,517,965.raw,3707,external,BARN 4025MPI -61.15627 1185. 47 0.48 0517 965.raw,5,2017,446765,main,BARN,5,0,542525,main,4025MPI,2,0,155889.719,500181.126,0,155716,499284,0,0,-61.15627,0,914,1185,271
431,4157MPI,4026MPI,-10.2392,2625,62,1.45,517,965.raw,3707,external,4157MPI 4026MPI -10.23920 2625. 62 1.45 0517 965.raw,5,2017,542533,main,4157MPI,2,0,505719,main,4026MPI,2,0,167298,461029,0,166490,463319,0,0,-10.2392,0,2428,2625,197
432,176U,4033MPI,14.45119,2298,40,0.98,517,965.raw,3707,external,176U 4033MPI 14.45119 2298. 40 0.98 0517 965.raw,5,2017,29890,main,176U,7,0,505726,main,4033MPI,2,0,173938.488,441376.825,0,174098,443280,0,0,14.45119,0,1910,2298,388
433,4180MPI,4033MPI,32.38599,3124,60,1.92,517,965.raw,3707,external,4180MPI 4033MPI 32.38599 3124. 60 1.92 0517 965.raw,5,2017,542538,main,4180MPI,2,0,505726,main,4033MPI,2,0,173350,446107,0,174098,443280,0,0,32.38599,0,2924,3124,200
434,4150MPI,251U,-105.18958,1879,77,0.88,517,965.raw,3707,external,4150MPI 251U -105.18958 1879. 77 0.88 0517 965.raw,5,2017,542526,main,4150MPI,2,0,29826,main,251U,7,0,156913,481249,0,157296.662,480055.225,0,0,-105.18958,0,1254,1879,625
435,252U,4151MPI,101.71144,1735,65,0.67,517,965.raw,3707,external,252U 4151MPI 101.71144 1735. 65 0.67 0517 965.raw,5,2017,29827,main,252U,7,0,542527,main,4151MPI,2,0,159931.17,478764.713,0,158824,479511,0,0,101.71144,0,1335,1735,400
436,253U,4152MPI,-50.20564,1320,42,-1.72,517,965.raw,3707,external,253U 4152MPI -50.20564 1320. 42 -1.72 0517 965.raw,5,2017,29828,main,253U,7,0,542528,main,4152MPI,2,0,161776.101,476618.31,0,160977,477380,0,0,-50.20564,0,1104,1320,216
437,254U,4153MPI,80.56741,1766,61,0.82,517,965.raw,3707,external,254U 4153MPI 80.56741 1766. 61 0.82 0517 965.raw,5,2017,29829,main,254U,7,0,542529,main,4153MPI,2,0,164952.291,476393.428,0,163314,476706,0,0,80.56741,0,1668,1766,98
438,4155MPI,4154MPI,-136.033,2758,96,1.93,517,965.raw,3707,external,4155MPI 4154MPI -136.03300 2758. 96 1.93 0517 965.raw,5,2017,542531,main,4155MPI,2,0,542530,main,4154MPI,2,0,165165,473905,0,165862,475211,0,0,-136.033,0,1480,2758,1278
439,SAGI,4155MPI,11.74489,1885,41,0.96,517,965.raw,3707,external,SAGI 4155MPI 11.74489 1885. 41 0.96 0517 965.raw,5,2017,446853,main,SAGI,5,0,542531,main,4155MPI,2,0,164583.597,472787.638,0,165165,473905,0,0,11.74489,0,1260,1885,625
440,258U,4156MPI,8.82352,1096,39,1.19,517,965.raw,3707,external,258U 4156MPI 8.82352 1096. 39 1.19 0517 965.raw,5,2017,29833,main,258U,7,0,542532,main,4156MPI,2,0,165297.63,467059.974,0,164973,468019,0,0,8.82352,0,1012,1096,84
441,835U,4158MPI,7.80257,2960,68,1.35,517,965.raw,3707,external,835U 4158MPI 7.80257 2960. 68 1.35 0517 965.raw,5,2017,459666,main,835U,7,0,542534,main,4158MPI,2,0,169094.112,456020.897,0,168082,458511,0,0,7.80257,0,2688,2960,272
442,157U,4159MPI,5.15532,644,14,1.46,517,965.raw,3707,external,157U 4159MPI 5.15532 644. 14 1.46 0517 965.raw,5,2017,29940,main,157U,7,3,542535,main,4159MPI,2,0,184204.712,417858.327,594.811,184029,417260,0,0,5.15532,0,624,644,20
443,4179MPI,4178MPI,22.17329,860,28,0.82,517,965.raw,3707,external,4179MPI 4178MPI 22.17329 860. 28 0.82 0517 965.raw,5,2017,542537,main,4179MPI,2,0,542536,main,4178MPI,2,0,152565,505984,0,152586,506626,0,0,22.17329,0,642,860,218
444,228U,4179MPI,-66.70323,3459,70,1.99,517,965.raw,3707,external,228U 4179MPI -66.70323 3459. 70 1.99 0517 965.raw,5,2017,29872,main,228U,7,0,542537,main,4179MPI,2,0,153437.739,502696.88,0,152565,505984,0,0,-66.70323,0,3401,3459,58
445,4182MPI,4181MPI,-18.63863,1828,38,1.24,517,965.raw,3707,external,4182MPI 4181MPI -18.63863 1828. 38 1.24 0517 965.raw,5,2017,542540,main,4182MPI,2,0,542539,main,4181MPI,2,0,175507,436659,0,174947,438273,0,0,-18.63863,0,1708,1828,120
446,4184MPI,4183MPI,-14.31125,2100,36,1.04,517,965.raw,3707,external,4184MPI 4183MPI -14.31125 2100. 36 1.04 0517 965.raw,5,2017,542542,main,4184MPI,2,0,542541,main,4183MPI,2,0,177172,431146,0,176572,433030,0,0,-14.31125,0,1977,2100,123
447,4185MPI,4184MPI,-8.7077,1660,30,1.44,517,965.raw,3707,external,4185MPI 4184MPI -8.70770 1660. 30 1.44 0517 965.raw,5,2017,542543,main,4185MPI,2,0,542542,main,4184MPI,2,0,177636,429595,0,177172,431146,0,0,-8.7077,0,1619,1660,41
448,4186MPI,4185MPI,-24.89134,3819,66,-0.52,517,965.raw,3707,external,4186MPI 4185MPI -24.89134 3819. 66 -0.52 0517 965.raw,5,2017,542544,main,4186MPI,2,0,542543,main,4185MPI,2,0,178654,426158,0,177636,429595,0,0,-24.89134,0,3585,3819,234
449,161U,4187MPI,-33.68036,3476,66,2.03,517,965.raw,3707,external,161U 4187MPI -33.68036 3476. 66 2.03 0517 965.raw,5,2017,29943,main,161U,7,0,542545,main,4187MPI,2,0,182525.353,417444.749,0,180838,419655,0,0,-33.68036,0,2781,3476,695
455,3816MPI,220U,2.68011,720,15,1.38,517,965.raw,3707,external,3816MPI 220U 2.68011 720. 15 1.38 0517 965.raw,5,2017,501054,main,3816MPI,2,0,29864,main,220U,7,0,156882,491066,0,156896.124,490531.883,0,0,2.68011,0,534,720,186
456,HARI,3816MPI,0.20676,17,2,0.1,517,965.raw,3707,external,HARI 3816MPI 0.20676 17. 2 0.10 0517 965.raw,5,2017,446803,main,HARI,5,0,501054,main,3816MPI,2,0,156882.261,491079.304,0,156882,491066,0,0,0.20676,0,13,17,4
457,250U,MARA,4.54791,254,6,0.73,517,965.raw,3707,external,250U MARA 4.54791 254. 6 0.73 0517 965.raw,5,2017,29825,main,250U,7,0,446820,main,MARA,5,0,157982.434,482534.144,0,158102.584,482658.698,0,0,4.54791,0,173,254,81
458,180U,PARA,-0.32011,66,2,0,517,965.raw,3707,external,180U PARA -0.32011 66. 2 0.00 0517 965.raw,5,2017,29894,main,180U,7,0,446847,main,PARA,5,0,172729.068,448055.654,0,172689.509,448095.954,456.454,0,-0.32011,0,56,66,10
459,266U,PARA,-8.0638,2052,40,0.33,517,965.raw,3707,external,266U PARA -8.06380 2052. 40 0.33 0517 965.raw,5,2017,29841,main,266U,7,0,446847,main,PARA,5,0,171375.437,449169.875,0,172689.509,448095.954,456.454,0,-8.0638,0,1697,2052,355
460,256U,SAGI,42.86647,525,27,0.45,517,965.raw,3707,external,256U SAGI 42.86647 525. 27 0.45 0517 965.raw,5,2017,29831,main,256U,7,0,446853,main,SAGI,5,0,164320.148,472993.205,0,164583.597,472787.638,0,0,42.86647,0,334,525,191
842,3183b,5415MPI,-7.1455,1275,28,1.28,819,966.raw,3786_Line_1,external,3183b 5415MPI -7.14550 1275. 28 1.28 0819 966.raw,8,2019,514918,main,3183b,9,0,562070,main,5415MPI,2,0,141506,534515,0,142116,533456,0,0,-7.1455,0,1222,1275,53
843,5415MPI,3119b,7.83597,1061,24,1.56,819,966.raw,3786_Line_1,external,5415MPI 3119b 7.83597 1061. 24 1.56 0819 966.raw,8,2019,562070,main,5415MPI,2,0,476667,main,3119b,9,0,142116,533456,0,142234,532789,0,0,7.83597,0,677,1061,384
844,3119b,3118b,0.14023,1077,24,0.48,819,966.raw,3786_Line_1,external,3119b 3118b 0.14023 1077. 24 0.48 0819 966.raw,8,2019,476667,main,3119b,9,0,514917,main,3118b,9,0,142234,532789,0,143199,532570,0,0,0.14023,0,990,1077,87
845,3118b,339U,0.36764,767,17,0.15,819,966.raw,3786_Line_1,external,3118b 339U 0.36764 767. 17 0.15 0819 966.raw,8,2019,514917,main,3118b,9,0,29760,main,339U,7,0,143199,532570,0,143881.634,532837.96,229.933,0,0.36764,0,733,767,34
846,339U,3116b,3.1889,605,15,0.06,719,966.raw,3786_Line_1,external,339U 3116b 3.18890 605. 15 0.06 0719 966.raw,7,2019,29760,main,339U,7,0,514574,main,3116b,9,0,143881.634,532837.96,229.933,144272,533277,0,0,3.1889,0,587,605,18
847,3116b,3114b,-3.34656,1862,38,1.58,819,966.raw,3786_Line_1,external,3116b 3114b -3.34656 1862. 38 1.58 0819 966.raw,8,2019,514574,main,3116b,9,0,514573,main,3114b,9,0,144272,533277,0,145573,534435,0,0,-3.34656,0,1742,1862,120
848,3114b,3112b,1.84016,1934,40,1.87,819,966.raw,3786_Line_1,external,3114b 3112b 1.84016 1934. 40 1.87 0819 966.raw,8,2019,514573,main,3114b,9,0,514571,main,3112b,9,0,145573,534435,0,147397,534930,0,0,1.84016,0,1890,1934,44
849,3112b,5413MPI,1.2809,1221,28,1.8,719,966.raw,3786_Line_1,external,3112b 5413MPI 1.28090 1221. 28 1.80 0719 966.raw,7,2019,514571,main,3112b,9,0,562068,main,5413MPI,2,0,147397,534930,0,148541,535151,0,0,1.2809,0,1165,1221,56
850,5413MPI,3109b,4.07684,1711,38,-0.14,719,966.raw,3786_Line_1,external,5413MPI 3109b 4.07684 1711. 38 -0.14 0719 966.raw,7,2019,562068,main,5413MPI,2,0,514569,main,3109b,9,0,148541,535151,0,150196,534851,0,0,4.07684,0,1682,1711,29
851,3109b,3107b,20.89216,1715,48,1.88,719,966.raw,3786_Line_1,external,3109b 3107b 20.89216 1715. 48 1.88 0719 966.raw,7,2019,514569,main,3109b,9,0,514567,main,3107b,9,0,150196,534851,0,151805,535127,0,0,20.89216,0,1633,1715,82
852,3107b,336U,-3.98827,1806,45,0.13,719,966.raw,3786_Line_1,external,3107b 336U -3.98827 1806. 45 0.13 0719 966.raw,7,2019,514567,main,3107b,9,0,29757,main,336U,7,0,151805,535127,0,153468.017,535689.281,253.846,0,-3.98827,0,1756,1806,50
853,336U,3102b,2.23769,1181,26,0.66,719,966.raw,3786_Line_1,external,336U 3102b 2.23769 1181. 26 0.66 0719 966.raw,7,2019,29757,main,336U,7,0,514563,main,3102b,9,0,153468.017,535689.281,253.846,154585,536036,0,0,2.23769,0,1170,1181,11
854,3102b,847U,33.03653,1602,43,1.2,719,966.raw,3786_Line_1,external,3102b 847U 33.03653 1602. 43 1.20 0719 966.raw,7,2019,514563,main,3102b,9,0,459672,main,847U,7,0,154585,536036,0,156061.854,536043.914,0,0,33.03653,0,1477,1602,125
855,847U,5414MPI,-15.83131,723,32,-0.04,719,966.raw,3786_Line_1,external,847U 5414MPI -15.83131 723. 32 -0.04 0719 966.raw,7,2019,459672,main,847U,7,0,562069,main,5414MPI,2,0,156061.854,536043.914,0,156313,536356,0,0,-15.83131,0,401,723,322
856,5414MPI,335U,27.4145,1617,46,-1.38,819,966.raw,3786_Line_1,external,5414MPI 335U 27.41450 1617. 46 -1.38 0819 966.raw,8,2019,562069,main,5414MPI,2,0,29756,main,335U,7,0,156313,536356,0,157805.844,536705.452,300.707,0,27.4145,0,1533,1617,84
857,335U,3098b,24.6711,852,31,1.38,719,966.raw,3786_Line_1,external,335U 3098b 24.67110 852. 31 1.38 0719 966.raw,7,2019,29756,main,335U,7,0,514561,main,3098b,9,0,157805.844,536705.452,300.707,158525,536955,0,0,24.6711,0,761,852,91
858,3098b,3097b,4.35075,933,25,0.49,719,966.raw,3786_Line_1,external,3098b 3097b 4.35075 933. 25 0.49 0719 966.raw,7,2019,514561,main,3098b,9,0,514560,main,3097b,9,0,158525,536955,0,159210,537539,0,0,4.35075,0,900,933,33
859,3097b,3096b,3.06471,787,20,0.62,719,966.raw,3786_Line_1,external,3097b 3096b 3.06471 787. 20 0.62 0719 966.raw,7,2019,514560,main,3097b,9,0,514559,main,3096b,9,0,159210,537539,0,159740,538066,0,0,3.06471,0,747,787,40
860,3096b,334U,2.16114,1063,29,0.02,719,966.raw,3786_Line_1,external,3096b 334U 2.16114 1063. 29 0.02 0719 966.raw,7,2019,514559,main,3096b,9,0,29755,main,334U,7,0,159740,538066,0,160521.721,538727.407,334.942,0,2.16114,0,1024,1063,39
861,334U,845U,-7.79801,1408,38,-0.71,719,966.raw,3786_Line_1,external,334U 845U -7.79801 1408. 38 -0.71 0719 966.raw,7,2019,29755,main,334U,7,0,459670,main,845U,7,0,160521.721,538727.407,334.942,161515.888,539626.57,327,-7.942,-7.79801,0.14399,1340,1408,68
862,845U,3093b,-4.77716,987,24,0.26,719,966.raw,3786_Line_1,external,845U 3093b -4.77716 987. 24 0.26 0719 966.raw,7,2019,459670,main,845U,7,0,514557,main,3093b,9,0,161515.888,539626.57,327,162296,540176,0,0,-4.77716,0,954,987,33
863,3093b,333U,10.09902,1335,30,0.17,719,966.raw,3786_Line_1,external,3093b 333U 10.09902 1335. 30 0.17 0719 966.raw,7,2019,514557,main,3093b,9,0,29754,main,333U,7,0,162296,540176,0,163295.785,541038.962,332.349,0,10.09902,0,1321,1335,14
864,333U,3088b,1.80106,1857,49,2.11,719,966.raw,3786_Line_1,external,333U 3088b 1.80106 1857. 49 2.11 0719 966.raw,7,2019,29754,main,333U,7,0,514553,main,3088b,9,0,163295.785,541038.962,332.349,164846,541986,334.2,1.851,1.80106,0.04994,1817,1857,40
865,3088b,3087b,6.18195,782,27,-1.44,619,966.raw,3786_Line_1,external,3088b 3087b 6.18195 782. 27 -1.44 0619 966.raw,6,2019,514553,main,3088b,9,0,514552,main,3087b,9,0,164846,541986,334.2,165579.9,541911.7,340.35,6.15,6.18195,0.03195,738,782,44
