POINT_NAME,X,Y,HEIGHT,gGal,RANK
5004,232405,763999,627.624,979450.3449,1
6079,227954,767749,451.917,979488.9863,1
6077,228251,766800,476.504,979489.4458,1
3731,236396.594,759635.186,337.241,979465.3758,1
6075,233973,761549,670.7,979442.283,1
758,233590,762049,723.736,979439.9638,1
2539W,235791.134,768814.137,851.372,979433.7634,1
513U,231777.783,765066.193,621.24,979462.355,1
770U,229268,768395,604.348,979478.2421,1
776U,227975.317,767752.776,451.553,979488.8404,1
766U,234719.649,759831.247,353.936,979463.3412,1
768U,234724.93,760894.42,527.166,979445.0058,1
769U,230394.154,766119.029,501.967,979474.5368,1
3118,241214.17,767804.03,715.013,979431.8188,1
3119,245584,766012,689.128,979430.4265,1
6083,238636.7,769780.4,718.665,979441.6213,1
6084,239297,769404,705.445,979440.7257,1
6086,246373,764999,688.168,979433.1228,1
6087,246466,764784,710.93,979432.5982,1
6088,247237,764518,783.86,979439.6335,1
6091,249300.224,762009.877,629.179,979468.569,1
6092,250225,762528,548.499,979482.4786,1
6093,250207,762358,534.788,979482.3151,1
6094,250912,763526,400.476,979494.5552,1
8079,241669,768484,732.348,979430.4712,1
770,244575,766505,650.242,979425.3831,1
774,248939,762490,716.609,979457.2336,1
6095,250947,762199,370.564,979493.3051,1
6090,248023,763257,789.873,979443.3497,1
60961,251458,760799,300.407,979505.1884,1
6089,247197,764049,834.442,979436.0723,1
8078,242036.809,769582.576,762.851,979432.5213,1
6085,243570,766176,690.043,979427.2246,1
6096,251308,760599,300.879,979501.2875,1
6033,250983,744502,-204.833,979598.2879,1
6034,251264,743420,-204.201,979596.1309,1
6037,253586,738235,-200.791,979579.9617,1
6038,253622.2,736407.462,-206.044,979572.353,1
6039,253806,736217,-205.395,979572.5515,1
6016,255309.9,734533.7,-200.493,979569.3507,1
33FE,251094,743400,-201.601,979595.4897,1
4817,252422.601,726387.612,-206.121,979557.7487,1
6006,236306,717099,-75.125,979553.3542,1
6007,240917,716524,-83.383,979546.8794,1
6008,242884,715657,-91.05,979540.1959,1
60091,248977,712723,-196.254,979555.3801,1
6015,253048.912,728423.757,-233.799,979560.3789,1
60111,251901.8,719678.4,-204.993,979562.6542,1
6013,251541.413,721983.669,-212.037,979558.6633,1
4523,237262,717428,-46.094,979552.0349,1
4525,245355,714649,-95.791,979534.7784,1
6014,251565.9,723842.6,-215.711,979556.9011,1
3110,245423,714342,-94.516,979537.0837,1
4524,243654,715599,-85.523,979535.949,1
60101,250631.8,715405.6,-207.912,979553.7519,1
6009,246688.833,713293.499,-116.891,979543.7989,1
213A1,254547.606,730811.09,-200.71,979559.168,1
6010,250693,715299,-197.557,979554.1837,1
6011,250890.788,717078.376,-217.463,979552.7693,1
3112,239613,716772,-75.95,979549.2887,1
60093,249655,714062,-204.013,979555.0408,1
60092,248001,713087,-164.867,979550.4079,1
60141,251441.62,723549.12,-226.64,979554.3899,1
6017,255358,734349,-200.473,979568.6113,1
3100,254863,732258,-195.563,979562.1522,1
6012,251921.459,720131.629,-204.552,979562.7398,1
4526,233309,718799,-12.713,979540.2568,1
4527,231852,719549,1.698,979535.8955,1
6003,232005,719299,-5.353,979537.0612,1
6004,235066.198,718233.673,-28.209,979546.3322,1
35U,233192.414,718541.791,-13.343,979541.8978,3
6062,242606,743300,225.345,979538.2752,1
3740,240755,742898,242.144,979529.9351,3
6061,238499,742099,218.722,979519.0768,1
510U,238652.927,742237.182,214.512,979519.6701,1
6063,246039,743682,154.638,979551.0967,1
6064,247647,743624,127.807,979565.4738,1
6065,248795,744649,34.033,979587.8514,1
60651,248745,744699,33.238,979587.8692,1
3093,248051,749300,-198.249,979595.3658,1
4054,248400,748000,-198.996,979597.6451,1
6032,248809,747341,-199.367,979598.2294,1
3096,251534,755992,31.431,979538.1946,1
6101,252012,755119,-37.7,979552.7758,1
60281,251513,753703,-179.612,979566.6176,3
6029,251394.655,753595.772,-171.343,979565.9229,5
6030,251352,753499,-162.661,979566.9783,2
6031,250000,752495,-197.263,979574.6218,2
4053,249090,750639,-197.415,979590.3806,2
6097,251201,757699,196.027,979516.7192,1
6099,251567,756589,137.112,979530.5741,1
6098,251375.958,757416.497,186.878,979520.6845,1
6108,244096,777450,711.261,979442.0587,1
6107,243278.881,777422.133,709.89,979436.5322,1
6106,242105.85,776653,675.818,979432.9749,1
6105,241637.2,775546.2,684.35,979434.5259,1
6104,240763.1,774489.3,783.442,979435.4521,1
6103,240439,774176,760.447,979435.3772,1
6102,239242.5,771547,751.62,979440.8937,1
3004,238429,770167,788.395,979442.3272,1
6141,258928,770849,71.667,979539.7898,1
6132,261010.951,790174.208,96.995,979546.4737,1
6137,260497,778500,83.403,979519.386,1
6138,259803,776349,64.819,979532.4048,1
6119,251714,785148,640.049,979503.7927,1
6120,251191,788659,808.638,979484.0303,1
6128,254225,791997,167.085,979543.372,1
6121,250998,790300,769.274,979480.5096,1
6130,258044,792050,108.708,979553.3442,1
6129,255995,792000,139.865,979549.6006,1
6127,253990,791900,154.443,979542.4853,1
6125,253879,793650,330.609,979525.3279,1
6122,250720,792050,680.497,979474.7123,1
6140,259408,772675,64.778,979537.0447,1
6139,259621,774300,64.856,979534.3075,1
6136,260895.439,780669.413,133.155,979514.214,1
6135,260353,784399,79.026,979539.8644,1
6134,260755,786450,76.19,979540.4989,1
6133,260875,788035,82.637,979542.7814,1
6118,252191,781550,429.696,979529.7254,1
6116,251644,779900,379.541,979528.4665,1
6115,250391,779754,410.55,979502.8924,1
6114,249069,779637,512.684,979480.8719,1
6113,248853,779409,569.411,979477.8376,1
6112,247482,779497,636.76,979467.8132,1
6109,246290,776500,760.833,979459.6755,1
6117,251494,779750,382.634,979526.6848,1
3551,260593,784671,82.947,979537.9871,1
6123,251476,791750,615.75,979498.0191,3
6126,254405,793455,260.662,979531.1874,3
6124,252444,792500,487.665,979512.4035,3
6131,259822,791700,,979552.1693,
6143,259755,769425,148.442,979522.1164,1
6144,260412,768786,214.645,979511.25,1
6145,261226,768600,287.322,979496.3175,1
6148,260079,762574,98.248,979521.4916,3
6149,259554,760599,44.084,979532.1722,1
6151,259548,758473,-129.095,979547.0284,1
6152,259692,756749,-197.507,979560.1836,1
6147,260162,764839,164.947,979511.1049,3
6150,260005,759348,-38.859,979536.8536,1
6146,260577,766299,210.665,979505.2376,1
6142,258803,768299,103.699,979528.4056,1
4254,261219,752758,-203.408,979564.1569,1
4255,262125,754809,-174.906,979548.7878,1
4256,260824,756623,-172.102,979552.9511,1
6018,256801.2,734275.1,-194.665,979560.1001,1
6019,256822,734219,-194.045,979559.6667,1
6020,256602,734099,-194.63,979562.7768,1
6153,259838,756604,-194.168,979560.4443,1
6025,261337,750749,-178.364,979561.2376,1
4251,260657,746149,-163.768,979547.9371,1
4252,261146,748022,-199.095,979556.2505,1
6021,257499.5,735058.457,-191.012,979551.6558,1
6024,260281.824,741652.028,-200.3,979544.691,1
6022,258957,737099,-201.819,979542.0103,1
6023,259906,739749,-202.662,979548.704,1
4261,254595,754849,-181.982,979569.7859,1
6027,253388.88,753958.393,-199.629,979572.4663,3
4260,255991,755699,-193.86,979566.7586,1
6026,258495,756698,-206.691,979565.2519,1
6028,251432,753555,-175.811,979566.6696,5
36U,237290.162,717375.12,-47.716,979552.2606,3
60621,242506,743200,217.626,979537.6287,2
4766,240508,733209,140.602,979523.2994,2
4092,231380.1,726166.4,179.258,979532.5307,2
1080,249390,735700,-83.948,979537.7333,2
10801,248370,735200,-63.463,979548.4173,2
4760,252204.6,736369.8,-41.927,979561.4987,2
4761,251402,735449,13.969,979550.7165,2
4762,229460,725131,107.575,979537.051,2
4763,236252,729101,106.529,979535.5214,2
47631,237052.25,729780.54,88.008,979535.3406,2
4764,239116.7,731789.37,73.069,979533.734,2
4765,239906,732399,124.679,979529.5519,2
4767,241436,736100,212.004,979516.5011,2
4769,242970,736045,249.433,979524.4168,2
4531,227704,721399,62.846,979540.9529,2
4532,229400,720100,69.284,979539.7403,2
4533,230196,718099,89.541,979541.3577,2
4536,228405,709899,121.443,979519.4569,2
4818,247607,711699,-121.938,979553.664,2
4821,252034,719870,-207.208,979562.8814,2
4638,227701,708299,135.693,979515.5795,2
4639,225296,709799,112.067,979522.2073,2
4640,224798,711299,110.65,979526.3804,2
4642,220903,714599,98.618,979536.2752,2
4644,218992,717799,105.462,979540.7712,2
4065,252707,736238.1,-106.524,979565.1824,2
4091,237949,730499,107.657,979535.4389,2
3106,251385,722666,-216.287,979556.5602,2
3108,250813,715808,-195.259,979553.6214,2
31091,249706,714099,-203.846,979555.3173,2
3142,254308,735499,-207.232,979572.2814,2
3145,240783,734506,190.141,979518.7609,2
1063,233053,727821,185.563,979538.1385,2
10631,233892,728066,141.428,979537.9625,2
1074,240750,734560,190.951,979518.837,2
1077,245009.3,735629.9,168.253,979545.8719,2
1078,246704,735700,-9.979,979559.0456,2
10781,246104,735550,109.737,979554.3101,2
1079,247719.6,734406,-16.535,979554.4194,3
171,246570.4,713245.4,-119.33,979543.8765,2
4FB,229008,707799,139.755,979513.2665,2
34FE,246617,711910,-119.597,979550.2603,2
3109,249112,712702,-201.767,979555.854,1
4641,222498,713199,97.843,979533.3208,2
4768,242252,736399,233.664,979519.2921,2
4537,227652,705649,194.125,979503.2189,2
3107,251693,720990,-211.168,979562.1124,2
4820,251317.23,718218.63,-216.49,979555.9942,2
10771,244542.824,735592.691,220.582,979541.2127,2
4534,230296,715499,96.017,979535.7097,2
4819,250897,716699,-219.934,979552.6849,2
4815,255312,734535,-200.395,979569.355,2
4759,253626,736310,-205.683,979571.9392,2
30U,219830.21,716515.642,122.826,979540.1649,2
4790,236046.6,741334.9,188.309,979516.1604,2
8057,228801,735099,445.937,979500.8129,2
8058,229844,735442,355.701,979502.8364,2
8059,229880,736400,315.192,979513.3524,2
8060,230789,737340,361.709,979519.071,2
8062,230600,738400,262.188,979527.8026,2
8063,231990,738899,227.491,979529.2428,2
8064,232540,739962,212.302,979532.5423,2
8065,232797,740750,178.505,979530.2378,2
8066,235474,741032,180.161,979517.2761,2
4786,226491,742000,157.373,979548.9391,2
4788,229655,741445,171.714,979542.7245,2
4791,236092,741799,191.901,979515.3172,2
4792,238898,738099,206.839,979520.698,2
4069,233311.3,740690.1,173.86,979527.3922,2
4082,238991,736599,169.396,979521.702,2
40821,238798,735899,133.704,979523.0596,2
4084,238740,739499,214.705,979520.335,2
97BY,246439,707230,-123.133,979550.8282,2
98BY,246939,708979,-118.963,979553.4505,2
8061,230767,737886,342.335,979523.5803,2
4789,231829,740997,167.946,979535.6756,2
1069,238897,734199,102.879,979526.4405,2
96BY,245951,705359,-127.661,979548.4708,2
99BY,247372,710362,-119.096,979554.7249,2
100BY,247664,711302,-122.085,979554.5915,2
508U,227667.798,741592.77,164.684,979547.1331,2
509U,223249.772,741093.669,160.096,979547.8919,2
4083,238777,740788,230.5,979519.7948,2
6262,254137.324,793555.192,299.724,979528.3106,3
6268,253592.774,797335.967,552.75,979493.2852,3
6270,252447.414,795132.137,488.031,979496.9241,3
6266,251727,793161,744.58,979496.5913,3
6267,253605,798205,529.355,979491.886,3
6269,252641,796030,540.189,979494.3791,3
6271,252644,794343,532.395,979501.9667,3
6272,252216,792965,652.716,979505.5944,3
6247,253618,795324,314.761,979506.9419,3
6263,253215,793513,382.617,979515.8304,3
6264,251227,792408,673.009,979485.2586,3
3542,257714,792188,102.263,979552.1942,3
6244,256015.663,794000.585,226.097,979534.1608,3
6245,254682.981,795652.475,323.681,979514.444,3
6248,256762.627,788447.137,78.943,979558.0491,3
6249,258599.269,787248.281,75.665,979557.4342,3
6284,261214,788709,86.663,979537.7798,3
6243,256493,792219,129.33,979549.0924,3
6246,254712,796663,385.358,979506.4245,3
6261,254491,789333,76.92,979557.1453,3
3767,267016.6,792471.1,654.181,979437.3888,3
3752,272259,776280,874.918,979380.9658,3
4502,263260,770153,383.417,979471.0071,3
3552,260551,782849,76.37,979532.8326,3
3544,261163.6,793751,166.209,979528.6306,3
3751,271073,774493,762.615,979389.644,3
3742,259555,769214,115.229,979523.6223,3
3741,259308,768699,83.683,979525.1282,3
3773,264005,794796.3,336.686,979464.4171,3
3772,264870,794588,345.984,979449.9033,3
3765,269201.9,792165.4,831.983,979401.6198,3
3763,271259.431,791424.05,1025.336,979380.5572,3
3760,272732.529,786624.312,1036.916,979368.4697,3
3759,272615,785771,1003.232,979369.7108,3
3757,274395,783372,949.128,979376.3921,3
4503,265101,771200,445.266,979448.3007,3
3657,259125,771797,67.584,979539.7364,3
6223,272773,789121,1093.989,979366.6807,4
6224,274598,781140,971.063,979377.5605,4
6257,270130.946,792984.115,,979387.127,
6258,263145.9,795143.8,262.1,979474.5524,
6254,261816.914,785361.955,,979518.7015,
45001,265103,767500,322.365,979464.9262,3
4496,270505,765600,518.171,979429.646,3
4498,268006,765000,410.096,979453.6487,3
44991,266008,765900,352.726,979463.9465,3
4497,269028,765602,459.817,979440.9322,3
4500,264501,766900,328.729,979471.3843,3
4501,263981.271,768219.177,339.362,979468.887,3
6226,278440.254,769064.475,844.355,979372.4276,4
6253,277178.413,779069.679,965.824,979376.4754,4
6227,276025.811,767040.837,746.224,979387.4396,4
6228,272695,766241,623.267,979411.0378,4
6252,278382.338,772104.77,944.51,979364.1239,4
4495,270805,763200,480.952,979436.014,3
4492,271909,757700,466.765,979447.514,3
44921,271509,759900,467.489,979439.7707,3
4493,271209,760500,480.475,979440.1365,3
4494,271109,761900,470.222,979435.7011,3
6233,265833.461,755896.251,,979493.2901,
6234,262123.224,754779.73,,979548.9112,
690A1,272804,756000,457.91,979446.3852,3
3560,256764,767586,235.101,979535.3897,3
6260,252463.836,765287.511,306.051,979518.3079,3
6259,255590,764659,269.424,979523.7129,3
4490,275267.221,751512.182,431.922,979442.6522,3
44911,273601,753600,445.444,979443.9743,3
4491,274333,752269,436.125,979443.6965,3
ORHA,279938.322,759173.317,657.404,979404.9896,
6229,278728.67,762542.316,725.131,979393.4001,4
6230,280254,759941,672.78,979400.9068,4
6251,277720.406,752738.484,468.55,979435.9848,4
6235,261918.675,753827.677,,979553.8075,
4250,260352,744250,-172.678,979546.8197,3
3708,266502,742505,352.959,979456.9828,3
3036,259634,738527,-204.833,979541.2899,3
3326MPI,251267,743203,-206.319,979595.3747,2
3330MPI,251114,743448,-200.775,979595.7369,2
4981,251300,743300,-207.717,979595.8369,2
60311,249997,752474,-197.814,979574.8966,2
3480MPI,256339.16,755496.576,-189.986,979571.9092,4
3477MPI,250870,743799,-194.707,979596.1329,3
3739,238243,744673,265.183,979523.4878,3
790U,244506.638,753675.439,,979558.8185,
3475MPI,244790,757259,,979507.2859,
501U,234920.711,759612.397,346.828,979467.5265,3
529U,211480.661,757982.624,9.921,979600.6883,3
819U,220370.895,742076.698,194.049,979543.9457,3
1100,222556.131,740591.693,165.504,979546.7918,3
1096,226301.2,741922.4,156.115,979549.0121,3
31F1,206949,759207,4.4,979603.3927,3
3411MPI,206801.052,758291.082,1.811,979602.7861,4
825U,224138.119,757875.514,209.358,979528.2234,4
3392MPI,207176,759710,2.519,979603.8339,4
6PU,212879.713,747460.758,41.568,979590.4839,4
482U,226182.07,758580.057,220.157,979523.5178,4
481U,221502.188,757717.893,199.649,979539.1695,4
3482MPI,230208,759217,240.669,979507.0916,4
480U,215939.329,757423.329,23.245,979588.159,4
3478MPI,210507.8,749889.634,,979599.6035,
828U,237703.864,759238.677,,979472.617,
3481MPI,209159,755356,,979601.1322,
791U,241856.32,757010.922,,979511.408,
6209,196388,746544,15.468,979615.7923,2
6178,198162,745930,225.772,979608.4716,2
6222,196284,746452,10.5,979615.0665,2
1386W,200188.823,744981.037,223.05,979604.5769,3
4000b,196223,747294,13.223,979623.3692,2
32PU,196718.361,741102.237,22.621,979600.656,3
1237K,195382.539,735799.61,24.814,979608.3941,2
1238K,195653.902,738553.633,12.966,979612.1438,2
1239K,195960.977,741187.567,,979608.4816,
5084,196218,725471,22.082,979592.0894,2
777A1,196275,735181,15.141,979599.6253,2
6181,195606,738227,5.132,979611.77,2
6208,196741,743965,14.811,979600.1338,2
6179,196357,744308,7.025,979603.1261,2
6180,196206,743053,5.527,979603.1898,2
4663,196676,741183,21.506,979600.9542,2
6206,193799,725615,16.039,979595.6,2
34PU,195224.247,735181.078,11.879,979607.9203,2
2812b,193421,724050,9.697,979594.1089,2
2827b,193958,726817,23.439,979596.701,2
2828b,194098,726943,32.505,979596.7729,2
2829b,194249,727167,14.861,979596.9008,3
68PU,194313.857,727738.297,22.153,979597.3525,3
2837b,196659,730851,25.211,979590.8739,2
2866b,196422,727292,24.428,979592.1035,3
2867b,196699,731227,28.366,979590.7078,2
2872b,194641,731335,24.982,979601.5174,2
2881b,194708,731904,22.548,979602.4028,2
2885b,195313,732998,12.062,979603.3527,3
2886b,195231,733580,11.07,979605.1396,2
2887b,195453,734803,8.184,979606.3161,2
2888b,197313,736041,29.441,979589.1031,2
2889b,197150,736622,24.79,979591.9388,2
2893b,197128,738118,25.509,979595.3101,2
2894b,197129,738835,19.363,979596.8376,2
2895b,197031,739099,19.204,979598.5258,3
779AB,193404,721889,9.596,979590.0253,2
59PU,193399.417,721891.629,9.363,979590.0363,2
750U,193504.869,715500.983,10.651,979575.5146,2
6195,190674.205,708394.967,19.785,979559.9944,2
2693b,190075,711047,9.786,979571.9071,2
2688b,190232,709188,7.586,979564.0632,2
2689b,190207,709935,6.39,979567.166,2
2690b,190004,710449,6.147,979569.4978,2
2694b,190132,711451,9.912,979572.6877,2
2726b,191885,714543,21.073,979581.2765,2
2725b,191519,714483,14.684,979581.9932,2
2699b,191075,712896,19.253,979578.3806,2
2722b,191513,713268,25.792,979579.3704,2
2724b,191198,714152,6.331,979581.8528,2
2727b,192293,715194,8.491,979580.6422,2
1716b,193619,714429,10.778,979575.6762,3
1717b,193637,713748,10.183,979575.7127,3
2696b,190841,711927,11.833,979574.3209,2
2731b,192246,717256,6.635,979581.6885,4
2734b,192617,718440,13.298,979581.7568,2
753U,192872.132,710002.966,22.088,979564.4002,2
382U,192225.968,707863.446,8.313,979557.5652,2
6205,191827,706044,9.954,979553.6404,2
2680b,190310,706174,18.369,979554.2967,2
5111,218256.1,719918.9,104.603,979541.7591,2
3207MPI,205675.617,740315.686,19.509,979590.0644,2
3208MPI,207026,738777,21.809,979586.4626,2
3206MPI,205118.8,740940.9,39.594,979591.0846,2
29PU,202897.105,743747.66,6.785,979600.0729,3
3971MPI,224766,722751,57.369,979545.826,3
3972MPI,226447.3,723204.3,57.617,979544.8953,3
3974MPI,228438.9,724610.2,79.819,979540.5671,3
3980MPI,220498,720868,69.282,979546.6456,3
3412MPI,206896.87,758228.616,1.83,979602.7322,4
1529AFS,254428.251,735282.049,-210.047,979571.5994,4
4009MPI,245677.176,706103.305,-121.105,979548.6982,4
4011MPI,246930.927,709056.205,-119.654,979553.5201,4
4012MPI,247443.774,710914.944,-119.538,979554.4766,4
3546MPI,210450.9,733043.9,24.564,979563.6697,5
1036D,233848.368,727816.785,166.16,979537.2134,
32U,222787.553,721848.447,56.744,979546.3832,3
29U,217918.357,720566.173,111.168,979541.3371,3
3528,204859.4,744793,2.82,979597.8431,
3583MPI,208588,758629,,979602.4556,
964U,238160.857,730831.207,,979535.0592,
3720MPI,209140.1,751460.3,,979601.1092,
3978MPI,229924.5,725366.8,,979534.6549,
1076,243472.8,735895.42,,979528.9074,
1132U,246650.8,735654.8,,979559.3237,
4123MPI,239710.6,732926,132.1,979528.5062,
