Point,ComputedHeight,StdDev,Sigma0
19042,19.3499630708661,0.592404989358327,0.675405193833157
26127,383.629427152866,2.38778651746677,0.675405193833157
26247,343.66494375,2.2484501637646,0.675405193833157
26260,-138.985824076327,1.20410635336426,0.675405193833157
271055,34.7034493787391,0.256988619834805,0.675405193833157
27729,124.919444855212,0.920297740565837,0.675405193833157
27730,154.6940075,0.841956983035045,0.675405193833157
27735,124.173542238548,0.724881763796532,0.675405193833157
29762,84.6138912740339,1.18039424396467,0.675405193833157
29763,102.997342564175,1.5616192496418,0.675405193833157
29765,158.927794487584,1.49351122284339,0.675405193833157
29767,175.920596589842,1.6213057703757,0.675405193833157
29768,203.433577949658,1.01944848323181,0.675405193833157
29822,853.697675859041,2.23733186949423,0.675405193833157
29823,731.778016200114,2.97776991561554,0.675405193833157
29824,867.708388927655,3.55310432407833,0.675405193833157
29825,885.747991185566,4.08234624642343,0.675405193833157
29826,709.568370967635,4.54568663420241,0.675405193833157
29827,696.125498188606,4.88245943763817,0.675405193833157
29828,787.136168851578,5.12543077181554,0.675405193833157
29829,728.302133693832,5.29525280445528,0.675405193833157
29831,913.909247118993,5.44557422905769,0.675405193833157
29832,687.816419272025,5.41182410221931,0.675405193833157
29833,599.358469457614,5.29821004632671,0.675405193833157
29834,588.475173787378,5.03161661116291,0.675405193833157
29836,576.708856448352,4.48780425423678,0.675405193833157
29838,538.533401197141,3.72248279158911,0.675405193833157
29839,516.484372283234,3.20689454051374,0.675405193833157
29840,507.838435938177,2.46541439772679,0.675405193833157
29841,464.513460109261,1.35215873921314,0.675405193833157
29845,80.6002822337658,0.434150910571933,0.675405193833157
29856,848.46826596331,1.22140291951196,0.675405193833157
29859,939.221229884415,1.03211639062173,0.675405193833157
29867,885.696839948066,1.00289950102197,0.675405193833157
29869,831.163926054571,1.0011804050661,0.675405193833157
29873,570.675139462731,1.1452328525009,0.675405193833157
29874,558.128470574884,1.17995163451073,0.675405193833157
29884,320.827863809873,0.971807140520619,0.675405193833157
29889,965.568720562649,0.471374841039374,0.675405193833157
29890,488.871298151179,3.34105575289236,0.675405193833157
29894,456.774121277165,0.34672876499311,0.675405193833157
29917,766.966095790245,1.08738311552204,0.675405193833157
29918,750.004186107417,1.15033476104004,0.675405193833157
29923,799.973603790779,1.19434261115012,0.675405193833157
29943,662.196346350393,2.12295924457276,0.675405193833157
29946,631.028089653542,3.39905352858738,0.675405193833157
29948,611.366437089762,3.82642208662914,0.675405193833157
29954,544.029919566139,4.07820892817326,0.675405193833157
30082,52.2906130350623,0.722234867694143,0.675405193833157
306012,37.8306572792363,0.306274069910166,0.675405193833157
383205,123.772124476637,1.42950969088622,0.675405193833157
409918,106.200767191788,0.913856435790631,0.675405193833157
414489,46.7777836764706,0.796627891546,0.675405193833157
446729,172.992213867446,0.921581168351149,0.675405193833157
446730,202.576623947435,1.76502208672033,0.675405193833157
446738,381.619743221412,1.78636153043723,0.675405193833157
446744,596.768035596141,1.37511485851312,0.675405193833157
446747,867.362547550108,1.35592535674627,0.675405193833157
446753,575.886087296425,1.9142761188539,0.675405193833157
446758,23.8113473468113,2.21836143663791,0.675405193833157
446796,19.7986761293697,1.41132340203234,0.675405193833157
446804,587.211599604957,1.26610905312619,0.675405193833157
446805,99.66218,3.55496750476526,0.675405193833157
446811,-378.948902847733,0.175121427196169,0.675405193833157
446816,396.973851893164,1.60781359066484,0.675405193833157
446817,539.486142366716,1.65727867057107,0.675405193833157
446818,210.37410660458,3.21865933188591,0.675405193833157
446819,674.307217014497,3.6090144091551,0.675405193833157
446820,890.295254604313,4.04437947130039,0.675405193833157
446821,486.288630809199,2.82398790140512,0.675405193833157
446827,108.477266371771,2.84702848271201,0.675405193833157
446848,325.75280852082,0.8017697726147,0.675405193833157
446853,956.774380681365,5.44472182422196,0.675405193833157
446875,100.514888941856,1.80375522562339,0.675405193833157
459643,-22.2747999599231,2.93401609220758,0.675405193833157
459644,252.210083371352,2.17894535408616,0.675405193833157
459665,609.009015879291,5.15346884439053,0.675405193833157
459666,534.158326385448,3.82682035115872,0.675405193833157
460150,85.7134788532876,1.02014637418435,0.675405193833157
460151,83.479844856054,1.50960974122471,0.675405193833157
460152,92.1046108525964,1.61180541582337,0.675405193833157
460153,123.455363309451,1.24555475082743,0.675405193833157
460154,142.219830589741,1.21949381446351,0.675405193833157
460155,171.733256855017,1.19244888457125,0.675405193833157
460156,195.73145928159,1.48196946105129,0.675405193833157
460159,27.3192774857913,1.01043183748605,0.675405193833157
460161,15.3877573613284,0.688401616416025,0.675405193833157
460163,226.475326927165,1.70264792977937,0.675405193833157
460410,303.29086031265,1.32960485852977,0.675405193833157
461399,151.93663025641,1.25902336256723,0.675405193833157
461400,149.350411421911,1.32999424958123,0.675405193833157
462315,4.36345,0.744785449536895,0.675405193833157
462323,19.6254318181818,0.471325318227976,0.675405193833157
462369,35.75182,0.700600643178353,0.675405193833157
462370,35.8973,1.01355796086338,0.675405193833157
462371,20.97223,0.699297198992313,0.675405193833157
462372,19.63468,1.25050318625629,0.675405193833157
462373,20.15866,1.5554861686124,0.675405193833157
462375,36.1879900000001,2.01538012638534,0.675405193833157
462376,35.9556700000001,1.91510425144134,0.675405193833157
462841,167.313005928571,1.13005372553002,0.675405193833157
466045,96.8402617200468,2.79108964128138,0.675405193833157
466046,-175.599925913432,1.6687209721503,0.675405193833157
466051,192.315932111401,1.68164480896764,0.675405193833157
466310,-186.95128810034,1.84939545818931,0.675405193833157
469002,77.6039872067324,2.3080979098803,0.675405193833157
478246,120.786195200989,1.21451930127287,0.675405193833157
482233,559.590905733879,0.579536270965233,0.675405193833157
482234,576.895147776377,0.462654026524743,0.675405193833157
482235,575.04086479634,0.650755276638696,0.675405193833157
482236,557.871175036787,0.754239336028703,0.675405193833157
482237,584.216764880571,0.849962590288679,0.675405193833157
482238,594.345402299541,1.12112415004492,0.675405193833157
482239,578.979638922375,0.88047627952143,0.675405193833157
482240,592.325260684652,1.06092996332696,0.675405193833157
482241,628.127554601467,0.924466506289071,0.675405193833157
482242,656.375305807055,0.663807361214254,0.675405193833157
482243,678.457300557103,0.700889565378314,0.675405193833157
482244,623.132987727537,0.765823411030417,0.675405193833157
486856,598.6997640625,1.66508775989646,0.675405193833157
486857,515.4458596875,1.51809085341589,0.675405193833157
489748,705.85372,0.448013121880369,0.675405193833157
