Code,H,HRank
410669,108.1,2
410670,512.62,2
410671,514.691,2
410672,505.85,2
410674,318.403,2
410675,397.399,2
410676,497.366,2
410677,531.81,2
410678,479.648,2
410680,538.145,2
410681,489.163,2
410682,474.405,2
410683,538.259,2
410684,535.837,2
410685,348.592,2
410686,699.999,2
410687,611.167,2
410688,239.285,2
410689,-163.909,2
410690,-394.056,2
410691,262.154,2
410692,280.45,2
410694,344.314,2
410695,389.501,2
410696,422.739,2
410697,410.487,2
410698,535.072,2
410699,344.679,2
410700,434.015,2
410701,691.057,2
410702,708.261,2
410704,783.758,2
410705,795.922,2
410706,796.601,2
410707,803.58,2
410708,454.988,2
410709,399.652,2
410710,379.266,2
410711,467.13,2
410712,469.557,2
410713,471.907,2
410714,482.514,2
410715,496.702,2
410716,554.945,2
410717,509.889,2
410718,376.31,2
410719,333.77,2
410720,720.33,2
410721,567.92,2
410722,447.653,2
410723,471.646,2
410724,562.095,2
410725,588.138,2
410726,772.933,2
410727,789.111,2
410728,645.896,2
410729,707.083,2
410730,46.053,2
410731,40.856,2
410732,114.108,2
410734,89.776,2
410735,86.736,2
410736,91.203,2
410737,119.748,2
410738,146.667,2
410739,64.23,2
410741,456.055,2
410742,624.35,2
410743,663.441,2
410744,104.935,2
410745,69.75,2
410746,127.358,2
410747,120.003,2
410748,123.303,2
410749,86.956,2
410750,120.492,2
410751,87.668,2
410752,79.035,2
410753,119.334,2
410754,79.057,2
410756,147.393,2
410757,197.94,2
410758,209.055,2
410759,276.894,2
410761,318.153,2
410762,499.011,2
410763,607.793,2
410764,779.929,2
410765,-216.287,2
410766,-211.168,2
410767,-195.259,2
410768,-203.846,2
410769,-207.232,2
410770,190.141,2
410771,43.57,2
410772,46.499,2
410773,40.763,2
410774,81.501,2
410775,64.166,2
410776,58.71,2
410777,58.586,2
410778,72.533,2
410779,65.891,2
410780,55.731,2
410781,79.023,2
410782,73.099,2
410783,95.58,2
410784,99.691,2
410785,541.923,2
410786,569.343,2
410787,533.576,2
410788,507.609,2
410789,185.563,2
410790,141.428,2
410791,102.879,2
410792,190.951,2
410793,168.253,2
410794,220.582,2
410795,-9.979,2
410796,109.737,2
410798,-83.948,2
410799,-63.463,2
410800,96.649,2
410801,552.912,2
410802,-229.707,2
410804,527.368,2
410805,-37.061,2
410806,406.15,2
410807,431.391,2
410808,457.896,2
410809,487.546,2
410810,488.867,2
410811,516.908,2
410812,519.672,2
410813,529.181,2
410814,550.476,2
410815,489.97,2
410816,471.287,2
410817,442.691,2
410818,390.996,2
410819,383.946,2
410820,407.191,2
410821,397.133,2
410822,400.926,2
410823,390.636,2
410824,327.728,2
410825,389.986,2
410826,274.739,2
410827,283.288,2
410828,293.567,2
410829,288.208,2
410830,330.738,2
410831,338.255,2
410832,369.259,2
410833,395.606,2
410834,399.41,2
410835,429.025,2
410836,357.08,2
410837,326.533,2
410838,262.34,2
410839,350.026,2
410840,358.323,2
410842,382.445,2
410843,407.239,2
410844,373.06,2
410845,377.078,2
410846,403.25,2
410847,393.752,2
410848,394.156,2
410849,240.199,2
410850,351.392,2
410851,317.785,2
410852,253.593,2
410853,260.086,2
410854,499.45,2
410855,501.799,2
410856,460.133,2
410857,489.892,2
410858,559.291,2
410859,571.314,2
410860,638.955,2
410861,530.263,2
410862,288.019,2
410863,226.01,2
410865,75.496,2
410866,191.329,2
410867,364.897,2
410868,566.164,2
410869,719.618,2
410870,706.208,2
410871,775.749,2
410872,775.469,2
410873,763.35,2
410874,787.723,2
410875,834.095,2
410876,769.884,2
410877,639.556,2
410878,549.047,2
410879,506.889,2
410880,492.483,2
410881,493.871,2
410882,503.997,2
410883,298.442,2
410884,385.364,2
410885,294.869,2
410886,798.733,2
410887,253.11,2
410888,473.036,2
410889,434.54,2
410890,473.298,2
410891,623.943,2
410892,573.076,2
410893,392.899,2
410894,79.34,2
410895,631.957,2
410896,429.871,2
410897,579.8,2
410898,672.537,2
410899,512.19,2
410900,561.503,2
410901,100.517,2
410904,439.573,2
410905,630.885,2
410906,633.489,2
410907,643.126,2
410908,650.814,2
410909,99.538,2
410910,230.335,2
410911,46.302,2
410912,57.943,2
410913,59.803,2
410914,62.133,2
410915,78.852,2
410916,107.325,2
410917,100.913,2
410918,540.723,2
410919,555.11,2
410920,403.534,2
410921,220.795,2
410922,228.151,2
410923,475.697,2
410924,424.907,2
410925,228.051,2
410926,166.083,2
410927,521.041,2
410928,245.285,2
410929,114.302,2
410930,260.683,2
410931,382.917,2
410932,770.028,2
410933,822.12,2
410934,728.877,2
410935,854.876,2
410936,650.559,2
410937,613.644,2
410938,716.201,2
410939,269.244,2
410940,344.207,2
410941,770.997,2
410942,870.594,2
410943,258.384,2
410944,282.059,2
410945,295.176,2
410946,261.446,2
410947,270.093,2
410948,271.856,2
410949,335.867,2
410950,347.782,2
410951,325.669,2
410952,360.866,2
410953,379.014,2
410954,332.527,2
410955,569.822,2
410956,333.557,2
410957,210.808,2
410958,337.055,2
410959,278.461,2
410961,113.222,2
410962,198.379,2
410963,225.442,2
410964,764.074,2
410965,667.648,2
410966,281.784,2
410967,320.108,2
410968,121.256,2
410969,259.786,2
410971,168.269,2
410972,522.203,2
410973,497.015,2
410974,503.436,2
410975,493.711,2
410976,577.526,2
410977,706.237,2
410978,504.413,2
410979,502.338,2
410981,636.381,2
410982,391.023,2
410983,377.636,2
410984,574.238,2
410985,252.23,2
410986,368.494,2
410987,140.332,2
410988,430.506,2
410989,528.82,2
410990,336.606,2
410991,-390.254,2
410992,453.601,2
410993,314.273,2
410994,352.085,2
410996,-370.563,2
410997,412.939,2
410998,544.075,2
410999,475.306,2
411000,332.112,2
411001,89.704,2
411002,120.776,2
411003,765.912,2
411004,783.526,2
411005,447.988,2
411006,320.682,2
411007,258.257,2
411008,310.465,2
411009,276.406,2
411010,369.071,2
411011,636.906,2
411012,429.72,2
411013,488.616,2
411016,480.772,2
411017,247.546,2
411019,-119.33,2
411020,452.059,2
411021,-219.525,2
411022,121.067,2
411023,65.406,2
411024,42.019,2
411025,36.389,2
411026,51.897,2
411027,789.168,2
411028,575.373,2
411029,80.262,2
411030,68.832,2
411031,74.431,2
411032,67.026,2
411033,71.87,2
411034,79.18,2
411035,85.567,2
411036,91.748,2
411037,153.373,2
411038,99.915,2
411039,-278.028,2
411040,100.996,2
411041,104.931,2
411042,148.823,2
411043,223.665,2
411044,274.735,2
411045,311.679,2
411046,316.835,2
411047,307.934,2
411048,382.523,2
411049,340.315,2
411050,334.623,2
411051,302.302,2
411052,235.943,2
411053,198.048,2
411054,194.767,2
411055,178.785,2
411056,-376.104,2
411057,-378.993,2
411058,-74.44,2
411060,-34.233,2
411061,42.288,2
411062,66.516,2
411063,115.836,2
411064,-135.027,2
411065,-132.366,2
411066,-131.903,2
411067,-134.462,2
411068,-140.824,2
411069,-137.345,2
411070,-127.661,2
411071,622.508,2
411072,-123.133,2
411073,-118.963,2
411074,-119.096,2
411075,-122.085,2
411076,-153.559,2
411077,-145.471,2
411078,-113.75,2
411079,107.942,2
411080,139.91,2
411081,139.755,2
411082,-222.392,2
411083,698.253,2
411084,-241.275,2
411085,-241.892,2
411086,-276.08,2
411087,-252.299,2
411088,-249.768,2
411089,-229.261,2
411090,894.535,2
411091,-196.407,2
411092,-176.082,2
411093,-185.894,2
411094,-242.339,2
411096,-239.415,2
411097,-250.692,2
411098,-243.062,2
411100,-261.978,2
411101,-269.232,2
411102,-259.455,2
411103,518.372,2
411104,-258.24,2
411105,480.008,2
411106,504.175,2
411107,-268.584,2
411108,279.994,2
411109,-271.738,2
411110,625.404,2
411111,-257.888,2
411112,602.291,2
411113,-253.158,2
411114,-233.53,2
411115,683.444,2
411116,388.891,2
411117,-236.949,2
411118,379.469,2
411119,-211.403,2
411120,373.119,2
411121,-119.597,2
411122,390.585,2
411123,-176.431,2
411124,393.532,2
411125,-143.414,2
411126,-247.919,2
411127,-250.64,2
411128,-272.105,2
411129,-278.202,2
411131,-275.775,2
411132,840.463,2
411133,591.235,2
411134,458.267,2
411135,275.738,2
411136,-111.473,2
411137,-113.676,2
411138,-84.537,2
411139,-87.484,2
411140,-85.627,2
411141,-59.338,2
411142,-39.731,2
411143,-20.329,2
411144,-9.801,2
411145,271.971,2
411146,12.464,2
411147,67.088,2
411148,124.52,2
411149,104.899,2
411150,209.19,2
411151,115.443,2
411152,117.196,2
411153,179.932,2
411154,192.078,2
411155,190.4,2
411156,203.477,2
411157,-273.706,2
411158,-258.011,2
411159,-258.812,2
411160,-245.679,2
411161,-242.116,2
411162,-233.549,2
411163,-244.041,2
411164,-201.765,2
411165,-194.327,2
411166,-179.784,2
411167,-191.11,2
411168,546.867,2
411169,544.343,2
411170,-182.873,2
411171,-195.94,2
411172,-202.72,2
411173,-213.348,2
411174,-128.668,2
411175,-173.487,2
411176,-146.845,2
411177,51.369,2
411178,19.327,2
411179,24.982,2
411188,22.548,2
411193,11.07,2
411194,8.184,2
411195,29.441,2
411196,24.79,2
411200,25.509,2
411201,19.363,2
411224,28.366,2
411238,23.439,2
411239,32.505,2
411247,25.211,2
411259,9.697,2
411537,688.274,2
411538,683.569,2
411539,714.878,2
411540,760.91,2
411541,410.901,2
411542,650.909,2
411543,486.436,2
411544,567.402,2
411545,637.741,2
411546,643.753,2
411547,-205.973,2
411548,-196.201,2
411575,498.204,2
411576,661.442,2
411577,631.963,2
411943,19.785,2
411944,9.954,2
411946,14.157,2
411961,136.042,2
412823,84.058,2
412851,58.235,2
412971,17.807,2
413024,10.911,2
413030,8.027,2
413059,16.087,2
413062,42.612,2
413090,36.727,2
413091,37.514,2
413095,21.736,2
413096,29.182,2
413097,44.772,2
413131,23.339,2
413142,56.816,2
413150,21.4,2
413264,30.351,2
413633,71.386,2
413689,18.966,2
413699,10.496,2
413708,25.772,2
413714,7.273,2
413719,19.364,2
413724,18.039,2
413760,18.748,2
413761,24.503,2
413762,17.907,2
413764,13.262,2
413859,13.298,2
413868,7.586,2
413869,6.39,2
413870,6.147,2
413873,9.786,2
413874,9.912,2
413876,11.833,2
413879,19.253,2
413881,25.792,2
413883,6.331,2
413884,14.684,2
413885,21.073,2
413886,8.491,2
414138,13.985,2
414139,18.635,2
414169,21.765,2
414170,28.686,2
414171,33.983,2
414176,12.874,2
414199,29.991,2
414203,9.123,2
414212,26.845,2
414234,40.099,2
414235,35.97,2
414277,32.699,2
414387,24.866,2
414393,49.372,2
414394,53.522,2
414396,58.825,2
414411,38.146,2
414413,44.861,2
414414,38.592,2
414415,39.87,2
414417,31.123,2
414418,22.91,2
414419,20.35,2
414422,24.802,2
414425,30.075,2
414427,26.51,2
414428,23.219,2
414429,25.812,2
414430,36.459,2
414458,36.63,2
414469,32.331,2
414472,54.574,2
414512,27.928,2
414619,585.052,2
414620,482.122,2
414621,531.156,2
414640,626.055,2
414678,4.397,2
414682,526.585,2
414683,472.529,2
414872,-202.178,2
414899,-196.516,2
414943,3.586,2
414945,15.357,2
414953,14.625,2
414954,18.369,2
414956,16.38,2
414961,21.342,2
415019,77.337,2
415020,108.659,2
415022,45.606,2
415023,42.762,2
415025,23.578,2
415027,126.324,2
415056,95.282,2
415068,92.614,2
415087,21.393,2
415089,46.314,2
415090,56.344,2
415130,19.327,2
415132,38.539,2
415150,32.569,2
415211,-206.234,2
415212,-206.104,2
415213,-206.271,2
415214,-208.171,2
415215,-206.501,2
415216,-201.015,2
415227,-207.171,2
415228,29.3,2
415229,31.269,2
415230,23.005,2
415231,26.235,2
415232,9.107,2
415233,34.597,2
415234,-197.814,2
415235,-208.196,2
415326,20.999,2
415344,27.905,2
415345,16.694,2
415347,16.469,2
415348,20.82,2
415349,27.665,2
415350,8.837,2
415429,42.022,2
415430,42.934,2
415478,9.596,2
415498,35.423,2
415500,13.702,2
415588,21.506,2
415590,15.141,2
415591,24.398,2
415596,11.983,2
415746,5.132,2
415747,24.823,2
415748,16.039,2
415749,23.518,2
415750,14.811,2
415751,15.468,2
415752,10.5,2
415753,13.223,2
415755,13.138,2
415756,225.772,2
415757,7.025,2
415758,5.527,2
415759,6.459,2
415760,6.476,2
415761,8.738,2
415762,88.099,2
415763,5.247,2
415764,50.257,2
415765,133.435,2
415766,177.174,2
415767,14.241,2
417765,46.273,2
417766,8.025,2
417767,7.521,2
417768,10.404,2
417769,14.797,2
417770,15.732,2
417771,13.171,2
417772,19.377,2
417773,21.285,2
417774,38.426,2
417775,52.679,2
419347,230.927,2
419348,227.771,2
419349,216.845,2
419350,187.608,2
419352,275.814,2
419353,188.429,2
419354,206.393,2
419361,279.844,2
419362,258.917,2
419769,-206.319,2
419770,-206.058,2
419771,-204.634,2
419772,-205.91,2
419773,-200.775,2
419774,-207.717,2
420914,39.594,2
420915,19.509,2
420916,21.809,2
420917,19.966,2
420918,24.887,2
420919,30.81,2
420920,96.03,2
420921,22.885,2
421115,9.617,2
421976,2.519,2
422261,788.198,2
446850,179.659,2
459647,803.125,2
459685,213.747,2
553725,4.995,2
562903,6.394,2
562904,3.719,2
565072,27.565,2
565881,13.072,2
565896,38.678,2
566022,1.541,2
566024,7.018,2
566025,2.858,2
566026,4.931,2
566027,3.521,2
566028,7.576,2
566029,3.232,2
566030,8.122,2
566031,4.686,2
566032,3.23,2
566033,4.462,2
475904,33.39,2
566034,3.89,2
566035,1.89,2
566072,11.172,2
566941,3.588,2
566942,3.792,2
566944,5.079,2
566945,2.443,2
489761,8.97,2
528753,4.924,2
528754,4.746,2
528755,4.6,2
528756,7.593,2
10,84.881,3
31,97.031,3
33,178.34,3
52,121.535,3
70,93.886,3
187,224.004,3
616,22.621,3
636,179.939,3
693,249.472,3
927,26.368,3
1049,314.71,3
1303,22.153,3
1551,818.768,3
3881,-126.584,3
5346,326.326,3
6156,281.266,3
6888,382.1,3
10364,881.362,3
16933,11.157,3
18130,15.519,3
18434,497.659,3
19590,14.628,3
19596,406.759,3
19606,363.018,3
20049,223.05,3
20297,796.155,3
20303,834.725,3
20322,26.285,3
20332,150.689,3
20423,135.837,3
20434,812.208,3
20451,-348.22,3
20550,21.181,3
20590,849.214,3
20615,551.012,3
20627,78.971,3
20636,398.992,3
20647,237.346,3
20689,465.602,3
20734,165.354,3
20738,120.072,3
20748,109.317,3
20801,804.774,3
20827,-54.551,3
21871,545.587,3
21985,289.583,3
22065,342.156,3
22085,550.4,3
22108,41.588,3
22137,185.639,3
22158,130.452,3
22167,131.564,3
22178,67.574,3
22198,133.884,3
22203,219.126,3
22465,68.207,3
22659,75.789,3
23658,109.994,3
25099,148.858,3
25808,472.221,3
26068,248.721,3
26076,228.354,3
26081,156.384,3
26090,489.707,3
26092,444.232,3
26093,283.722,3
26096,170.075,3
26100,374.086,3
26102,735.055,3
26108,56.757,3
26112,111.146,3
26116,144.771,3
26118,231.837,3
26119,80.64,3
26121,-202.01,3
26122,-63.269,3
26124,209.416,3
26132,227.353,3
26137,92.129,3
26143,-34.684,3
26145,637.164,3
26146,710.191,3
26155,115.4,3
26161,109.173,3
26162,160.91,3
26216,144.012,3
26230,357.922,3
26231,429.196,3
26237,61.609,3
26243,535.703,3
26249,165.878,3
26250,974.57,3
26253,-47.716,3
26254,-13.343,3
26259,68.642,3
26261,63.051,3
26263,50.171,3
26264,67.991,3
26265,103.322,3
26266,97.909,3
26270,97.623,3
26271,118.213,3
26273,157.125,3
26274,94.167,3
26275,38.898,3
26277,76.631,3
26278,4.331,3
26287,85.212,3
26289,124.284,3
26290,96.425,3
26291,20.552,3
26309,25.228,3
26313,-15.668,3
26322,128.628,3
26325,3.29,3
26329,77.657,3
26330,27.599,3
26331,23.778,3
26334,46.029,3
26336,9.771,3
26339,216.458,3
26409,22.329,3
27658,-227.087,3
27727,56.325,3
27742,806.988,3
28203,723.816,3
29425,416.583,3
29667,272.371,3
29668,360.84,3
29669,865.265,3
29672,626.221,3
29673,9.921,3
29674,714.89,3
29691,346.828,3
29703,493.839,3
29704,55.914,3
29705,55.925,3
29706,52.697,3
29708,12.592,3
29709,76.299,3
29712,231.395,3
29714,150.535,3
29715,151.59,3
29729,20.449,3
29730,42.309,3
29743,292.016,3
29754,332.333,3
29755,334.809,3
29756,300.562,3
29757,253.706,3
29760,229.763,3
29769,839.842,3
29777,379.706,3
29778,381.668,3
29779,380.867,3
29780,374.438,3
29783,405.502,3
29784,502.866,3
29785,518.653,3
29786,490.699,3
29787,490.379,3
29788,101.254,3
29789,100.957,3
29790,99.06,3
29791,388.701,3
29793,68.006,3
29794,65.189,3
29795,62.8,3
29796,91.753,3
29797,77.074,3
29799,126.062,3
29800,46.243,3
29801,42.458,3
29802,17.465,3
29803,23.257,3
29804,277.47,3
29805,126.03,3
29806,130.368,3
29807,262.453,3
29808,308.494,3
29809,294.613,3
29810,261.261,3
29811,238.796,3
29812,203.034,3
29813,394.928,3
29814,191.286,3
29815,184.077,3
29816,160.469,3
29817,152.751,3
29818,353.194,3
29819,334.324,3
29820,326.306,3
29821,333.155,3
29844,69.596,3
29846,499.825,3
29847,626.94,3
29848,484.039,3
29849,581.108,3
29850,490.51,3
29851,367.507,3
29852,283.08,3
29853,332.209,3
29854,340.09,3
29855,398.831,3
29857,881.936,3
29858,903.599,3
29860,969.274,3
29861,983.126,3
29862,945.914,3
29863,968.644,3
29864,976.024,3
29865,945.059,3
29866,924.526,3
29868,894.471,3
29870,836.621,3
29871,727.869,3
29872,603.74,3
29875,551.417,3
29876,523.527,3
29877,420.731,3
29878,377.825,3
29879,343.556,3
29880,341.3,3
29881,351.475,3
29882,358.756,3
29883,298.509,3
29885,265.674,3
29886,240.638,3
29887,265.33,3
29888,228.205,3
29895,627.538,3
29896,643.872,3
29897,669.301,3
29898,678.964,3
29899,700.422,3
29900,769.379,3
29901,803.892,3
29902,793.6,3
29903,782.356,3
29904,770.526,3
29905,702.245,3
29906,759.097,3
29907,753.827,3
29908,796.712,3
29909,741.862,3
29910,658.428,3
29911,670.815,3
29912,557.731,3
29913,389.753,3
29914,346.262,3
29915,206.39,3
29916,762.914,3
29919,789.698,3
29920,806.255,3
29921,824.534,3
29922,782.059,3
29924,401.02,3
29925,407.085,3
29926,406.448,3
29927,437.859,3
29928,462.477,3
29929,453.432,3
29930,443.963,3
29931,452.95,3
29932,452.866,3
29934,488.262,3
29935,509.67,3
29936,530.608,3
29937,540.897,3
29938,532.8,3
29939,552.283,3
29940,594.811,3
29941,600.331,3
29965,321.55,3
29968,299.347,3
29993,391.592,3
29994,326.861,3
30000,159.163,3
30005,37.109,3
30008,12.627,3
30009,33.883,3
30015,65.692,3
30017,172.356,3
30019,65.455,3
30020,61.642,3
30021,62.202,3
30025,59.116,3
30035,89.135,3
30036,68.196,3
30037,62.352,3
30046,133.457,3
30048,65.743,3
30049,57.956,3
30050,47.413,3
30051,42.94,3
30053,40.994,3
30054,29.082,3
30057,26.189,3
30063,4.947,3
30066,19.994,3
30069,19.361,3
30070,15.427,3
30071,20.991,3
30076,36.761,3
30077,22.05,3
30081,1.527,3
30083,10.344,3
30087,21.735,3
30090,54.719,3
30128,354.058,3
30172,97.899,3
30173,81.657,3
30174,58.369,3
30175,37.38,3
30176,95.916,3
30177,108.211,3
30180,31.752,3
30181,61.631,3
30183,299.715,3
30184,277.648,3
30185,296.934,3
30186,294.833,3
30187,263.766,3
30188,262.683,3
30189,101.689,3
30190,76.534,3
30191,57.82,3
30192,85.816,3
30193,86.505,3
30194,90.439,3
30195,135.738,3
30196,108.602,3
30203,160.782,3
30205,193.714,3
30207,177.666,3
30208,241.35,3
30210,198.267,3
30211,157.585,3
30212,137.479,3
30213,83.192,3
30214,86.508,3
30220,272.391,3
30221,233.579,3
30244,295.186,3
30275,69.694,3
30280,78.428,3
30281,104.805,3
30282,158.622,3
30296,460.455,3
30301,-308.258,3
30305,-389.056,3
30306,475.711,3
30307,551.498,3
30308,502.915,3
30314,-145.488,3
30315,-53.68,3
30316,35.662,3
30317,50.905,3
30318,-1.075,3
30319,88.204,3
30320,399.828,3
30321,466.212,3
30322,381.024,3
30323,363.847,3
30325,-54.157,3
30328,37.665,3
30330,61.823,3
30333,520.569,3
30334,583.959,3
30335,376.929,3
30336,290.915,3
30337,282.529,3
30338,361.028,3
30339,370.732,3
30340,407.324,3
30342,523.334,3
30343,557.627,3
30344,533.442,3
30345,475.573,3
30346,464.639,3
30347,357.52,3
30348,339.393,3
30350,332.139,3
30352,399.392,3
30353,444.158,3
30354,513.714,3
30355,433.896,3
30356,486.601,3
30387,68.058,3
30388,367.528,3
30395,107.929,3
30397,3.3,3
30401,25.237,3
30403,77.14,3
30406,4.637,3
30408,5.83,3
30409,7.372,3
95911,32.766,3
111056,37.866,3
196084,38.009,3
340154,54.846,3
345058,51.618,3
345088,25.142,3
345100,31.845,3
345101,34.403,3
345102,45.123,3
345104,43.798,3
351923,49.881,3
351926,47.476,3
351936,49.357,3
351939,62.293,3
351940,62.375,3
351950,45.968,3
351963,57.244,3
351971,43.246,3
351973,39.609,3
351987,39.305,3
351991,57.048,3
351994,51.468,3
351995,46.107,3
352007,56.333,3
352010,53.344,3
352020,52.175,3
352021,44.782,3
352046,55.086,3
352054,49.978,3
352056,34.408,3
383345,49.651,3
383346,51.863,3
383363,58.16,3
384733,295.66,3
385328,512.289,3
385330,515.014,3
385344,569.072,3
385347,500.323,3
386678,41.036,3
386693,42.384,3
386781,51.09,3
391420,385.669,3
391421,338.696,3
391433,367.589,3
393550,35.957,3
393555,38.332,3
393557,31.176,3
393588,67.574,3
393589,89.25,3
393604,77.265,3
393605,72.688,3
394118,101.512,3
394120,115.25,3
394137,106.724,3
404827,220.77,3
406801,371.202,3
407559,157.349,3
409313,38.148,3
409316,27.102,3
409340,68.662,3
409365,43.34,3
409368,66.609,3
409373,96.851,3
409385,35.52,3
409390,98.525,3
409402,142.024,3
409416,216.919,3
409453,92.2,3
409514,242.144,3
409611,58.785,3
409618,16.137,3
409665,12.077,3
409673,29.197,3
409674,29.4,3
409680,25.068,3
409693,47.99,3
409696,16.081,3
409705,186.874,3
409787,-199.629,3
409789,-179.612,3
409889,164.947,3
409890,98.248,3
409910,615.75,3
409911,487.665,3
409913,260.662,3
409924,65.86,3
409928,66.209,3
409958,91.848,3
409982,19.355,3
410039,192.681,3
410040,-91.496,3
410060,20.594,3
410061,28.42,3
410062,28.285,3
410063,32.557,3
410064,139.737,3
410065,123.241,3
410066,155.475,3
410080,37.725,3
410089,42.163,3
410090,18.577,3
410118,5.664,3
410119,12.374,3
410120,12.045,3
410121,13.419,3
410122,14.748,3
410124,46.499,3
410125,45.542,3
410126,44.686,3
410138,88.577,3
410157,20.884,3
410158,18.322,3
410159,172.426,3
410160,120.823,3
410161,79.998,3
410162,86.565,3
410163,34.324,3
410164,44.339,3
410165,172.785,3
410166,42.853,3
410167,70.958,3
410168,207.437,3
410169,132.956,3
410170,102.484,3
410180,71.561,3
410224,102.419,3
410225,99.736,3
410226,88.361,3
410227,74.74,3
410228,50.032,3
410288,146.64,3
410337,-246.557,3
410361,489.345,3
410394,109.204,3
410396,262.011,3
410398,294.389,3
410399,262.11,3
410400,410.891,3
410402,378.368,3
410403,387.392,3
410473,236.526,3
410475,243.829,3
410581,60.038,3
410582,53.811,3
410584,113.805,3
410664,99.239,3
410673,297.729,3
410679,551.227,3
410703,821.751,3
410733,50.214,3
410740,593.671,3
410797,-16.535,3
410803,-364.118,3
410841,369.879,3
410864,162.795,3
410902,332.683,3
410903,441.863,3
410980,512.767,3
410995,348.016,3
411014,679.447,3
411015,27.531,3
411018,-273.087,3
411099,-273.369,3
411130,820.112,3
411180,4.288,3
411181,3.872,3
411182,3.986,3
411183,8.999,3
411184,7,3
411185,4.84,3
411186,8.206,3
411187,9.375,3
411189,16.96,3
411190,22.089,3
411191,18.157,3
411192,12.062,3
411197,13.639,3
411198,18.092,3
411199,14.018,3
411202,19.204,3
411203,12.964,3
411204,67.882,3
411205,48.982,3
411206,44.942,3
411207,40.034,3
411208,30.71,3
411209,27.963,3
411210,41.623,3
411211,95.257,3
411212,118.743,3
411213,123.927,3
411214,136.98,3
411215,150.202,3
411216,150.888,3
411217,129.529,3
411218,123.217,3
411219,118.055,3
411220,89.532,3
411221,44.31,3
411222,30.356,3
411223,24.428,3
411225,26.377,3
411226,20.044,3
411227,18.514,3
411228,66.566,3
411229,78.126,3
411230,84.546,3
411231,94.493,3
411232,94.216,3
411233,17.951,3
411234,17.161,3
411235,16.02,3
411236,13.023,3
411237,14.232,3
411240,14.861,3
411241,17.482,3
411242,17.974,3
411243,20.01,3
411244,20.543,3
411245,21.165,3
411246,20.786,3
411248,30.848,3
411249,38.193,3
411250,47.191,3
411251,56.938,3
411252,24.97,3
411253,86.894,3
411254,31.597,3
411255,30.049,3
411256,18.915,3
411257,9.645,3
411258,9.586,3
411260,4.471,3
411261,4.616,3
411262,2.996,3
411263,3.542,3
411264,4.065,3
411265,9.096,3
411266,7.931,3
411267,5.948,3
411273,845.181,3
411274,861.227,3
411275,850.152,3
411276,842.418,3
411277,845.199,3
411278,866.238,3
411279,846.089,3
411280,830.828,3
411281,832.943,3
411282,829.659,3
411283,826.501,3
411284,528.171,3
411285,527.378,3
411286,544.214,3
411287,538.153,3
411288,-344.156,3
411289,529.588,3
411290,88.576,3
411291,80.527,3
411292,76.851,3
411293,81.004,3
411294,85.309,3
411295,83.274,3
411296,84.008,3
411297,88.312,3
411299,549.965,3
411300,557.391,3
411302,564.045,3
411303,558.02,3
411304,566.311,3
411305,578.714,3
411306,579.973,3
411307,548.492,3
411308,556.322,3
411309,533.45,3
411311,544.965,3
411312,538.166,3
411313,90.805,3
411314,490.333,3
411315,487.538,3
411316,468.388,3
411317,423.197,3
411318,437.006,3
411319,440.301,3
411320,445.169,3
411321,453.923,3
411322,455.491,3
411323,80.479,3
411324,83.4,3
411325,80.12,3
411326,87.027,3
411327,92.998,3
411328,90.169,3
411329,83.589,3
411330,76.953,3
411331,75.957,3
411332,101.91,3
411333,104.712,3
411334,110.454,3
411335,108.661,3
411336,97.703,3
411337,460.534,3
411338,475.756,3
411339,482.551,3
411340,478.474,3
411341,490.359,3
411342,467.926,3
411343,467.178,3
411344,453.912,3
411345,470.232,3
411346,483.237,3
411347,581.278,3
411348,591.821,3
411349,597.272,3
411350,518,3
411351,490.151,3
411352,446.837,3
411353,444.229,3
411354,472.611,3
411355,465.331,3
411356,464.15,3
411357,471.839,3
411358,464.197,3
411359,580.731,3
411360,561.116,3
411361,554.456,3
411362,563.582,3
411363,578.378,3
411364,579.383,3
411365,602.881,3
411366,605.013,3
411367,601.728,3
411368,607.167,3
411369,606.313,3
411370,609.938,3
411371,610.677,3
411372,613.551,3
411373,606.554,3
411374,596.921,3
411375,605.877,3
411376,575.794,3
411377,598.402,3
411378,607.688,3
411379,627.756,3
411380,611.538,3
411381,616.271,3
411382,585.771,3
411383,572.383,3
411384,466.885,3
411385,463.821,3
411386,445.297,3
411387,445.053,3
411388,450.606,3
411389,474.079,3
411390,483.917,3
411391,464.098,3
411392,450.043,3
411394,416.089,3
411395,447.517,3
411396,415.36,3
411397,398.97,3
411398,597.772,3
411399,594.487,3
411400,600.187,3
411401,607.192,3
411402,613.726,3
411403,598.964,3
411404,597.678,3
411405,594.142,3
411406,583.893,3
411407,487.565,3
411408,500.546,3
411409,509.373,3
411410,473.002,3
411411,470.846,3
411412,470.104,3
411413,478.052,3
411414,475.527,3
411415,478.745,3
411416,359.503,3
411419,379.446,3
411420,373.833,3
411421,367.245,3
411422,354.309,3
411423,355.638,3
411424,345.316,3
411425,344.832,3
411426,346.274,3
411427,354.749,3
411428,341.399,3
411429,478.357,3
411430,489.184,3
411431,374.352,3
411432,388.905,3
411433,425.749,3
411434,437.624,3
411435,451.039,3
411436,469.936,3
411437,494.98,3
411438,512.547,3
411439,488.346,3
411440,457.349,3
