Code,H,HRank
411441,458.99,3
411442,485.568,3
411443,521.919,3
411444,515.507,3
411445,513.578,3
411446,484.894,3
411447,493.048,3
411448,473.283,3
411449,464.744,3
411450,479.715,3
411451,476.12,3
411453,521.021,3
411454,506.098,3
411455,470.087,3
411456,486.526,3
411457,294.598,3
411458,295.465,3
411459,301.618,3
411460,310.151,3
411461,321.91,3
411462,359.755,3
411463,366.513,3
411464,353.428,3
411465,364.895,3
411466,426.013,3
411467,499.241,3
411468,471.029,3
411469,426.438,3
411470,439.795,3
411471,543.501,3
411472,544.385,3
411473,528.49,3
411474,384.244,3
411475,127.972,3
411476,130.744,3
411477,116.655,3
411478,119.826,3
411479,126.7,3
411480,125.322,3
411481,335.615,3
411482,324.534,3
411483,321.707,3
411484,309.269,3
411485,300.648,3
411486,296.233,3
411487,292.755,3
411489,329.045,3
411490,319.561,3
411491,319.784,3
411493,332.538,3
411494,353.768,3
411495,344.621,3
411496,332.248,3
411497,347.324,3
411498,363.803,3
411499,124.47,3
411500,224.318,3
411501,212.408,3
411502,204.816,3
411503,204.539,3
411504,213.311,3
411505,201.298,3
411506,163.61,3
411507,162.36,3
411508,144.238,3
411509,132.105,3
411510,270.789,3
411511,269.055,3
411512,261.366,3
411513,280.45,3
411514,340.608,3
411515,347.834,3
411516,260.968,3
411517,257.895,3
411518,247.534,3
411519,246.166,3
411520,122.311,3
411521,124.79,3
411522,128.148,3
411523,134.568,3
411524,130.076,3
411525,134.673,3
411527,138.309,3
411528,137.63,3
411529,128.804,3
411530,116.593,3
411531,136.588,3
411532,314.463,3
411533,314.907,3
411534,276.289,3
411535,270.682,3
411536,266.596,3
411549,337.883,3
411550,324.679,3
411551,319.477,3
411552,131.858,3
411553,132.244,3
411554,132.479,3
411555,123.61,3
411556,119.528,3
411557,121.113,3
411558,152.037,3
411559,146.838,3
411560,144.281,3
411561,122.962,3
411563,95.407,3
411564,97.958,3
411565,123.413,3
411566,118.794,3
411567,111.107,3
411568,109.995,3
411569,104.208,3
411570,101.844,3
411571,102.115,3
411572,99.14,3
411573,96.007,3
411574,99.508,3
411578,127.707,3
411579,136.719,3
411580,130.65,3
411581,127.258,3
411582,120.844,3
411583,105.663,3
411584,108.78,3
411585,106.611,3
411586,129.256,3
411587,132.599,3
411588,135.428,3
411590,136.293,3
411591,147.75,3
411592,151.878,3
411593,153.604,3
411594,150.334,3
411596,146.392,3
411597,140.979,3
411598,142.719,3
411599,150.038,3
411600,153.244,3
411601,153.98,3
411602,138.509,3
411603,127.99,3
411604,123.481,3
411605,123.046,3
411606,111.3,3
411607,232.898,3
411608,234.339,3
411609,238.078,3
411610,241.68,3
411611,238.22,3
411612,279.658,3
411613,271.306,3
411615,283.246,3
411616,274.876,3
411617,280.884,3
411618,292.575,3
411619,309.684,3
411620,306.778,3
411621,324.939,3
411622,335.249,3
411623,335.858,3
411624,122.414,3
411625,121.99,3
411626,116.554,3
411627,115.437,3
411628,125.315,3
411629,128.92,3
411631,257.577,3
411632,256.956,3
411633,250.892,3
411634,247.681,3
411635,243.509,3
411636,248.165,3
411637,254.389,3
411638,259.089,3
411639,263.734,3
411640,249.066,3
411641,245.259,3
411655,314.073,3
411656,317.146,3
411657,326.274,3
411658,317.238,3
411659,311.431,3
411660,306.773,3
411661,297.667,3
411662,303.96,3
411663,320.092,3
411664,236.595,3
411665,221.235,3
411666,207.662,3
411667,191.863,3
411668,186.141,3
411669,179.324,3
411670,180.052,3
411671,187.346,3
411672,197.818,3
411673,195,3
411674,162.555,3
411675,155.112,3
411677,305.18,3
411682,249.658,3
411684,252.459,3
411685,260.65,3
411686,263.727,3
411687,269.7,3
411688,276.998,3
411689,274.105,3
411690,270.573,3
411691,275.754,3
411692,276.157,3
411693,268.574,3
411694,258.64,3
411695,287.366,3
411696,304.843,3
411697,293.703,3
411699,340.498,3
411702,260.298,3
411703,261.268,3
411704,270.57,3
411705,269.577,3
411707,280.661,3
411709,234.821,3
411710,293.259,3
411712,325.564,3
411720,258.248,3
411721,396.136,3
411722,407.85,3
411723,399.51,3
411732,273.649,3
411733,274.411,3
411734,263.508,3
411735,272.083,3
411736,262.727,3
411737,263.884,3
411738,254.25,3
411739,252.222,3
411740,250.611,3
411741,237.07,3
411742,252.014,3
411743,253.907,3
411744,265.501,3
411745,267.002,3
411746,270.603,3
411753,335.819,3
411754,306.848,3
411755,146.831,3
411756,145.075,3
411757,133.57,3
411758,134.926,3
411759,136.662,3
411761,380.741,3
411762,370.563,3
411763,290.407,3
411764,284.977,3
411766,278.374,3
411767,266.311,3
411768,300.629,3
411772,392.459,3
411774,400.112,3
411781,276.635,3
411784,288.399,3
411786,310.986,3
411789,300.286,3
411790,295.945,3
411791,288.237,3
411805,314.943,3
411806,321.261,3
411807,332.661,3
411808,327.422,3
411809,332.009,3
411810,324.858,3
411811,324.985,3
411816,352.068,3
411817,368.861,3
411824,332.942,3
411825,329.075,3
411827,105.546,3
411828,107.075,3
411829,97.853,3
411830,107.143,3
411831,110.551,3
411832,108.305,3
411833,99.337,3
411834,93.449,3
411835,338.42,3
411836,104.092,3
411837,108.291,3
411838,100.272,3
411839,92.065,3
411840,97.914,3
411841,91.827,3
411842,89.993,3
411843,97.932,3
411844,89.852,3
411847,93.57,3
411848,85.963,3
411849,77.932,3
411850,78.754,3
411851,66.153,3
411852,40.66,3
411853,78.186,3
411854,84.038,3
411855,80.169,3
411856,67.112,3
411857,79.828,3
411858,87.868,3
411859,88.121,3
411860,104.254,3
411861,98.788,3
411862,113.8,3
411863,109.171,3
411864,88.241,3
411866,157.482,3
411867,166.083,3
411868,153.192,3
411869,161.407,3
411870,168.333,3
411871,176.474,3
411873,160.208,3
411875,169.533,3
411876,174.056,3
411878,21.799,3
411879,22.201,3
411880,24.215,3
411881,21.575,3
411882,26.711,3
411883,31.795,3
411884,29.03,3
411885,18.572,3
411886,21.838,3
411887,16.83,3
411888,7.131,3
411889,5.388,3
411890,28.269,3
411891,28.556,3
411898,30.942,3
411899,35.583,3
411900,33.921,3
411915,710.625,3
411916,738.5,3
411917,695.21,3
411934,760.9,3
411940,774.371,3
411941,827.649,3
411942,22.004,3
411945,250.618,3
411950,782.336,3
411952,89.093,3
411953,75.75,3
411954,480.614,3
411955,96.577,3
411956,255.654,3
411957,327.888,3
411958,133.117,3
411959,-95.967,3
411962,900.117,3
411963,854.547,3
411964,875.181,3
411965,851.89,3
411966,771.567,3
411967,759.319,3
411968,743.014,3
411969,707.162,3
411970,723.501,3
411971,742.149,3
411972,694.15,3
411973,675.018,3
411974,650.773,3
411975,651.122,3
411976,671.811,3
411977,716.053,3
411978,720.025,3
411979,715.088,3
411980,695.734,3
411981,666.806,3
411983,694.9,3
411984,694.818,3
411985,722.885,3
411986,696.25,3
411987,682.68,3
411988,651.948,3
411989,686.771,3
411990,658.88,3
411991,680.879,3
411992,627.644,3
411993,656.554,3
411994,725.991,3
411995,735.114,3
411996,741.802,3
411997,690.425,3
411998,782.211,3
412000,618.272,3
412001,744.091,3
412002,749.213,3
412003,650.473,3
412004,405.463,3
412005,445.309,3
412006,463.22,3
412007,493.166,3
412008,525.226,3
412009,560.513,3
412010,575.117,3
412011,577.04,3
412012,566.88,3
412013,587.857,3
412014,581.621,3
412015,611.241,3
412016,630.486,3
412017,654.72,3
412018,675.568,3
412019,672.818,3
412020,667.73,3
412021,674.004,3
412022,714.376,3
412023,688.278,3
412024,678.169,3
412025,673.806,3
412026,632.962,3
412027,616.681,3
412029,633.365,3
412030,683.443,3
412031,697.128,3
412032,715.97,3
412033,667.398,3
412034,638.364,3
412035,615.248,3
412036,593.446,3
412038,537.208,3
412039,526.023,3
412040,548.745,3
412041,573.904,3
412042,690.16,3
412043,664.036,3
412044,330.327,3
412045,304.008,3
412046,291.895,3
412047,295.733,3
412048,304.254,3
412049,342.948,3
412050,371.904,3
412051,705.655,3
412052,722.229,3
412053,734.694,3
412054,722.233,3
412056,754.675,3
412057,747.699,3
412058,757.722,3
412059,742.613,3
412060,750.977,3
412062,658.333,3
412063,656.777,3
412064,626.693,3
412065,656.512,3
412066,646.863,3
412067,631.924,3
412069,564.437,3
412070,604.285,3
412071,633.807,3
412072,659.709,3
412073,684.096,3
412074,674.427,3
412075,673.145,3
412076,660.572,3
412077,672.766,3
412078,710.313,3
412079,723.498,3
412080,725.341,3
412081,699.875,3
412082,726.331,3
412083,729.242,3
412084,749.89,3
412085,775.425,3
412086,792.587,3
412087,809.011,3
412088,810.366,3
412089,779.249,3
412090,744.311,3
412091,720.577,3
412092,727.815,3
412093,696.926,3
412094,693.491,3
412095,663.96,3
412096,688.258,3
412097,688.22,3
412098,706.232,3
412099,728.082,3
412100,722.425,3
412101,723.78,3
412102,730.869,3
412103,692.975,3
412104,676.594,3
412105,634.296,3
412106,641.553,3
412107,678.337,3
412108,684.165,3
412109,725.765,3
412110,720.567,3
412111,746.809,3
412112,756.363,3
412113,751.153,3
412114,729.128,3
412115,736.428,3
412116,748.92,3
412117,680.125,3
412118,687.76,3
412119,685.047,3
412120,672.11,3
412121,686.961,3
412122,691.431,3
412123,716.328,3
412124,691.042,3
412125,689.487,3
412126,742.162,3
412127,740.127,3
412128,745.061,3
412129,745.232,3
412130,751.141,3
412131,727.487,3
412132,752.108,3
412133,774.547,3
412134,766.047,3
412135,771.003,3
412136,748.491,3
412137,729.159,3
412138,716.591,3
412139,693.187,3
412140,695.018,3
412141,699.204,3
412142,754.293,3
412143,433.794,3
412144,469.203,3
412145,501.326,3
412146,538.98,3
412147,590.186,3
412148,638.821,3
412149,657.926,3
412150,671.468,3
412151,696.374,3
412152,674.927,3
412153,649.35,3
412154,641.647,3
412155,594.345,3
412156,565.73,3
412157,613.13,3
412158,630.475,3
412159,651.6,3
412160,671.978,3
412161,663.146,3
412162,654.493,3
412163,676.639,3
412164,718.553,3
412165,725.768,3
412166,696.477,3
412167,622.684,3
412168,669.395,3
412169,688.462,3
412170,618,3
412171,251.838,3
412172,284.319,3
412173,307.42,3
412174,229.825,3
412175,272.6,3
412176,277.93,3
412177,270.128,3
412178,249.801,3
412179,279.21,3
412180,327.982,3
412181,370.783,3
412182,405.671,3
412183,445.639,3
412184,460.77,3
412185,442.827,3
412186,447.669,3
412187,261.963,3
412188,266.938,3
412189,270.134,3
412190,293.216,3
412191,290.852,3
412192,283.896,3
412193,268.387,3
412194,258.628,3
412195,280.963,3
412196,301.051,3
412197,228.542,3
412198,238.158,3
412199,241.951,3
412200,223.936,3
412201,224.265,3
412202,226.989,3
412203,262.243,3
412204,257.082,3
412205,230.853,3
412206,245.337,3
412207,255.036,3
412208,266.655,3
412209,268.581,3
412212,284.573,3
412213,265.341,3
412215,281.275,3
412216,266.035,3
412217,253.461,3
412218,249.318,3
412219,241.261,3
412220,232.786,3
412221,229.817,3
412222,240.003,3
412223,242.092,3
412224,250.675,3
412225,259.843,3
412226,278.921,3
412227,199.7,3
412228,286.261,3
412229,299.644,3
412230,308.856,3
412231,310.207,3
412232,300.378,3
412233,292.96,3
412234,288.757,3
412235,272.815,3
412236,301.898,3
412237,272.768,3
412238,252.996,3
412239,245.478,3
412240,262.523,3
412241,261.413,3
412242,259.241,3
412243,243.214,3
412244,248.306,3
412245,258.949,3
412246,265.594,3
412247,253.383,3
412248,249.792,3
412250,242.763,3
412251,225.549,3
412252,220.832,3
412253,268.665,3
412254,170.048,3
412257,252.435,3
412258,255.525,3
412259,270.453,3
412260,261.691,3
412261,391.052,3
412262,371.017,3
412263,370.059,3
412264,346.954,3
412265,328.647,3
412266,311.592,3
412267,309.773,3
412270,307.132,3
412271,322.718,3
412272,354.654,3
412273,354.024,3
412274,325.27,3
412275,211.538,3
412276,234.96,3
412277,199.174,3
412278,194.69,3
412279,189.944,3
412280,182.666,3
412281,184.492,3
412282,208.008,3
412283,196.452,3
412284,298.923,3
412285,416.9,3
412286,122.957,3
412287,130.8,3
412288,131.13,3
412289,141.811,3
412290,144.088,3
412291,154.3,3
412292,186.248,3
412293,186.887,3
412294,182.892,3
412295,145.266,3
412296,131.42,3
412297,170.989,3
412298,175.729,3
412299,174.358,3
412302,314.358,3
412304,381.834,3
412305,415.179,3
412306,244.797,3
412307,140.526,3
412308,136.077,3
412309,128.175,3
412310,131.612,3
412311,127.559,3
412312,128.025,3
412313,127.949,3
412314,114.651,3
412315,119.312,3
412316,201.318,3
412317,197.411,3
412318,208.687,3
412322,241.362,3
412323,243.284,3
412324,237.105,3
412326,178.677,3
412327,159.148,3
412328,150.759,3
412329,137.21,3
412330,148.52,3
412331,162.85,3
412332,155.28,3
412333,135.338,3
412334,147.518,3
412335,145.463,3
412336,142.858,3
412337,128.111,3
412339,174.427,3
412340,175.456,3
412342,180.037,3
412346,125.301,3
412347,141.003,3
412348,157.722,3
412349,149.482,3
412350,160.656,3
412355,182.745,3
412356,181.188,3
412357,175.944,3
412360,151.966,3
412361,147.423,3
412362,141.197,3
412363,138.74,3
412365,172.1,3
412368,139.596,3
412369,135.196,3
412370,143.093,3
412371,113.749,3
412372,99.652,3
412375,138.048,3
412376,132.65,3
412377,141.066,3
412378,159.187,3
412379,95.851,3
412380,122.185,3
412381,56.031,3
412382,63.199,3
412383,90.572,3
412386,163.553,3
412387,138.752,3
412388,86.888,3
412389,113.743,3
412390,88.735,3
412391,99.127,3
412392,107.749,3
412393,97.922,3
412394,66.278,3
412395,212.681,3
412396,158.965,3
412397,212.2,3
412398,92.875,3
412399,71.868,3
412400,224.363,3
412402,97.564,3
412403,156.168,3
412404,123.909,3
412405,130.462,3
412406,138.362,3
412407,128.762,3
412408,125.587,3
412409,129.9,3
412410,131.232,3
412411,129.63,3
412412,124.866,3
412413,119.383,3
412414,119.921,3
412415,114.153,3
412416,127.922,3
412417,127.805,3
412418,128.35,3
412419,138.462,3
412420,120.545,3
412421,140.352,3
412422,127.828,3
412423,127.256,3
412424,129.762,3
412425,113.845,3
412426,127.517,3
412427,131.222,3
412428,132.921,3
412429,141.638,3
412430,128.114,3
412431,128.451,3
412432,122.377,3
412433,117.598,3
412434,109.131,3
412435,110.938,3
412436,115.485,3
412437,83.185,3
412438,90.416,3
412439,100.936,3
412441,135.682,3
412442,139.733,3
412443,137.159,3
412444,125.958,3
412445,99.3,3
412446,128.622,3
412447,136.583,3
412448,124.683,3
412449,109.039,3
412450,135.277,3
412451,76.189,3
412452,81.642,3
412454,102.744,3
412455,89.992,3
412456,98.456,3
412457,80.165,3
412458,88.467,3
412459,83.424,3
412460,76.748,3
412461,102.319,3
412462,81.356,3
412463,106.616,3
412464,94.551,3
412465,98.891,3
412466,125.447,3
412467,87.249,3
412468,138.132,3
412469,71.144,3
412470,143.861,3
412471,143.215,3
412472,138.585,3
412473,139.723,3
412474,144.058,3
412475,174.126,3
412476,148.973,3
412477,157.023,3
412478,162.934,3
412479,154.073,3
412480,164.457,3
412481,144.434,3
412482,162.494,3
412483,153.734,3
412484,141.237,3
412485,152.262,3
412486,123.55,3
412487,156.82,3
412488,159.019,3
412489,153.665,3
412490,39.835,3
412491,150.676,3
412492,146.767,3
412493,148.149,3
412494,81.553,3
412495,145.54,3
412496,55.341,3
412497,141.102,3
412498,145.294,3
412499,142.073,3
412500,129.224,3
412501,135.453,3
412502,146.634,3
412504,153.017,3
412505,40.666,3
412506,99.687,3
412507,115.982,3
412508,116.543,3
412509,110.711,3
412510,99.062,3
412511,48.304,3
412518,31.321,3
412519,26.648,3
412520,73.236,3
412521,27.625,3
412522,37.683,3
412523,34.766,3
412524,93.034,3
412525,64.91,3
412526,72.164,3
412527,112.532,3
412528,34.028,3
412529,34.825,3
412530,45.489,3
412531,44.259,3
412532,50.611,3
412533,33.058,3
412534,29.728,3
412535,31.306,3
412536,37.138,3
412537,28.081,3
412538,27.366,3
412539,28.295,3
412540,35.73,3
412541,30.488,3
412542,33.309,3
412543,44.291,3
412544,40.861,3
412545,124.113,3
412546,304.113,3
412547,292.901,3
412548,281.286,3
412549,283.216,3
412550,305.7,3
412551,281.198,3
412552,35.362,3
412553,43.602,3
412554,33.736,3
412555,38.707,3
412556,43.078,3
412557,35.79,3
412558,27.972,3
412559,29.278,3
412560,30.727,3
412561,108.864,3
412562,288.319,3
412563,300.796,3
412564,332.437,3
412565,338.625,3
412566,322.467,3
412568,55.901,3
412569,55.888,3
412570,61.473,3
412571,146.154,3
412572,171.753,3
412573,168.664,3
412574,167.096,3
412575,148.5,3
412576,155.217,3
412577,136.56,3
412578,147.481,3
412579,151.641,3
412580,142.365,3
412581,199.146,3
412582,207.152,3
412583,194.914,3
412584,243.845,3
412585,260.769,3
412586,284.169,3
412587,90.546,3
412588,53.627,3
412589,182.815,3
412590,189.882,3
412591,198.772,3
412592,226.469,3
412593,236.419,3
412594,243.011,3
412595,222.182,3
412596,204.877,3
412597,61.304,3
412598,63.827,3
412599,70.809,3
412600,61.198,3
412601,53.432,3
412602,65.388,3
412603,61.449,3
412604,65.365,3
412605,63.336,3
412606,61.387,3
412607,55.526,3
412608,54.696,3
412609,315.51,3
412610,305.183,3
412611,300.602,3
412612,271.245,3
412613,253.635,3
412614,231.883,3
412615,228.607,3
412616,214.05,3
412617,217.997,3
412618,227.287,3
412619,204.965,3
412620,195.52,3
412621,189.683,3
412622,178.004,3
412623,173.611,3
412624,56.916,3
412625,56.117,3
412626,52.756,3
412627,53.732,3
412628,273.332,3
412629,34.572,3
412630,241.528,3
412631,244.387,3
412632,244.728,3
412633,253.143,3
412634,250.053,3
412635,253.547,3
412636,251.831,3
412637,38.48,3
412640,53.944,3
412641,64.291,3
412642,56.215,3
412643,56.143,3
412644,57.136,3
412645,46.032,3
412646,42.478,3
412647,48.332,3
412648,36.554,3
412649,53.697,3
412650,238.278,3
412651,249.143,3
412652,246.071,3
412653,227.498,3
412654,228.958,3
412655,144.32,3
412656,150.325,3
412657,144.587,3
412659,184.843,3
412661,188.93,3
412662,143.232,3
412663,147.173,3
412664,157.591,3
412665,164.322,3
412666,165.26,3
412667,205.804,3
412668,226.605,3
412669,245.945,3
412670,132.028,3
412671,141.447,3
412672,82.429,3
412673,90.278,3
412674,92.415,3
412675,99.616,3
412676,100.924,3
412677,100.247,3
412678,104.063,3
412679,114.745,3
412680,117.128,3
412681,113.679,3
412682,104.215,3
412683,98.648,3
412684,121.876,3
412686,113.131,3
412687,118.417,3
412688,116.21,3
412689,130.882,3
412690,71.568,3
412691,104.773,3
412692,96.687,3
412693,83.684,3
412695,77.023,3
412696,78.316,3
412698,95.705,3
412699,88.956,3
412700,85.579,3
412701,81.693,3
412703,100.1,3
412704,115.887,3
412705,93.175,3
412706,83.031,3
412709,139.505,3
412710,139.497,3
412711,94.397,3
412712,73.739,3
412713,72.817,3
412714,102.12,3
412715,90.949,3
412716,113.098,3
412717,123.047,3
412718,72.364,3
412719,69.56,3
412720,65.863,3
412721,80.804,3
412722,70.102,3
412723,80.454,3
412726,100.599,3
412727,106.531,3
412728,80.428,3
412729,66.091,3
412730,83.309,3
412731,77.697,3
412738,101.549,3
412739,107.76,3
412740,53.691,3
412741,58.499,3
412742,70.005,3
412743,80.248,3
412744,64.289,3
412745,93.506,3
412746,47.582,3
412748,45.843,3
412750,94.851,3
412752,96.308,3
412753,93.711,3
412754,91.435,3
412755,73.639,3
412756,73.638,3
412757,71.53,3
412758,52.775,3
412759,40.704,3
412760,42.018,3
412761,42.369,3
412763,46.512,3
412764,46.719,3
412765,72.545,3
412766,43.013,3
412767,71.901,3
412768,84.915,3
412769,77.158,3
412770,65.028,3
412771,93.913,3
412772,110.124,3
412775,65.239,3
412778,91.105,3
412779,100.422,3
412780,124.281,3
412781,50.945,3
412782,92.591,3
412783,73.947,3
412785,75.622,3
412786,65.779,3
412787,94.516,3
412788,97.925,3
412789,36.748,3
412790,71.971,3
412791,58.574,3
412792,57.737,3
412793,45.796,3
412794,49.904,3
412795,57.819,3
412796,44.274,3
412797,96.31,3
412798,103.958,3
412799,112.66,3
412800,124.901,3
412801,124.206,3
412804,51.985,3
412806,49.725,3
412807,214.955,3
412808,52.14,3
412809,150.877,3
412811,81.265,3
412812,90.751,3
412813,47.2,3
412816,42.02,3
412817,101.965,3
412819,84.978,3
412820,72.952,3
412821,100.555,3
412822,100.632,3
412824,30.476,3
412825,39.636,3
412826,47.936,3
412828,47.74,3
412829,40.341,3
412830,35.799,3
412831,33.743,3
412832,38.4,3
412833,44.301,3
412834,41.577,3
412835,49.992,3
412836,55.934,3
412837,74.725,3
412838,63.734,3
412839,74.012,3
412840,72.61,3
412841,86.201,3
412842,88.681,3
412845,32.71,3
412847,57.03,3
412848,56.353,3
412849,49.257,3
412850,53.745,3
412852,54.809,3
412853,49.561,3
412854,61.632,3
412855,62.56,3
412856,67.933,3
412857,73.486,3
412858,33.863,3
412859,57.783,3
412860,63.008,3
412861,70.669,3
412862,71.791,3
412863,73.347,3
412864,78.087,3
412865,77.708,3
412866,85.613,3
412867,91.835,3
412868,97.043,3
412869,97.329,3
412870,28.047,3
412871,25.668,3
412872,25.365,3
412873,22.8,3
412874,21.076,3
412875,34.279,3
412877,55.436,3
412878,45.539,3
412879,53.364,3
412880,59.815,3
412881,63.866,3
412882,52.927,3
412883,52.284,3
412884,22.338,3
412885,48.849,3
412886,48.915,3
412887,54.834,3
412888,69.021,3
412889,52.864,3
412890,56.42,3
412891,43.045,3
412892,62.525,3
412893,61.11,3
412894,52.419,3
412895,41.298,3
412896,45.172,3
412897,33.458,3
412898,32.153,3
412899,30.863,3
412900,41.831,3
412901,38.021,3
412902,32.095,3
412903,29.416,3
412904,29.094,3
412905,27.552,3
412906,69.008,3
412907,54.089,3
412908,55.361,3
412909,75.927,3
412910,75.086,3
412911,81.749,3
412912,72.104,3
412913,77.931,3
412914,71.056,3
412915,71.86,3
412916,54.224,3
412917,43.866,3
412918,45.505,3
412919,39.322,3
412920,36.787,3
412921,72.49,3
412922,61.767,3
412923,52.309,3
412924,76.224,3
412925,22.783,3
412928,36.659,3
412929,57.36,3
412930,54.561,3
412931,60.911,3
412932,67.328,3
412933,68.448,3
412934,69.371,3
412935,79.401,3
412936,56.037,3
412937,68.562,3
412938,67.145,3
412939,81.702,3
412940,92.978,3
412941,77.581,3
412942,60.382,3
412943,162.382,3
412944,162.289,3
412945,192.946,3
412946,188.464,3
412947,179.695,3
412948,223.2,3
412949,218.175,3
412950,78.308,3
412951,119.898,3
412953,153.773,3
412954,107.212,3
412955,198.584,3
412956,55.618,3
412957,54.38,3
412958,53.509,3
412959,64.699,3
412960,71.843,3
412961,247.299,3
412962,263.883,3
412963,233.74,3
412964,227.485,3
412965,221.718,3
412966,197.149,3
412967,180.482,3
412968,176.48,3
412969,171.97,3
412970,145.265,3
412972,157.479,3
412973,154.015,3
412974,189.574,3
412975,166.421,3
412976,202.874,3
412977,200.164,3
412978,200.951,3
412979,185.304,3
412980,162.082,3
412981,212.678,3
412982,227.632,3
412983,246.97,3
412984,211.293,3
412985,22.905,3
412986,55.886,3
412987,45.269,3
412988,23.254,3
412989,36.034,3
412990,57.926,3
412991,33.725,3
412992,60.233,3
412993,32.422,3
412994,51.119,3
412995,56.067,3
412996,42.701,3
412997,58.815,3
412998,45.705,3
412999,354.693,3
413000,337.169,3
413001,299.492,3
413002,245.32,3
413003,48.569,3
413004,1.428,3
413005,14.56,3
413006,41.706,3
413007,18.999,3
413008,44.395,3
413009,64.695,3
413010,65.018,3
413011,23.196,3
413012,24.292,3
413013,18.33,3
413017,74.281,3
413018,40.767,3
413019,59.092,3
413020,4.844,3
413022,2.85,3
413025,18.801,3
413026,25.097,3
413027,52.484,3
413028,13.719,3
413029,5.775,3
413031,9.551,3
413032,11.866,3
413033,50.131,3
413034,55.184,3
413035,55.572,3
413036,46.563,3
413037,68.093,3
413038,78.971,3
413039,26.486,3
413040,22.496,3
413041,37.34,3
413042,49.143,3
413043,33.223,3
413044,23.896,3
413045,7.003,3
413046,122.914,3
413047,111.451,3
413048,100.581,3
413049,94.017,3
413050,89.946,3
413051,91.067,3
413052,69.333,3
413053,59.024,3
413054,54.069,3
413055,52.33,3
413056,16.998,3
413057,18.254,3
413058,19.845,3
413060,23.096,3
413061,33.412,3
413063,48.419,3
413064,19.322,3
413065,23.877,3
413066,21.548,3
413067,16.057,3
413068,12.05,3
413069,43.535,3
413070,31.902,3
413071,115.664,3
413072,109.483,3
413073,140.564,3
413075,124.03,3
413076,41.998,3
413077,54.221,3
413078,35.333,3
413079,125.686,3
413080,133.609,3
413081,156.404,3
413082,151.989,3
413083,108.59,3
413084,121.233,3
413085,142.143,3
413086,134.524,3
413087,121.621,3
413088,114.373,3
413089,119.825,3
413092,35.511,3
413093,43.002,3
413094,33.831,3
413098,32.193,3
413099,40.643,3
413100,34.471,3
413101,38.631,3
413102,41.529,3
413103,45.588,3
413104,29.296,3
413105,19.771,3
413106,21.499,3
413107,9.463,3
413108,30.02,3
413109,36.278,3
413110,36.678,3
413111,36.81,3
413112,40.193,3
413113,35.296,3
413114,16.364,3
413115,18.822,3
413116,17.569,3
413117,15.533,3
413118,17.845,3
413119,16.305,3
413120,10.015,3
413121,14.723,3
413122,7.882,3
413123,12.194,3
413124,59.411,3
413125,54.553,3
413126,41.759,3
413127,42.205,3
413128,38.812,3
413129,38.177,3
413130,20.03,3
413132,22.965,3
413133,44.156,3
413134,43.331,3
413135,40.589,3
413136,35.276,3
413137,45.05,3
413139,47.769,3
413140,60.761,3
413141,61.71,3
413143,55.451,3
413144,40.94,3
413145,38.201,3
413146,44.679,3
413147,35.849,3
413148,19.601,3
413149,22.488,3
413151,23.039,3
413152,21.927,3
413153,20.493,3
413154,30.133,3
413155,32.936,3
413156,38.034,3
413157,51.791,3
413159,34.939,3
413160,35.396,3
413161,32.132,3
413162,123.723,3
413163,138.226,3
413164,126.85,3
413165,109.988,3
413166,95.103,3
413167,137.286,3
413168,148.276,3
413169,89.177,3
413170,82.851,3
413171,171.935,3
413172,139.381,3
413173,147.816,3
413174,166.572,3
413175,172.348,3
413176,192.037,3
413177,225.84,3
413178,97.564,3
413179,60.963,3
413180,66.389,3
413181,66.199,3
413182,70.257,3
413183,197.062,3
413184,103.055,3
413185,106.032,3
413186,117.429,3
413187,93.635,3
413188,98.086,3
413189,102.124,3
413190,113.26,3
413191,119.722,3
413192,127.219,3
413193,95.997,3
413194,120.8,3
413195,123.978,3
413196,133.98,3
413197,127.444,3
413198,146.201,3
413199,151.559,3
413200,152.813,3
413201,103.994,3
413202,109.187,3
413203,121.95,3
413204,115.903,3
413205,138.301,3
413206,49.285,3
413207,54.018,3
413208,70.723,3
413209,61.749,3
413210,70.087,3
413211,71.711,3
413212,73.479,3
413213,88.663,3
413214,91.963,3
413215,97.65,3
413216,20.89,3
413217,28.558,3
413218,30.917,3
413219,21.418,3
413220,25.755,3
413221,42.599,3
413222,20.036,3
413224,32.845,3
413225,24.882,3
413226,29.076,3
413227,31.801,3
413228,38.76,3
413229,27.307,3
413230,28.014,3
413231,58.718,3
413232,36.031,3
413233,32.36,3
413234,26.016,3
413235,45.077,3
413236,44.983,3
413237,23.863,3
413238,26.516,3
413239,25.997,3
413240,28.303,3
413241,28.438,3
413242,29.551,3
413243,27.544,3
413244,57.067,3
413245,50.797,3
413246,45.365,3
413247,20.232,3
413248,18.785,3
413249,19.464,3
413251,42.126,3
413252,28.308,3
413253,20.608,3
413255,31.167,3
413256,41.423,3
413257,46.587,3
413258,57.43,3
413259,71.661,3
413260,12.465,3
413261,17.344,3
413262,19.762,3
413263,26.039,3
413265,42.782,3
413266,40.167,3
413267,43.158,3
413268,55.546,3
413269,64.041,3
413270,68.202,3
413271,62.303,3
413272,72.982,3
413273,43.105,3
413274,29.906,3
413275,22.73,3
413276,18.571,3
413277,18.849,3
413278,18.876,3
413279,79.861,3
413280,68.492,3
413281,105.894,3
