Point_A,Point_B,Height_Difference,Distance,Num_Across,Difference_Between_BF,Date_Measured,Name_File,Source,File
32FE,4762,44.93948,2430,33,1.07,185,1402,1998-r2,0520_32FE-4092.rez
4762,4092,71.68334,2322,44,-0.81,185,1402,1998-r2,0520_32FE-4092.rez
32FE,4850,2.12258,245,7,0.61,596,0,1998-r1,0521_32FE-4850.rez
32FE,4850,2.11802,242,7,0.62,1117,32FE-4850.raw,3728,0522_32FE-4850.rez
3392MPI,31F1,1.87899,610,17,-0.23,705,938.RAW,luba,0535_3392MPI-3411MPI.rez
31F1,3411MPI,-2.58624,1665,45,-1.14,705,938.RAW,luba,0535_3392MPI-3411MPI.rez
3392MPI,529U,7.40319,5356,140,-2,705,938.RAW,luba,0536_3392MPI-3731.rez
529U,480U,13.3203,4703,125,-0.94,605,938.RAW,luba,0536_3392MPI-3731.rez
480U,481U,176.39888,5813,192,3.18,405,938.RAW,luba,0536_3392MPI-3731.rez
481U,825U,9.70638,2727,87,-0.47,505,938.RAW,luba,0536_3392MPI-3731.rez
825U,482U,10.79738,2228,70,-2.83,505,938.RAW,luba,0536_3392MPI-3731.rez
482U,3482MPI,20.50826,4271,115,-2.03,805,938.RAW,luba,0536_3392MPI-3731.rez
3482MPI,501U,106.15412,5330,162,-2.66,805,938.RAW,luba,0536_3392MPI-3731.rez
501U,3731,-9.59183,1738,52,-1.27,805,938.RAW,luba,0536_3392MPI-3731.rez
3392MPI,5452MPI,1.19862,593,13,-0.3,320,5452MPI-3392MPI.raw,3728,0537_3392MPI-3411MPI.rez
5452MPI,3411MPI,-1.91181,1120,25,-0.74,320,5452MPI-3411MPI.raw,3728,0537_3392MPI-3411MPI.rez
3411MPI,3412MPI,0.01442,156,5,0.02,320,3411MPI-3412MPI.raw,3728,0544_3411MPI-3412MPI.rez
3411MPI,3481MPI,2.48411,5380,141,-2.65,705,938.RAW,luba,0545_3411MPI-736A.rez
3481MPI,3478MPI,3.41733,6173,161,-1.88,705,938.RAW,luba,0545_3411MPI-736A.rez
3478MPI,6PU,33.8789,4539,135,-2.43,605,938.RAW,luba,0545_3411MPI-736A.rez
6PU,736A,43.60075,2735,81,1.66,305,938.RAW,luba,0545_3411MPI-736A.rez
3475MPI,6098,109.27918,7328,217,0.19,1205,938.RAW,luba,0580_3475MPI-6098.rez
3475MPI,790U,-99.87529,4355,153,-2.68,1105,938.RAW,luba,0581_3475MPI-6067.rez
790U,3483MPI,193.0061,6073,235,3.44,1105,938.RAW,luba,0581_3475MPI-6067.rez
3483MPI,6067,116.86806,5583,170,0.82,206,938.RAW,luba,0581_3475MPI-6067.rez
3475MPI,791U,174.60135,3147,131,1.25,505,938.RAW,luba,0582_3475MPI-92U.rez
791U,92U,45.81516,3817,132,0.93,605,938.RAW,luba,0582_3475MPI-92U.rez
3477MPI,3330MPI,-6.06087,477,14,0.59,505,938.RAW,luba,0583_3477MPI-6034.rez
3330MPI,6034,-3.44613,213,10,0.09,505,938.RAW,luba,0583_3477MPI-6034.rez
3477MPI,45U,131.44392,2171,128,0.01,405,938.RAW,luba,0584_3477MPI-45U.rez
3477MPI,6033,-10.12884,912,28,-0.55,405,938.RAW,luba,0585_3477MPI-6033.rez
34FE,100BY,-2.486,1410,22,3.3,1276,1273,1998-r2,0593_34FE-88BY.rez
100BY,99BY,2.99012,990,16,0.75,1276,1273,1998-r2,0593_34FE-88BY.rez
99BY,98BY,0.1342,1480,24,2.3,1276,1273,1998-r2,0593_34FE-88BY.rez
98BY,97BY,-4.16727,1880,30,2.55,1076,1272,1998-r2,0593_34FE-88BY.rez
97BY,96BY,-4.52475,2500,40,4.7,1076,1272,1998-r2,0593_34FE-88BY.rez
34FE,171,0.26581,1740,28,2.6,182,1311,1998-r2,0594_34FE-4525.rez
171,4525,23.5379,1730,22,-0.74,1281,1310,1998-r2,0594_34FE-4525.rez
34FE,4818,-2.34194,1250,17,-1.66,286,1433,1998-r2,0595_34FE-4820.rez
4818,3109,-79.82509,2130,50,1.8,286,1433,1998-r2,0595_34FE-4820.rez
3109,31091,-2.08553,1510,22,-1.14,286,1433,1998-r2,0595_34FE-4820.rez
31091,3108,8.58602,1490,28,3.1,286,1433,1998-r2,0595_34FE-4820.rez
3108,4819,-24.6761,1830,28,2.7,286,1433,1998-r2,0595_34FE-4820.rez
4819,4820,3.44282,1720,28,-0.15,686,1434,1998-r2,0595_34FE-4820.rez
3526,11H,0.86766,698,16,-1.72,301,914.RAW,luba,0606_3526-4664.rez
11H,143H,-1.23205,974,25,1.07,301,914.RAW,luba,0606_3526-4664.rez
143H,4664,-0.74912,547,14,1.18,301,914.RAW,luba,0606_3526-4664.rez
3526,35261,5.3332,1313,17,-0.2,986,2015,1998-r1,0607_3526-757U.rez
35261,28FA,14.72175,889,17,1.8,986,2015,1998-r1,0607_3526-757U.rez
28FA,757U,-8.69377,147,13,1.3,986,2015,1998-r1,0607_3526-757U.rez
3526,730A,-4.66516,1522,22,1.8,986,2015,1998-r1,0608_3526-4664.rez
730A,4664,3.55767,1571,23,-2.3,986,2015,1998-r1,0608_3526-4664.rez
3526,757U,11.36081,2157,53,-0.57,301,914.RAW,luba,0609_3526-757U.rez
35PU,2888b,-12.24536,717,16,1.5,301,913.RAW,luba,0619_35PU-6209.rez
2888b,2889b,-4.65106,620,12,0.17,301,913.RAW,luba,0619_35PU-6209.rez
2889b,2893b,0.71932,1499,30,0.54,301,913.RAW,luba,0619_35PU-6209.rez
2893b,2894b,-6.14594,773,16,0.01,301,913.RAW,luba,0619_35PU-6209.rez
2894b,2895b,-0.03546,1009,20,-0.97,301,913.RAW,luba,0619_35PU-6209.rez
2895b,32PU,3.29425,1375,28,2.86,301,913.RAW,luba,0619_35PU-6209.rez
32PU,4663,-1.11442,143,4,-0.21,301,913.RAW,luba,0619_35PU-6209.rez
4663,6208,-6.69447,2956,61,-1.81,301,913.RAW,luba,0619_35PU-6209.rez
6208,6209,0.65774,2858,65,2.6,301,913.RAW,luba,0619_35PU-6209.rez
35PU,46PU,-12.26014,2371,48,0.59,201,913.RAW,luba,0620_35PU-46PU.rez
35PU,719A1,-7.54907,1410,18,1,786,2016,1998-r1,0621_35PU-46PU.rez
719A1,46PU,-4.72189,974,13,-0.1,786,2016,1998-r1,0621_35PU-46PU.rez
35PU,750A,2.07594,13,1,0.1,786,2016,1998-r1,0622_35PU-751A2.rez
750A,750A1,-20.46668,1394,20,1.3,886,2016,1998-r1,0622_35PU-751A2.rez
750A1,33PU,2.76414,1786,22,-0.7,886,2016,1998-r1,0622_35PU-751A2.rez
33PU,751A1,3.16775,1279,18,-0.09,886,2016,1998-r1,0622_35PU-751A2.rez
751A1,4829,26.47779,843,19,-0.05,886,2016,1998-r1,0622_35PU-751A2.rez
4829,751A2,-2.59975,1042,17,1.2,886,2016,1998-r1,0622_35PU-751A2.rez
3731,226A,-33.70993,2085,49,-0.75,696,0,1998-r1,0677_3731-92U.rez
226A,3044,-12.28535,2025,59,-1.54,696,0,1998-r1,0677_3731-92U.rez
3044,92U,6.78559,110,8,0.27,696,0,1998-r1,0677_3731-92U.rez
3731,766U,16.69373,1861,44,0.5,696,0,1998-r1,0678_3731-6081.rez
766U,768U,173.23051,1986,89,0.94,696,0,1998-r1,0678_3731-6081.rez
768U,6075,143.53324,2020,78,2.22,696,0,1998-r1,0678_3731-6081.rez
6075,758,53.03625,710,28,1.67,696,0,1998-r1,0678_3731-6081.rez
758,512U,20.94427,796,27,-1.2,696,0,1998-r1,0678_3731-6081.rez
512U,757,-92.1107,1525,49,0.61,696,0,1998-r1,0678_3731-6081.rez
757,5004,-24.94539,756,23,0.21,696,0,1998-r1,0678_3731-6081.rez
5004,513U,-6.38405,1220,38,0.63,696,0,1998-r1,0678_3731-6081.rez
513U,769U,-119.27306,1930,67,-2.44,696,0,1998-r1,0678_3731-6081.rez
769U,6077,-25.4627,1775,56,-2.17,696,0,1998-r1,0678_3731-6081.rez
6077,776U,-24.95138,1327,44,-1.35,696,0,1998-r1,0678_3731-6081.rez
776U,6079,0.36443,30,1,0.26,696,0,1998-r1,0678_3731-6081.rez
6079,514U,22.01735,261,22,0.2,696,0,1998-r1,0678_3731-6081.rez
514U,770U,130.41298,1571,121,-1.7,696,0,1998-r1,0678_3731-6081.rez
770U,8068,-50.83828,1978,68,-1.09,696,0,1998-r1,0678_3731-6081.rez
8068,6080,37.92763,2255,78,1.61,696,0,1998-r1,0678_3731-6081.rez
6080,3074,78.28142,1986,68,-0.13,696,0,1998-r1,0678_3731-6081.rez
3074,80731,70.48592,840,63,0.21,696,0,1998-r1,0678_3731-6081.rez
80731,2539W,111.16482,1703,71,-0.67,696,0,1998-r1,0678_3731-6081.rez
2539W,3072,15.04386,1891,60,-1.48,696,0,1998-r1,0678_3731-6081.rez
3072,22F,-0.68011,1195,61,2.07,696,0,1998-r1,0678_3731-6081.rez
22F,6081,-79.54519,2068,94,-0.59,696,0,1998-r1,0678_3731-6081.rez
3731,828U,-33.9496,1537,45,0.17,805,938.RAW,luba,0679_3731-92U.rez
828U,92U,-5.25894,2621,83,1.95,605,938.RAW,luba,0679_3731-92U.rez
3740,510U,-27.6311,2400,65,-1.88,405,938.RAW,luba,0680_3740-510U.rez
3740,6060,-22.88381,2347,34,0.46,596,0,1998-r1,0681_3740-6060.rez
3740,6062,-16.81387,2063,50,-1.57,696,0,1998-r1,0682_3740-6062.rez
3740,6063,-87.50764,5709,192,0.76,205,938.RAW,luba,0683_3740-6063.rez
3756MPI,3755MPI,61.3229,1177,51,0.89,220,3755MPI-3756MPI.raw,3786-line_7,0688_3756MPI-3752MPI.rez
3755MPI,5475MPI,156.25831,2315,105,-0.82,520,5475MPI-3755MPI.raw,3786-line_7,0688_3756MPI-3752MPI.rez
5475MPI,3752MPI,210.67279,2500,136,0.67,520,3752MPI-5475MPI.raw,3786-line_7,0688_3756MPI-3752MPI.rez
3756MPI,3757MPI,-133.23655,3104,112,2.3,1119,3756MPI-3757MPI.raw,3786-line_7,0689_3756MPI-3757MPI.rez
3756MPI,5470MPI,-135.14128,2455,115,1.95,1119,5470MPI-3756MPI.raw,3786-line_7,0690_3756MPI-3757MPI.rez
