Point_A,Point_B,Height_Difference,Distance,Num_Across,Difference_Between_BF,Date_Measured,Name_File,Source,File
1077,10771,52.32844,730,32,0.31,885,1426,1998-r2,0016_1077-10771.rez
1077,10771,52.33095,702,39,1.41,520,1077_1-1077.raw,3728,0017_1077-10771.rez
1077,10781,-58.51634,850,30,0.59,885,1426,1998-r2,0018_1077-1079.rez
10781,1078,-119.71622,1290,50,-1.46,885,1427,1998-r2,0018_1077-1079.rez
1078,1079,-6.59052,1850,34,2.91,885,1427,1998-r2,0018_1077-1079.rez
1077,1134,-154.51326,1825,97,0.17,118,1132U-1077.raw,3728,0019_1077-1079.rez
1134,1132U,-25.07049,282,18,0.04,118,1132U-1077.raw,3728,0019_1077-1079.rez
1132U,1079,-5.18702,1801,41,0.57,1217,1132U-1079.raw,3728,0019_1077-1079.rez
10771,1076,33.69442,1143,28,2.06,1217,1077_1-1076.raw,3728,0020_10771-3145.rez
1076,57U,-47.43111,2253,58,1.94,1217,57U-1076.raw,3728,0020_10771-3145.rez
57U,3145,-16.70619,1646,35,0.58,1217,57U-3145.raw,3728,0020_10771-3145.rez
10771,4769,28.85147,1670,26,-1.1,885,1426,1998-r2,0021_10771-3145.rez
4769,4768,-15.76842,1030,16,-0.22,885,1426,1998-r2,0021_10771-3145.rez
4768,4767,-21.65996,1130,26,-1.01,885,1425,1998-r2,0021_10771-3145.rez
4767,1074,-21.0521,1730,28,0.35,885,1425,1998-r2,0021_10771-3145.rez
1074,3145,-0.81033,80,2,-0.01,785,1420,1998-r2,0021_10771-3145.rez
1079,10801,-46.89507,1110,22,3.01,885,1427,1998-r2,0022_1079-2481W.rez
10801,1080,-20.48548,1200,28,1.22,885,1426,1998-r2,0022_1079-2481W.rez
1080,2481W,65.9708,1550,36,-0.79,885,1526,1998-r2,0022_1079-2481W.rez
1079,58U,0.95567,76,5,-0.1,1217,1079-58U.raw,3728,0023_1079-2481W.rez
58U,4073MPI,-73.75702,1971,50,1.25,1217,58U-4073MPI.raw,3728,0023_1079-2481W.rez
4073MPI,2481W,71.43443,1896,46,-0.44,118,2481W-4073MPI.raw,3728,0023_1079-2481W.rez
113U,3560,106.47365,2466,73,-0.3,1202,925.RAW,luba,0039_113U-6142.rez
3560,6260,70.94464,5282,112,0.36,1202,925.RAW,luba,0039_113U-6142.rez
6260,6259,-36.62507,5289,112,-0.34,103,925.RAW,luba,0039_113U-6142.rez
6259,KNSW,-8.2569,2687,90,-1.17,302,925.RAW,luba,0039_113U-6142.rez
KNSW,KNNW,-40.10495,3076,108,0.81,303,925.RAW,luba,0039_113U-6142.rez
KNNW,6142,-117.35835,8134,256,1.25,303,925.RAW,luba,0039_113U-6142.rez
113U,544A,1.38303,216,6,-0.43,1102,925.RAW,luba,0040_113U-544A.rez
113U,6142,-24.92802,821,28,0.67,1102,925.RAW,luba,0041_113U-6142.rez
114U,6137,-0.01749,2179,62,-1.75,896,0,1998-r1,0044_114U-6137.rez
114U,6137,-0.01476,2181,54,2.1,1102,925.RAW,luba,0045_114U-6137.rez
114U,6138,-18.6019,906,28,-0.61,896,0,1998-r1,0046_114U-6139.rez
6138,6139,0.03731,2079,42,2.37,896,0,1998-r1,0046_114U-6139.rez
114U,6139,-18.76436,2909,62,0.37,1102,925.RAW,luba,0047_114U-6139.rez
115U,3552,-0.63823,43,2,0.06,1102,925.RAW,luba,0050_115U-543A.rez
3552,543A,11.50754,1322,30,0.5,1102,925.RAW,luba,0050_115U-543A.rez
115U,543A,10.86899,1319,31,2.06,896,0,1998-r1,0051_115U-543A.rez
115U,6135,2.02163,2049,42,1.92,896,0,1998-r1,0052_115U-6135.rez
115U,6135,2.0208,2050,42,-1.91,1202,925.RAW,luba,0053_115U-6135.rez
118U,3772,8.50262,1221,32,-0.8,1002,925.RAW,luba,0063_118U-3772.rez
118U,3773,-0.80053,39,2,-0.01,1202,925.RAW,luba,0064_118U-3772.rez
3773,3772,9.30453,1246,28,0.54,1102,925.RAW,luba,0064_118U-3772.rez
118U,6258,-75.41633,1271,50,0.87,1002,925.RAW,luba,0065_118U-6258.rez
119U,3767,209.96781,3412,134,1.51,1002,925.RAW,luba,0066_119U-129U.rez
3767,120U,56.00507,866,36,0.52,1002,925.RAW,luba,0066_119U-129U.rez
120U,3765,121.78981,1925,74,-0.67,303,925.RAW,luba,0066_119U-129U.rez
3765,6257,79.96878,2124,80,-2.16,1002,925.RAW,luba,0066_119U-129U.rez
6257,3763,113.37401,2773,88,1.5,1002,925.RAW,luba,0066_119U-129U.rez
3763,6223,68.62729,3005,74,0.16,802,925.RAW,luba,0066_119U-129U.rez
6223,3760,-57.05766,2531,56,1.5,802,925.RAW,luba,0066_119U-129U.rez
3760,3759,-33.68195,994,26,-1.07,802,925.RAW,luba,0066_119U-129U.rez
3759,121U,-28.66293,1418,34,0.29,702,925.RAW,luba,0066_119U-129U.rez
121U,3757,-25.44644,1748,36,1.38,802,925.RAW,luba,0066_119U-129U.rez
3757,6224,21.93893,3601,76,-3.61,702,925.RAW,luba,0066_119U-129U.rez
6224,129U,-22.13334,3676,98,-2.18,702,925.RAW,luba,0066_119U-129U.rez
119U,3772,-98.21614,1843,64,0.86,1002,925.RAW,luba,0067_119U-3772.rez
119U,3777MPI,109.41128,1669,77,2.24,220,119U-3777MPI.raw,3786-line_7,0068_119U-3757MPI.rez
3777MPI,5467MPI,164.8264,2595,113,1.4,1219,3777MPI-5467MPI.raw,3786-line_7,0068_119U-3757MPI.rez
5467MPI,5468MPI,135.40388,2243,99,2.75,1219,5467MPI-5468MPI.raw,3786-line_7,0068_119U-3757MPI.rez
5468MPI,3932MPI,97.44347,1284,60,1.67,1119,5468MPI-3932MPI.raw,3786-line_7,0068_119U-3757MPI.rez
3932MPI,5469MPI,52.9426,1239,48,0.92,220,5469MPI-3932MPI.raw,3786-line_7,0068_119U-3757MPI.rez
5469MPI,3747MPI,28.85019,1704,55,1.97,220,3747MPI-5469MPI.raw,3786-line_7,0068_119U-3757MPI.rez
3747MPI,3749MPI,92.72165,1198,134,-0.7,1119,3749MPI-3747MPI.raw,3786-line_7,0068_119U-3757MPI.rez
3749MPI,3757MPI,203.80453,2686,127,0.45,1119,3757MPI-3749MPI.raw,3786-line_7,0068_119U-3757MPI.rez
119U,5466MPI,-97.58476,2237,79,-1.32,1119,5466MPI-119U.raw,3786-line_7,0069_119U-6258.rez
5466MPI,6258,-84.55843,2129,69,1.45,220,6258-5466MPI.raw,3786-line_7,0069_119U-6258.rez
124U,4490,2.72515,1931,44,-0.43,602,921.RAW,luba,0073_124U-132U.rez
4490,4491,4.20924,1455,32,0.39,602,921.RAW,luba,0073_124U-132U.rez
4491,44911,9.32079,1453,30,0.34,602,921.RAW,luba,0073_124U-132U.rez
44911,690A,4.33367,717,14,-0.85,602,921.RAW,luba,0073_124U-132U.rez
690A,132U,9.81849,1964,40,-0.1,602,921.RAW,luba,0073_124U-132U.rez
124U,6251,39.35962,2872,56,-0.53,1002,921.RAW,luba,0074_124U-6226.rez
6251,125U,65.05433,3332,70,-2.45,1002,921.RAW,luba,0074_124U-6226.rez
125U,126U,103.57381,3801,82,1.26,1002,921.RAW,luba,0074_124U-6226.rez
126U,ORHA,20.23984,353,16,-0.07,1002,921.RAW,luba,0074_124U-6226.rez
ORHA,6230,15.37626,1092,34,-0.04,1002,921.RAW,luba,0074_124U-6226.rez
6230,6229,52.35252,3035,64,0.81,1002,921.RAW,luba,0074_124U-6226.rez
6229,127U,53.23668,3537,74,3.29,1002,921.RAW,luba,0074_124U-6226.rez
127U,6226,65.99017,3403,76,-1.6,1002,921.RAW,luba,0074_124U-6226.rez
124U,64U,-45.56222,5841,118,-1.73,602,921.RAW,luba,0075_124U-63U.rez
64U,63U,-28.80642,6719,138,-0.57,702,921.RAW,luba,0075_124U-63U.rez
129U,584A,2.18844,195,6,0.27,802,925.RAW,luba,0076_129U-4502.rez
584A,3752,-76.1909,3935,94,0.32,802,925.RAW,luba,0076_129U-4502.rez
3752,3751,-112.29816,2756,86,-0.19,902,925.RAW,luba,0076_129U-4502.rez
3751,122U,-6.97645,340,10,0.02,902,925.RAW,luba,0076_129U-4502.rez
122U,6225,-97.52661,1916,60,-1.48,902,925.RAW,luba,0076_129U-4502.rez
6225,582A,-130.90022,3405,86,-2.44,902,925.RAW,luba,0076_129U-4502.rez
582A,4503,-81.937,2407,54,0.82,802,925.RAW,luba,0076_129U-4502.rez
4503,4502,-61.84213,1621,40,-0.57,802,925.RAW,luba,0076_129U-4502.rez
129U,6253,16.90081,1838,38,-0.08,902,921.RAW,luba,0077_129U-6226.rez
6253,575A,12.91135,4387,92,2.77,902,921.RAW,luba,0077_129U-6226.rez
575A,6252,-34.22034,2838,70,0.76,902,921.RAW,luba,0077_129U-6226.rez
6252,6226,-100.1549,3140,76,-3.08,902,921.RAW,luba,0077_129U-6226.rez
132U,6231,-49.34568,3211,66,-0.46,502,921.RAW,luba,0082_132U-6234.rez
6231,6232,-73.69712,3145,66,-1.83,502,921.RAW,luba,0082_132U-6234.rez
6232,6233,-239.70868,5329,169,-2.5,502,921.RAW,luba,0082_132U-6234.rez
6233,6234,-272.43662,5048,174,0.29,502,921.RAW,luba,0082_132U-6234.rez
132U,690A1,-1.68972,35,2,0.23,502,921.RAW,luba,0083_132U-4496.rez
690A1,4492,8.86008,1969,48,-0.69,502,921.RAW,luba,0083_132U-4496.rez
4492,44921,0.72379,2229,48,-1.33,502,921.RAW,luba,0083_132U-4496.rez
44921,131U,17.8701,634,16,0.81,502,921.RAW,luba,0083_132U-4496.rez
131U,4493,-4.88062,185,6,0.06,602,921.RAW,luba,0083_132U-4496.rez
4493,4494,-10.25176,1554,34,0.08,502,921.RAW,luba,0083_132U-4496.rez
4494,4495,10.73192,1648,36,0.53,502,921.RAW,luba,0083_132U-4496.rez
4495,4496,37.21747,2548,54,0.67,502,921.RAW,luba,0083_132U-4496.rez
20F,457M,-2.5315,133,8,-0.17,503,932.RAW,luba,0183_20F-6126.rez
457M,352,-15.68449,794,40,0.58,503,932.RAW,luba,0183_20F-6126.rez
352,107U,-135.17852,2146,108,1.41,503,932.RAW,luba,0183_20F-6126.rez
107U,6247,-43.15922,1568,44,0.91,503,932.RAW,luba,0183_20F-6126.rez
6247,6126,-54.09778,2672,74,1.26,603,932.RAW,luba,0183_20F-6126.rez
20F,6246,-125.96199,2884,96,0,903,932.RAW,luba,0184_20F-6131.rez
6246,6245,-61.67813,1088,42,1.33,403,932.RAW,luba,0184_20F-6131.rez
6245,6244,-97.58578,2999,114,1.45,403,932.RAW,luba,0184_20F-6131.rez
6244,6243,-96.76813,2011,72,0.34,403,932.RAW,luba,0184_20F-6131.rez
6243,3542,-27.0673,1293,30,-0.33,403,932.RAW,luba,0184_20F-6131.rez
3542,6131,4.19119,2491,52,-0.42,403,932.RAW,luba,0184_20F-6131.rez
20F,6267,18.03554,866,26,1.67,903,932.RAW,luba,0185_20F-6123.rez
6267,6268,23.39525,1340,48,2.26,903,932.RAW,luba,0185_20F-6123.rez
6268,6269,-12.56243,1726,72,-3.31,903,932.RAW,luba,0185_20F-6123.rez
6269,6270,-52.15832,1360,62,1.46,903,932.RAW,luba,0185_20F-6123.rez
6270,6271,44.36393,1360,76,2.19,703,932.RAW,luba,0185_20F-6123.rez
6271,6272,120.32025,1232,94,1.87,703,932.RAW,luba,0185_20F-6123.rez
6272,6266,91.86345,1341,74,-1.77,703,932.RAW,luba,0185_20F-6123.rez
6266,6264,-71.57133,1133,58,-0.54,903,932.RAW,luba,0185_20F-6123.rez
6264,6123,-57.25857,1145,64,0.09,903,932.RAW,luba,0185_20F-6123.rez
213A1,3100,5.14609,1507,30,-1.07,296,0,1998-r1,0206_213A1-3100.rez
213A1,4108MPI,3.23848,1928,41,1.77,718,4108MPI-213A1.raw,3728,0207_213A1-6016.rez
4108MPI,6016,-3.04334,1924,35,-1.52,718,6016-4108MPI.raw,3728,0207_213A1-6016.rez
213A1,42U,-21.98588,2097,48,-0.82,1096,0,1998-r1,0208_213A1-6015.rez
42U,6015,-11.10255,932,26,-0.42,1096,0,1998-r1,0208_213A1-6015.rez
213A1,6015,-33.12163,3014,65,3.52,818,6015-213A1.raw,3728,0209_213A1-6015.rez
2301,230,-47.73117,890,28,0.6,586,2018,1998-r1,0235_2301-504U.rez
230,30481,-28.36458,601,21,-0.09,486,2018,1998-r1,0235_2301-504U.rez
30481,3048,-49.72039,728,30,-0.2,486,2018,1998-r1,0235_2301-504U.rez
3048,504U,-59.96831,518,30,2.9,486,2018,1998-r1,0235_2301-504U.rez
2301,4851,36.58933,934,26,0,586,2018,1998-r1,0236_2301-4851.rez
2301,692A,38.40716,1061,22,0,586,2018,1998-r1,0237_2301-4851.rez
692A,4851,-1.81834,80,2,0,586,2018,1998-r1,0237_2301-4851.rez
243A,6032,-2.84979,1824,61,0.97,1205,938.RAW,luba,0238_243A-6032.rez
243A,6032,-3.54648,1824,54,1.63,996,0,1998-r1,0239_243A-6032.rez
243A,6033,-9.01261,2160,36,-0.05,496,0,1998-r1,0240_243A-6033.rez
243A,6033,-8.32254,2196,65,0.68,305,938.RAW,luba,0241_243A-6033.rez
2479W,240A,-13.76435,1060,16,0,686,1434,1998-r2,0242_2479W-4820.rez
240A,3106,3.239,1800,30,1.2,386,1435,1998-r2,0242_2479W-4820.rez
3106,3107,5.12077,1660,24,-0.75,386,1435,1998-r2,0242_2479W-4820.rez
3107,4821,3.96082,1430,22,1.05,386,1435,1998-r2,0242_2479W-4820.rez
4821,4820,-9.2805,1930,32,1.2,686,1434,1998-r2,0242_2479W-4820.rez
2479W,4352MPI,2.3747,1276,27,0.86,319,4352MPI-240A1.raw,3728,0243_2479W-6015.rez
4352MPI,6015,-30.44392,2377,58,2.52,319,6015-4352MPI.raw,3728,0243_2479W-6015.rez
2479W,4817,-0.3606,1341,39,-0.36,1096,0,1998-r1,0244_2479W-6015.rez
4817,6015,-27.67854,2308,81,3.04,296,0,1998-r1,0244_2479W-6015.rez
2479W,6014,-9.95017,1561,36,0.33,296,0,1998-r1,0245_2479W-6014.rez
2479W,6014,-10.03749,1634,36,1.46,101,6014-240A1.raw,3728,0246_2479W-6014.rez
2481W,4760,-23.95931,1826,67,1.9,218,2481W-4760.raw,3728,0247_2481W-4760.rez
2481W,4761,31.94571,680,16,0.72,885,1426,1998-r2,0248_2481W-4760.rez
4761,4760,-55.8961,1180,34,-2.97,984,1393,1998-r2,0248_2481W-4760.rez
259A1,259A,2.30086,951,13,0.6,786,2016,1998-r1,0279_259A1-46PU.rez
259A,35171,-0.53729,837,11,4.1,786,2016,1998-r1,0279_259A1-46PU.rez
35171,3517,-2.74718,1179,15,-4.4,786,2016,1998-r1,0279_259A1-46PU.rez
3517,35181,5.05065,1756,22,1.3,786,2016,1998-r1,0279_259A1-46PU.rez
35181,46PU,1.29446,1221,15,-0.5,786,2016,1998-r1,0279_259A1-46PU.rez
259A1,2866b,0.37238,461,10,-0.35,201,913.RAW,luba,0280_259A1-6177.rez
2866b,58PU,0.79965,1265,26,-1.07,201,913.RAW,luba,0280_259A1-6177.rez
58PU,5084,-3.14497,601,12,-0.17,201,913.RAW,luba,0280_259A1-6177.rez
5084,6207,1.43508,2168,43,-2.77,201,913.RAW,luba,0280_259A1-6177.rez
6207,6177,-10.38149,1384,28,0.87,201,913.RAW,luba,0280_259A1-6177.rez
259A1,3516,0.06796,986,12,-0.4,786,2016,1998-r1,0281_259A1-29F.rez
3516,35161,0.91769,770,10,2.8,786,2016,1998-r1,0281_259A1-29F.rez
35161,749A,4.97331,1296,20,-0.5,786,2016,1998-r1,0281_259A1-29F.rez
749A,4827,3.68723,1042,21,0.2,786,2017,1998-r1,0281_259A1-29F.rez
4827,4828,-10.6765,255,6,0.08,786,2017,1998-r1,0281_259A1-29F.rez
4828,48281,-10.9985,1393,17,1.2,786,2017,1998-r1,0281_259A1-29F.rez
48281,29F,9.96068,859,14,1.6,786,2017,1998-r1,0281_259A1-29F.rez
259A1,48PU,2.31403,2117,43,1.52,201,913.RAW,luba,0282_259A1-46PU.rez
48PU,2837b,-1.15552,1039,20,-1.32,301,913.RAW,luba,0282_259A1-46PU.rez
2837b,2867b,3.15499,402,8,-0.31,301,913.RAW,luba,0282_259A1-46PU.rez
2867b,46PU,1.06541,2235,47,1.2,301,913.RAW,luba,0282_259A1-46PU.rez
261A,29PU,0.70083,165,7,0.56,1018,29PU-261A.raw,3728,0308_261A-756A.rez
29PU,3776MPI,-1.78652,1736,35,0.92,1018,29PU-3776MPI.raw,3728,0308_261A-756A.rez
3776MPI,3206MPI,34.60363,2079,48,0.95,1018,3206MPI-3776MPI.raw,3728,0308_261A-756A.rez
3206MPI,3207MPI,-20.0887,1501,45,0.68,1018,3207MPI-3206MPI.raw,3728,0308_261A-756A.rez
3207MPI,756A,-1.93985,1404,41,1.2,1018,3207MPI-756A.raw,3728,0308_261A-756A.rez
261A,3528,-3.31583,2274,43,3.36,1018,3528-261A.raw,3728,0309_261A-3392MPI.rez
3528,4356MPI,0.41362,2055,44,2.48,619,3528-4356MPI.raw,3728,0309_261A-3392MPI.rez
4356MPI,5438MPI,4.1527,2461,49,-0.82,101,4356MPI-5438MPI.raw,3728,0309_261A-3392MPI.rez
5438MPI,142BN,0.40508,2253,43,2,101,142BN-5438MPI.raw,3728,0309_261A-3392MPI.rez
142BN,3720MPI,1.10433,1895,40,0.34,619,142BN-3720MPI.raw,3728,0309_261A-3392MPI.rez
3720MPI,5439MPI,-2.5761,2741,49,1.16,1019,5439MPI-3720MPI.raw,3728,0309_261A-3392MPI.rez
5439MPI,4135MPI,-1.46954,1136,21,0.72,1019,5439MPI-4135MPI.raw,3728,0309_261A-3392MPI.rez
4135MPI,4136MPI,-0.17866,141,5,-0.32,100,4136MPI-4135MPI.raw,3728,0309_261A-3392MPI.rez
4136MPI,4137MPI,-0.14556,2035,38,-0.2,1219,4137MPI-4136MPI.raw,3728,0309_261A-3392MPI.rez
4137MPI,4138MPI,2.9934,2318,44,-1.24,1219,4137MPI-4138MPI.raw,3728,0309_261A-3392MPI.rez
4138MPI,3583MPI,25.79717,1540,39,0.1,320,3583MPI-4138MPI.raw,3728,0309_261A-3392MPI.rez
3583MPI,3392MPI,-30.87094,2211,52,-0.6,320,3392MPI-3583MPI.raw,3728,0309_261A-3392MPI.rez
261A,4834,13.67102,1120,22,-1.1,1086,2015,1998-r1,0310_261A-4665.rez
4834,754A,-2.40115,328,7,-0.07,1086,2015,1998-r1,0310_261A-4665.rez
754A,4665,-12.11327,848,16,-0.3,1086,2015,1998-r1,0310_261A-4665.rez
261A,91BN,-1.87329,1832,24,-0.8,1086,2015,1998-r1,0311_261A-756A.rez
91BN,4835,6.36762,185,4,-0.3,1086,2015,1998-r1,0311_261A-756A.rez
4835,1165,8.14926,1537,23,1.5,1086,2015,1998-r1,0311_261A-756A.rez
1165,4904,18.25622,627,16,1.3,188,2025,1998-r1,0311_261A-756A.rez
4904,4903,56.37423,496,31,-0.8,288,2025,1998-r1,0311_261A-756A.rez
4903,4906,26.44791,669,18,0.4,188,2025,1998-r1,0311_261A-756A.rez
4906,4905,-50.42499,552,27,0.8,188,2025,1998-r1,0311_261A-756A.rez
4905,755A,-38.53288,1004,31,-0.1,188,2025,1998-r1,0311_261A-756A.rez
755A,4836,-23.91335,1626,26,-2.3,1086,2015,1998-r1,0311_261A-756A.rez
4836,756A,10.63562,1501,27,0.4,1086,2015,1998-r1,0311_261A-756A.rez
291A,1717b,-2.5547,1649,38,-2.05,201,912.RAW,luba,0341_291A-687A1.rez
1717b,1716b,0.61834,703,16,-0.46,201,912.RAW,luba,0341_291A-687A1.rez
1716b,750U,-0.13907,1158,27,-1.33,201,912.RAW,luba,0341_291A-687A1.rez
750U,687A1,-2.44613,84,4,-0.17,201,912.RAW,luba,0341_291A-687A1.rez
291A,4155,9.44936,1097,16,1.7,686,2017,1998-r1,0342_291A-745A.rez
4155,3173,-2.12158,1646,22,1.54,686,2017,1998-r1,0342_291A-745A.rez
3173,745A,-12.56572,1913,26,0.5,686,2017,1998-r1,0342_291A-745A.rez
291A,4470,-1.77099,1682,22,0.3,686,2017,1998-r1,0343_291A-687A1.rez
4470,687A1,-2.75326,1801,23,1.2,686,2017,1998-r1,0343_291A-687A1.rez
291A,753U,9.35972,2349,55,0.71,201,912.RAW,luba,0344_291A-382U.rez
753U,382U,-13.77429,2356,52,0.87,201,912.RAW,luba,0344_291A-382U.rez
29F,2301b,-6.45871,964,15,0.6,288,2027,1998-r1,0372_29F-760A.rez
2301b,41081,2.61521,628,8,0.1,288,2027,1998-r1,0372_29F-760A.rez
41081,2302b,11.47657,667,10,-0.7,288,2027,1998-r1,0372_29F-760A.rez
2302b,4108,3.30807,778,14,1.3,288,2027,1998-r1,0372_29F-760A.rez
4108,2303b,-8.59591,534,9,1.5,288,2027,1998-r1,0372_29F-760A.rez
2303b,238A,3.63781,482,8,1.2,288,2027,1998-r1,0372_29F-760A.rez
238A,2304b,-1.16545,108,3,0.2,388,2027,1998-r1,0372_29F-760A.rez
2304b,2305b,2.63933,435,7,0.9,388,2027,1998-r1,0372_29F-760A.rez
2305b,4467,4.67616,843,13,0.6,388,2027,1998-r1,0372_29F-760A.rez
4467,2306b,5.31802,528,10,0.3,388,2027,1998-r1,0372_29F-760A.rez
2306b,41101,11.07746,969,16,2.4,388,2027,1998-r1,0372_29F-760A.rez
41101,4110,36.9055,726,21,1,388,2027,1998-r1,0372_29F-760A.rez
4110,2307b,1.41404,145,4,-0.3,388,2027,1998-r1,0372_29F-760A.rez
2307b,686A1,-22.07274,864,18,1.3,388,2027,1998-r1,0372_29F-760A.rez
686A1,2309b,12.20514,776,12,0.7,388,2027,1998-r1,0372_29F-760A.rez
2309b,792A,4.47716,366,7,0.03,388,2027,1998-r1,0372_29F-760A.rez
792A,4112,0.13181,210,4,0.3,388,2028,1998-r1,0372_29F-760A.rez
4112,2310b,7.80804,368,6,1,388,2028,1998-r1,0372_29F-760A.rez
2310b,2311b,10.61057,516,9,-1.2,388,2028,1998-r1,0372_29F-760A.rez
2311b,2312b,19.66218,558,13,-0.4,388,2028,1998-r1,0372_29F-760A.rez
2312b,44661,1.61014,91,2,-0.02,388,2028,1998-r1,0372_29F-760A.rez
44661,4466,23.4817,1144,20,2.8,388,2028,1998-r1,0372_29F-760A.rez
4466,2313b,13.13532,720,13,-0.4,488,2028,1998-r1,0372_29F-760A.rez
2313b,2314b,17.47302,500,11,-0.8,488,2028,1998-r1,0372_29F-760A.rez
2314b,2315b,10.45159,381,8,-0.3,488,2028,1998-r1,0372_29F-760A.rez
2315b,4465,-0.61321,100,2,0.3,488,2028,1998-r1,0372_29F-760A.rez
4465,2X,20.29163,782,16,3.5,488,2028,1998-r1,0372_29F-760A.rez
2X,685A1,8.66842,925,17,-0.6,488,2028,1998-r1,0372_29F-760A.rez
685A1,44641,-38.94859,883,22,1.4,488,2028,1998-r1,0372_29F-760A.rez
44641,793A,1.25422,56,2,-0.1,488,2028,1998-r1,0372_29F-760A.rez
793A,2319b,-36.83357,1089,24,1.1,488,2028,1998-r1,0372_29F-760A.rez
2319b,4464,-20.0878,601,12,0.4,488,2028,1998-r1,0372_29F-760A.rez
4464,2340b,-16.46167,963,21,-1.5,488,2028,1998-r1,0372_29F-760A.rez
2340b,4463,-28.60425,2080,43,0.2,488,2028,1998-r1,0372_29F-760A.rez
4463,760A,-0.13892,13,2,0.1,488,2028,1998-r1,0372_29F-760A.rez
29F,29F1,-5.48873,1077,16,1.1,786,2017,1998-r1,0373_29F-29F1.rez
29F1,4468,8.24289,1240,18,0.5,786,2017,1998-r1,0374_29F1-65PU.rez
4468,65PU,3.95032,416,10,0.1,786,2017,1998-r1,0374_29F1-65PU.rez
29F1,6196,8.32242,946,25,1.3,201,912.RAW,luba,0375_29F1-6177.rez
6196,6177,-11.6847,405,14,-1.81,201,912.RAW,luba,0375_29F1-6177.rez
29F1,65PU,12.19425,1598,41,-1.16,201,912.RAW,luba,0376_29F1-65PU.rez
30541,269A,-7.73395,1327,17,-1.6,1286,2014,1998-r1,0386_30541-502U.rez
269A,502U,-1.05463,1114,16,1.5,1286,2014,1998-r1,0386_30541-502U.rez
30541,502U,-8.76715,2471,49,0.8,1117,3054_1-502U.raw,3728,0387_30541-502U.rez
30541,762A,5.21829,353,11,0.48,1017,3054_1-762A.raw,3728,0388_30541-762A.rez
30541,762A,5.19767,346,7,1.1,1286,2014,1998-r1,0389_30541-762A.rez
3100,4815,-4.83127,2380,34,-0.75,686,1434,1998-r2,0402_3100-4065.rez
4815,3142,-6.83718,1590,22,-2.75,1285,1424,1998-r2,0402_3100-4065.rez
3142,4759,1.54903,1180,18,-0.02,1284,1407,1998-r2,0402_3100-4065.rez
4759,4065,99.1598,1270,46,-1.39,984,1393,1998-r2,0402_3100-4065.rez
3100,53U,-4.18433,2285,48,0.8,1096,0,1998-r1,0403_3100-53U.rez
3145,4123MPI,-58.04932,2210,46,2.6,1117,4123MPI-3145.raw,3728,0414_3145-4764.rez
4123MPI,4124MPI,-2.19168,112,3,-0.49,1117,4123MPI-4124MPI.raw,3728,0414_3145-4764.rez
4124MPI,4764,-56.82151,1385,35,1.55,1117,4124MPI-4764.raw,3728,0414_3145-4764.rez
3145,4766,-49.53877,1360,26,0.61,785,1420,1998-r2,0415_3145-4765.rez
4766,4765,-15.92302,1140,16,-1.57,785,1420,1998-r2,0415_3145-4765.rez
32FE,3972MPI,-5.01396,1410,27,-1.26,1117,3972MPI-32FE.raw,3728,0516_32FE-4839.rez
3972MPI,3971MPI,-0.23904,1792,31,-0.48,717,3972MPI-3971MPI.raw,3728,0516_32FE-4839.rez
3971MPI,32U,-0.63613,2276,41,-1.08,717,32U-3971MPI.raw,3728,0516_32FE-4839.rez
32U,3980MPI,12.52901,2587,45,0.06,717,3980MPI-32U.raw,3728,0516_32FE-4839.rez
3980MPI,5111,35.31995,2481,43,1.16,717,3980MPI-5111.raw,3728,0516_32FE-4839.rez
5111,29U,6.54253,767,17,1.4,1017,29U-5111.raw,3728,0516_32FE-4839.rez
29U,4839,15.54528,2006,45,0.83,1017,29U-4839.raw,3728,0516_32FE-4839.rez
32FE,4474,-5.25376,1069,16,1.5,486,2018,1998-r1,0517_32FE-44531.rez
4474,4854,-0.46513,2274,30,0.7,386,2018,1998-r1,0517_32FE-44531.rez
4854,271A,-1.6306,2209,30,1.2,486,2018,1998-r1,0517_32FE-44531.rez
271A,10551,2.50246,872,11,1.8,486,2018,1998-r1,0517_32FE-44531.rez
10551,1055,10.95593,1671,22,1.1,486,2018,1998-r1,0517_32FE-44531.rez
1055,44531,42.0025,2627,39,4.5,486,2018,1998-r1,0517_32FE-44531.rez
32FE,4531,0.20999,2380,30,3.27,382,1314,1998-r2,0518_32FE-4FB.rez
4531,4532,6.43747,2110,30,0.98,382,1315,1998-r2,0518_32FE-4FB.rez
4532,4533,20.25651,2790,38,0.62,382,1315,1998-r2,0518_32FE-4FB.rez
4533,4534,6.47507,2330,34,0.66,382,1316,1998-r2,0518_32FE-4FB.rez
4534,695A,3.52037,2870,38,-0.95,382,1316,1998-r2,0518_32FE-4FB.rez
695A,4536,21.90462,3070,62,-0.35,882,1326,1998-r2,0518_32FE-4FB.rez
4536,4FB,18.31097,3080,60,-3.55,882,1325,1998-r2,0518_32FE-4FB.rez
32FE,4570,-1.62162,1313,29,-0.94,596,0,1998-r1,0519_32FE-4528.rez
4570,6001,-21.3993,1761,33,0.7,596,0,1998-r1,0519_32FE-4528.rez
6001,4569,-1.66616,441,10,-0.46,1096,0,1998-r1,0519_32FE-4528.rez
4569,4528,-16.58711,1567,35,0.05,596,0,1998-r1,0519_32FE-4528.rez
