Point_A,Point_B,Height_Difference,Distance,Num_Across,Difference_Between_BF,Date_Measured,Name_File,Source
213U,5418MPI,8.65311,1032,63,0.18,1219,5418MPI-213U.DAT.raw,3786-line_1_2
5418MPI,214U,13.01096,1245,56,-0.49,1119,214U-5418MPI.DAT.raw,3786-line_1_2
214U,5417MPI,25.61674,1396,64,0.16,1219,5417MPI-214U.DAT.raw,3786-line_1_2
5417MPI,4208MPI,13.0885,960,49,-1.2,1219,4208MPI-5417MPI.DAT.raw,3786-line_1_2
4208MPI,5416MPI,9.79797,1128,40,2.06,1219,5416MPI-4208MPI.DAT.raw,3786-line_1_2
5416MPI,216U,17.1726,1297,37,1,1219,216U-5416MPI.DAT.raw,3786-line_1_2
216U,5507MPI,5.11552,1253,57,0.57,1219,5507MPI-216U.DAT.raw,3786-line_1_2
5507MPI,217U,8.73665,1013,41,2.1,1219,217U-5507MPI.DAT.raw,3786-line_1_2
217U,5508MPI,-46.87975,1113,59,-0.78,1219,5508MPI-217U.DAT.raw,3786-line_1_2
5508MPI,5510MPI,-30.66478,473,42,0.4,1219,5510MPI-5508MPI.DAT.raw,3786-line_1_2
5510MPI,218U,40.33232,663,52,0.22,1219,218U-5510MPI.DAT.raw,3786-line_1_2
218U,5509MPI,2.76945,1044,49,1.04,1219,5509MPI-218U.DAT.raw,3786-line_1_2
5509MPI,219U,19.96146,971,63,1.93,1219,219U-5509MPI.DAT.raw,3786-line_1_2
219U,220U,7.38002,1718,42,0.22,916,UnionFiles.raw,3707
220U,3816MPI,-2.68011,720,15,-1.37,916,UnionFiles.raw,3707
3816MPI,HARI,-0.20676,17,2,-0.1,916,UnionFiles.raw,3707
HARI,221U,-28.07773,2493,40,0.75,916,UnionFiles.raw,3707
221U,222U,-20.5325,2582,64,3.28,816,UnionFiles.raw,3707
222U,832U,-23.06987,1243,37,0.95,816,UnionFiles.raw,3707
832U,3817MPI,-15.90289,1166,42,-0.65,816,UnionFiles.raw,3707
3817MPI,224U,8.91855,2090,44,-0.42,816,UnionFiles.raw,3707
224U,4025MPI,-60.65645,2016,68,-0.97,816,UnionFiles.raw,3707
4025MPI,BARN,61.15627,1185,47,0.47,816,UnionFiles.raw,3707
BARN,226U,-58.34949,1535,51,-1.21,810,UnionFiles.raw,3707
226U,227U,-108.75137,2055,73,-0.35,816,UnionFiles.raw,3707
227U,228U,-124.12895,2107,77,-3.02,816,UnionFiles.raw,3707
228U,4179MPI,-66.70323,3458,70,1.98,217,UnionFiles.raw,3707
4179MPI,4178MPI,22.17329,859,28,-0.82,217,UnionFiles.raw,3707
4178MPI,831U,2.78297,2132,68,-0.14,217,UnionFiles.raw,3707
831U,231U,-10.57444,503,12,0.59,217,UnionFiles.raw,3707
231U,232U,-27.88969,2562,91,0.27,217,UnionFiles.raw,3707
232U,233U,-102.79537,2132,64,0.64,217,UnionFiles.raw,3707
233U,234U,-42.90607,2004,50,0.79,217,UnionFiles.raw,3707
234U,235U,-34.26855,2131,38,1.09,217,UnionFiles.raw,3707
235U,830U,3.24546,968,18,0.64,217,UnionFiles.raw,3707
830U,236U,-5.50134,1677,30,0.48,217,UnionFiles.raw,3707
236U,237U,10.17576,2282,48,0.09,217,UnionFiles.raw,3707
237U,238U,7.28102,2073,48,0.87,217,UnionFiles.raw,3707
238U,239U,-60.24667,2352,55,0.02,217,UnionFiles.raw,3707
239U,829U,22.22962,1977,44,0.71,217,UnionFiles.raw,3707
829U,4024MPI,0.83539,242,9,0.13,1216,UnionFiles.raw,3707
4024MPI,241U,-55.89901,2340,48,-2.76,1216,UnionFiles.raw,3707
241U,242U,-25.03582,2235,44,1.37,816,UnionFiles.raw,3707
242U,NIZA,37.55748,2863,60,0.64,1216,UnionFiles.raw,3707
NIZA,243U,-12.8642,3311,60,1.07,1216,UnionFiles.raw,3707
243U,244U,-37.12437,1974,44,0.23,1216,UnionFiles.raw,3707
244U,3119b,1.05176,457,10,-0.14,1216,UnionFiles.raw,3707
7230MPI,7214MPI,-25.99806,2527,87,2.94,620,7230MPI-7214MPI.raw,3786-line_3
7214MPI,7127b,45.61198,2240,69,-1.3,620,7127b-7214MPI.raw,3786-line_3
7127b,7115b,-35.1031,1855,49,2.41,620,7127B-7115B.raw,3786-line_3
7115b,5533MPI,38.38845,2193,75,0.66,720,7115B-5533MPI.raw,3786-line_3
5533MPI,5532MPI,0.61059,1986,69,2.56,720,5533MPI-5532MPI.raw,3786-line_3
5532MPI,5531MPI,15.65653,2282,70,-0.66,720,5531MPI-5532MPI.raw,3786-line_3
5531MPI,5530MPI,-31.05879,1554,33,-0.82,720,5530MPI-5531MPI.raw,3786-line_3
5530MPI,5528MPI,-18.49968,2192,39,-2.16,720,5530MPI-5528MPI.raw,3786-line_3
5528MPI,5455MPI,-3.5478,1595,29,-1.1,720,5445MPI-5528MPI.raw,3786-line_3
5455MPI,5529MPI,11.11637,1758,33,-0.76,720,5445MPIMPI-5529MPI.raw,3786-line_3
5529MPI,433A,49.92961,2167,49,2.08,720,433A-5529MPI.raw,3786-line_3
22U,3205b,-13.11882,377,9,-1.71,502,923.RAW,luba
22U,3214b,23.09922,1962,42,2.28,1019,022U-3214b.raw,3786-line_3
22U,4412b,10.98528,1200,19,-2.34,502,923.RAW,luba
4412b,3214b,12.14157,655,10,0.64,502,923.RAW,luba
22U,611U,-21.07289,1393,30,0.51,1019,611U-22U.raw,3786-line_3
2505W,2534W,15.79798,3310,46,4.88,168,801,1998-r2
2505W,2534W,15.78566,3478,58,3.37,1298,998.RAW,luba
2505W,593U,-20.65845,3200,42,-7.27,168,801,1998-r2
2505W,593U,-20.69909,3240,54,0.59,1298,998.RAW,luba
2510W,2516W,19.06944,2800,38,1.28,567,802,1998-r2
2510W,2516W,19.06203,2855,48,1.97,1298,998.RAW,luba
2510W,605U,-8.47784,2990,38,-3.82,567,802,1998-r2
2510W,605U,-8.47998,3026,50,-2.75,199,998.RAW,luba
2516W,3627,18.27463,3360,52,0.6,567,802,1998-r2
3627,2522W,9.6983,3200,40,-3.08,267,803,1998-r2
2516W,607U,19.28842,3309,58,4.79,1298,998.RAW,luba
607U,2522W,8.67764,3342,56,2.86,199,998.RAW,luba
2522W,609U,10.15809,2930,38,-0.69,267,803,1998-r2
2522W,609U,10.15388,2952,50,-0.27,199,998.RAW,luba
2532W,2533W,-14.29449,2940,38,2.93,267,803,1998-r2
2532W,2533W,-14.29981,2956,50,2.09,199,998.RAW,luba
2532W,2537W,13.7169,2810,36,1.64,567,804,1998-r2
2532W,2537W,13.71213,2831,48,1.42,199,998.RAW,luba
2533W,609U,-16.73828,2990,38,3.94,267,803,1998-r2
2533W,609U,-16.74191,3091,52,2.8,199,998.RAW,luba
2534W,605U,8.00866,2830,36,4.77,567,802,1998-r2
2534W,605U,7.98946,2885,48,2.44,1298,998.RAW,luba
2535W,590U,-9.46516,2150,28,2.8,567,800,1998-r2
2535W,590U,-9.46873,2100,42,-1.06,1001,915.RAW,luba
2535W,592U,14.50304,3060,40,-0.38,567,800,1998-r2
2535W,6219,22.58291,2328,48,0.49,102,915.RAW,luba
6219,592U,-8.06758,704,14,0.08,102,915.RAW,luba
2537W,612U,11.43218,1920,26,0.3,567,804,1998-r2
2537W,612U,11.42681,1926,32,0.83,199,998.RAW,luba
2601W,567U,-1.20016,1131,17,2.5,494,0,1998-r2
2601W,567U,-1.20649,1133,24,0.2,1101,915.RAW,luba
2601W,6212,-18.00021,1994,40,-0.28,1101,915.RAW,luba
6212,569U,6.53948,2116,44,0.67,1101,915.RAW,luba
2601W,982,-19.09431,2000,30,1.69,267,789,1998-r2
982,569U,7.63209,2060,36,2.5,1166,790,1998-r2
2601W,984,4.1485,2000,28,1.68,1166,789,1998-r2
984,2602W,-7.17671,590,16,1.75,1166,789,1998-r2
2602W,985,-2.88213,1420,27,0.86,1166,789,1998-r2
985,986,3.7908,1920,36,1.81,267,788,1998-r2
2603W,3438,-46.98954,2595,72,-1.19,102,915.RAW,luba
2603W,3438,-46.98762,1820,46,0.41,267,788,1998-r2
2603W,571U,8.43732,2021,30,0,593,2077,1998-r2
2603W,571U,8.43635,2037,42,0.14,102,915.RAW,luba
2603W,986,9.2576,2100,30,0.97,267,788,1998-r2
2605W,3618,-30.42723,2450,32,2.16,467,799,1998-r2
3618,587U,48.19988,1780,56,-0.22,467,799,1998-r2
587U,586U,-3.68364,3370,82,4.04,467,799,1998-r2
2605W,589U,40.2665,1990,46,3.38,567,800,1998-r2
2605W,589U,40.27079,2053,56,0.58,102,915.RAW,luba
2605W,6218,-24.99987,2202,44,1.23,102,915.RAW,luba
6218,6217,12.46828,3296,68,2.71,202,915.RAW,luba
6217,586U,26.59829,1298,40,-0.01,102,915.RAW,luba
