Point_A,Point_B,Height_Difference,Distance,Num_Across,Difference_Between_BF,Date_Measured,Name_File,Source
282U,368U,-15.72456,2593,73,1.9,797,986.RAW,luba
282U,369U,-0.68812,1536,45,-1.27,397,986.RAW,luba
290U,291U,-2.81902,2377,52,0.79,297,986.RAW,luba
290U,3493,9.45684,4577,136,3.08,897,987.RAW,luba
3493,3492,17.82222,1815,60,1.23,297,986.RAW,luba
3492,285U,3.77787,103,4,-0.08,297,986.RAW,luba
285U,284U,1.89624,2650,66,0.62,297,986.RAW,luba
284U,283U,0.29676,2234,50,0.65,297,986.RAW,luba
283U,371U,44.75721,2372,63,-0.35,297,986.RAW,luba
290U,469A,0.8774,104,4,0.11,297,987.RAW,luba
2917W,3425,-18.91334,1360,20,-0.69,666,760,1998-r2
3425,3424,-18.2959,2540,48,2.5,666,760,1998-r2
3424,353A,-14.60874,2120,34,0.77,666,760,1998-r2
353A,3273,-23.76116,3140,46,2.51,166,729,1998-r2
2917W,3949b,-20.06884,1429,30,0.84,1201,919.RAW,luba
3949b,4431,-17.2665,1364,28,-0.07,1201,919.RAW,luba
2917W,3950b,10.72441,1656,34,-0.7,1201,919.RAW,luba
3950b,2914W,11.47804,955,20,-0.47,1201,919.RAW,luba
2914W,3954b,12.7118,1199,24,0.6,1201,919.RAW,luba
3954b,3955b,41.57755,1323,40,-1.53,102,919.RAW,luba
3955b,3956b,24.86756,1036,22,0.37,102,919.RAW,luba
3956b,3957b,38.5539,1478,44,1.1,102,919.RAW,luba
3957b,3971b,-27.63314,3890,86,-1.87,202,919.RAW,luba
3971b,669A,30.23956,3645,86,1.27,202,919.RAW,luba
2917W,434A,14.91002,1790,30,1.11,666,760,1998-r2
434A,3427,30.04111,2320,42,1.67,1166,761,1998-r2
3427,3428,45.18736,1810,44,2.97,1166,761,1998-r2
3428,433A,64.10047,1830,54,0.56,1166,761,1998-r2
291U,292U,-2.38967,1713,42,-0.32,297,986.RAW,luba
291U,919,3.3641,206,6,0.11,297,987.RAW,luba
292U,288U,6.89346,2145,50,0.2,297,986.RAW,luba
288U,293U,22.05537,5311,123,-1.41,797,987.RAW,luba
292U,3496,1.22608,376,11,-0.18,297,987.RAW,luba
293U,294U,-14.68592,1557,35,-1.33,397,986.RAW,luba
293U,471A,0.86164,39,1,0.4,797,987.RAW,luba
294U,295U,32.80257,1891,59,-1.2,397,986.RAW,luba
294U,3499,0.26234,24,1,0.13,397,986.RAW,luba
295U,296U,16.1988,3587,94,1.7,997,986.RAW,luba
295U,3500,-1.21139,78,2,0.21,397,986.RAW,luba
296U,3607,0.26239,23,1,-0.09,897,986.RAW,luba
296U,372U,4.94113,1967,53,-1.13,897,986.RAW,luba
372U,476A,-68.19388,3103,92,-2.03,897,987.RAW,luba
476A,373U,-10.93406,674,20,-0.42,897,987.RAW,luba
373U,297U,-5.6391,1755,49,-1.64,397,986.RAW,luba
297U,298U,-3.78605,2630,70,-2.55,397,986.RAW,luba
297U,3602,-0.6368,32,1,0.03,397,986.RAW,luba
298U,3603,0.3036,39,1,-0.04,397,986.RAW,luba
298U,374U,-15.24474,3606,104,-3.1,397,986.RAW,luba
374U,299U,-9.74556,954,24,-0.82,397,986.RAW,luba
299U,300U,5.78781,2493,52,-3.17,297,986.RAW,luba
300U,3605,0.32125,75,2,-0.12,497,986.RAW,luba
3119b,3183b,-0.69064,2325,42,-0.37,1216,UnionFiles.raw,3707
3119b,5415MPI,-7.83597,1061,25,1.56,819,5415MPI-3119b.DAT.raw,3786-line_1_1
5415MPI,3183b,7.1455,1275,29,1.28,819,3183b-5415MPI.DAT.raw,3786-line_1_1
313U,269U,-6.5314,2190,46,1.58,817,UnionFiles.raw,3707
269U,4023MPI,6.35168,2727,56,0.93,716,UnionFiles.raw,3707
4023MPI,3772MPI,3.39061,1485,32,1.11,717,UnionFiles.raw,3707
3772MPI,3167b,6.43411,1754,30,-0.65,717,UnionFiles.raw,3707
3167b,305U,-4.786,2093,36,-5.32,717,UnionFiles.raw,3707
305U,306U,3.71622,1834,32,-1.54,717,UnionFiles.raw,3707
306U,3170b,-1.13621,1873,32,-2.01,717,UnionFiles.raw,3707
3170b,3171b,8.62913,1669,30,0.19,717,UnionFiles.raw,3707
3171b,307U,10.89106,1836,32,0.51,717,UnionFiles.raw,3707
307U,3173b,20.45882,2191,39,1.54,717,UnionFiles.raw,3707
3173b,308U,5.32233,2082,43,-2.57,616,UnionFiles.raw,3707
308U,3175b,13.41175,2071,45,-1.27,616,UnionFiles.raw,3707
3175b,309U,16.66591,3349,72,-3.43,616,UnionFiles.raw,3707
309U,3177b,12.7673,2537,53,2.99,816,UnionFiles.raw,3707
3177b,310U,-6.09752,1966,41,-0.53,816,UnionFiles.raw,3707
310U,3179b,13.13726,3636,74,0.47,816,UnionFiles.raw,3707
3179b,311U,-2.86781,2283,40,0.58,1216,UnionFiles.raw,3707
311U,3181b,19.82169,2268,40,-0.47,1216,UnionFiles.raw,3707
3181b,312U,7.71543,2190,39,0.48,1216,UnionFiles.raw,3707
312U,1907W,20.77097,1730,30,-0.23,1216,UnionFiles.raw,3707
1907W,3183b,4.5334,949,18,-0.22,1216,UnionFiles.raw,3707
313U,40221,-1.57928,230,4,-0.59,677,1159,1998-r2
40221,4021,-5.57306,1930,26,-0.07,677,1159,1998-r2
4021,40211,3.50006,2000,28,1.04,577,1157,1998-r2
40211,654A,6.40738,1070,14,-0.64,577,1157,1998-r2
654A,4020,0.12115,1330,18,-3.03,577,1157,1998-r2
4020,4019,7.50952,1570,20,-0.51,577,1157,1998-r2
4019,60F,-19.39418,3080,40,-2.06,577,1156,1998-r2
60F,42461,-4.42614,1920,27,0.99,978,1191,1998-r2
42461,4246,-0.71232,1290,17,-0.05,978,1191,1998-r2
4246,40441,-4.07707,760,10,0.19,978,1191,1998-r2
40441,4044,2.99574,1140,16,-1.35,978,1191,1998-r2
4044,653A1,1.26548,1290,16,3.4,978,1191,1998-r2
653A1,653A,-2.33004,1150,16,0.2,978,1191,1998-r2
653A,42451,-1.57443,930,12,1.85,978,1190,1998-r2
42451,4245,10.56894,1420,18,1.14,978,1190,1998-r2
4245,4244,-7.14667,2160,28,3.95,978,1190,1998-r2
4244,42431,-14.47721,1700,21,0.67,978,1190,1998-r2
42431,4243,2.6635,1090,15,0.22,978,1190,1998-r2
4243,4040,4.52852,2420,30,2.01,978,1190,1998-r2
4040,652A1,3.57851,2490,34,1.89,1178,1194,1998-r2
652A1,652A,-11.64017,1120,16,-0.62,1178,1195,1998-r2
652A,4039,3.69111,1980,28,2.25,179,1196,1998-r2
4039,40381,-12.46232,1500,19,3.11,179,1196,1998-r2
40381,4038,-10.40471,1110,15,1.15,179,1196,1998-r2
4038,4037,-2.92474,2000,26,3.45,878,1192,1998-r2
4037,40361,3.09578,1630,21,1.4,878,1192,1998-r2
40361,4036,1.10041,870,11,0.13,878,1192,1998-r2
4036,40351,-2.14111,1020,13,-2.24,1178,1194,1998-r2
40351,4035,-5.50474,1980,25,3.09,1178,1194,1998-r2
4035,40341,-1.18752,1340,17,2.74,1178,1194,1998-r2
40341,4034,-4.97811,1880,25,-0.51,1178,1194,1998-r2
4034,40331,-2.78242,1190,16,1.96,179,1197,1998-r2
40331,4033,18.49316,1790,24,0.27,179,1197,1998-r2
4033,40322,1.16849,110,2,0.24,179,1196,1998-r2
40322,40321,5.07652,1720,22,1.9,179,1196,1998-r2
40321,4032,34.57799,1560,24,0.74,179,1196,1998-r2
4032,40302,-4.04425,1190,15,-2.8,179,1197,1998-r2
40302,40301,-2.66885,1650,21,3.09,179,1197,1998-r2
40301,4030,-3.69306,490,6,0.33,179,1197,1998-r2
313U,4023,6.32718,1800,24,0.67,677,1159,1998-r2
313U,7352MPI,1.18281,351,9,0.32,616,UnionFiles.raw,3707
7352MPI,3739b,3.23842,1000,23,-2.68,616,UnionFiles.raw,3707
3739b,820U,5.7,1599,35,0.13,516,UnionFiles.raw,3707
820U,3745b,2.08644,214,7,-1.02,516,UnionFiles.raw,3707
3745b,314U,5.15845,884,21,-1.07,516,UnionFiles.raw,3707
314U,4022MPI,5.31365,1580,34,0.23,516,UnionFiles.raw,3707
4022MPI,315U,10.91542,2509,53,-1.91,516,UnionFiles.raw,3707
314U,4024,3.49472,1110,14,-0.27,677,1158,1998-r2
314U,40242,-4.33882,770,10,0.59,677,1158,1998-r2
40242,4023,-6.70952,1330,18,2.22,677,1158,1998-r2
3158b,3160b,7.65153,1041,22,1.01,1119,3158b-3160b.raw,3786-line_3
3158b,4510,-14.09222,1951,37,1.14,1119,3158b-4510.raw,3786-line_3
3158b,7054MPI,42.14328,3052,97,3.13,620,7054MPI-3158b.raw,3786-line_3
7054MPI,7057MPI,88.17401,1461,50,-0.86,620,7054MPI-7057MPI.raw,3786-line_3
7057MPI,7061MPI,-79.17602,2149,62,2.9,620,7061MPI-7057MPI.raw,3786-line_3
7061MPI,433A,9.77899,2434,66,-2.96,720,433A-7061MPI.raw,3786-line_3
315U,4024,-12.69522,2980,42,-3.72,677,1159,1998-r2
315U,40252,10.16814,1450,18,0.15,677,1162,1998-r2
315U,40252,10.15338,1446,31,0.57,516,UnionFiles.raw,3707
315U,655A1,-2.33795,720,10,-0.6,677,1158,1998-r2
655A1,655A2,-6.41171,1120,16,-0.25,677,1158,1998-r2
655A2,4024,-3.94555,1150,16,-2.87,677,1158,1998-r2
316U,4025,4.33155,780,10,-1.16,677,1161,1998-r2
4025,40261,-15.4757,1450,18,2.88,677,1160,1998-r2
316U,40252,-7.89086,920,12,-1.57,677,1161,1998-r2
316U,40252,-7.87296,986,23,-0.02,516,UnionFiles.raw,3707
316U,822U,5.4837,908,21,-0.06,516,UnionFiles.raw,3707
822U,7003MPI,-9.43555,3169,69,1.64,516,UnionFiles.raw,3707
7003MPI,40261,-7.19887,1731,33,-1.62,516,UnionFiles.raw,3707
3205b,3204b,-3.60139,806,13,0.29,101,910.RAW,luba
3204b,3203b,-1.49954,859,14,-1.69,100,910.RAW,luba
3203b,591U,12.14788,1578,25,-2.13,101,910.RAW,luba
591U,3201b,0.72566,55,2,0.4,101,910.RAW,luba
3201b,3200b,-7.16571,944,16,-0.58,101,910.RAW,luba
3200b,3199b,13.77033,854,16,0.37,101,910.RAW,luba
3199b,3198b,5.43019,867,16,0.8,401,910.RAW,luba
3198b,3197b,10.22264,911,19,1.23,401,910.RAW,luba
3197b,3196b,-12.39094,1045,18,0.16,401,910.RAW,luba
3196b,3195b,7.70844,779,14,-1.54,1,910.RAW,luba
3195b,3194b,4.34075,602,12,-1.38,301,910.RAW,luba
3194b,606U,-5.45267,288,8,0.94,301,910.RAW,luba
606U,561U,4.92041,2076,32,2.75,201,910.RAW,luba
3205b,611U,-7.92129,960,15,0.49,1200,910.RAW,luba
3205b,611U,-7.91815,960,18,0.77,502,923.RAW,luba
3214b,3213b,28.97137,931,19,0.5,502,923.RAW,luba
3213b,4413b,22.27427,1016,18,-0.08,602,923.RAW,luba
4413b,4414b,45.26681,1102,25,0.24,602,923.RAW,luba
4414b,669A,38.50359,1600,36,-0.3,602,923.RAW,luba
3214b,5443MPI,55.92618,2322,66,2.51,1019,3214b-5443MPI.raw,3786-line_3
5443MPI,3746MPI,85.41517,2232,89,2.1,1019,3746MPI-5443MPI.raw,3786-line_3
3746MPI,874U,-36.08284,3026,65,2.11,120,874U-3746MPI.raw,3786-line_3
874U,5534MPI,-18.50094,2632,52,-1.68,820,874U-5534MPI.raw,3786-line_3
5534MPI,5535MPI,-41.49527,2629,49,1.18,920,5535MPI-5534MPI.raw,3786-line_3
5535MPI,5536MPI,10.35051,1715,35,1.6,920,5535MPI-5536MPI.raw,3786-line_3
5536MPI,4510,15.92737,1651,34,-1.8,920,5536MPI-4510.raw,3786-line_3
3235b,3236b,-7.69695,536,11,1.53,194,2086,1998-r1
3236b,3237b,-7.72382,1006,15,0.11,294,2086,1998-r1
3237b,4795,-7.57798,1019,16,0.2,1293,2086,1998-r1
4795,3239b,18.10421,1206,22,1.4,194,2086,1998-r1
3239b,3240b,2.66804,963,16,0.6,1293,2086,1998-r1
3240b,3241b,13.00184,833,12,0.1,1293,2086,1998-r1
3241b,3242b,12.2486,897,14,2.5,1293,2086,1998-r1
3242b,661U,-9.65973,946,15,-0.6,1293,2081,1998-r1
3235b,3244b,-2.07397,1022,16,1.6,194,2086,1998-r1
3244b,3245b,9.30816,875,14,-0.4,194,2086,1998-r1
3235b,3245b,7.23393,1766,28,-1.4,700,901.RAW,luba
3235b,7408b,-13.64376,1196,19,2.05,800,901.RAW,luba
7408b,655U,-9.75973,1377,22,1.94,700,901.RAW,luba
655U,3247b,0.41013,21,2,0.03,700,901.RAW,luba
3247b,3238b,-3.36989,423,8,0.73,700,901.RAW,luba
3238b,7086b,25.75735,1507,26,1.54,700,901.RAW,luba
7086b,7085b,13.85116,908,16,0.2,700,901.RAW,luba
7085b,3243b,7.75153,1385,22,-1.07,700,901.RAW,luba
3243b,661U,-7.63663,390,8,-0.03,700,901.RAW,luba
3245b,37F,-3.72323,1486,22,2.86,194,2086,1998-r1
3245b,7405b,-2.66829,347,6,0.33,700,901.RAW,luba
7405b,654U,-0.81427,1053,17,-0.23,800,901.RAW,luba
654U,37F,-0.22954,86,2,-0.16,800,901.RAW,luba
3272,5092,34.89166,1562,28,3.4,595,2085,1998-r1
3272,5092,34.86301,1569,30,-4.08,799,901.RAW,luba
3272,5092,34.89782,1624,54,1.8,1019,3272-5092.raw,3786-line_3
3272,5094,24.96931,1478,24,3.1,595,2085,1998-r1
3272,5094,24.9473,1507,37,-0.13,1019,5094-3272.raw,3786-line_3
3272,5094,24.95938,1476,25,1.23,799,901.RAW,luba
3273,4725,17.48024,2970,40,1.18,585,1410,1998-r2
4725,4435,20.91677,1740,22,3.59,281,1286,1998-r2
3273,4980,9.42931,1361,26,0.9,595,2085,1998-r1
3273,5094,-11.43554,1161,24,2.3,595,2085,1998-r1
328U,3612,17.95125,2060,31,1.49,967,835,1998-r2
3612,3613,20.36924,1770,30,0.33,967,835,1998-r2
3613,3614,4.13364,2850,49,-0.71,967,835,1998-r2
3614,3615,17.88255,2460,36,-0.83,967,835,1998-r2
3615,546UX,-31.50294,1610,24,0.35,967,836,1998-r2
328U,479A,-8.78425,1070,16,-1,967,834,1998-r2
479A,3611,-12.96659,3220,44,-3.89,967,834,1998-r2
3611,478A,-25.35216,2880,44,-3.86,967,834,1998-r2
478A,3610,-17.70088,1810,24,0.82,967,834,1998-r2
3610,325U,-5.36511,1950,26,-0.24,967,833,1998-r2
325U,3608,-22.16808,2810,42,-3.07,967,833,1998-r2
3608,535A,-11.10155,2570,34,-1.55,967,833,1998-r2
535A,3491,-24.94532,3050,42,0.01,967,833,1998-r2
3491,3490,10.96754,2420,42,-1.23,967,832,1998-r2
3490,534A,-13.07999,1490,26,-0.28,967,832,1998-r2
534A,3489,-28.3635,4040,86,-0.35,967,832,1998-r2
3489,3487,-16.00915,2660,40,-1.41,967,832,1998-r2
3487,3486,-7.99226,3040,54,0.73,967,831,1998-r2
3486,468A,-5.67387,2710,44,0.07,967,831,1998-r2
468A,3485,-8.11859,1470,20,-0.57,967,831,1998-r2
3485,3484,-10.16352,2020,26,-1.41,967,831,1998-r2
3484,533A,-8.82458,2030,26,-0.08,467,830,1998-r2
533A,3488,-5.12007,1980,26,2.61,467,830,1998-r2
3488,3483,-8.90932,2020,26,3.26,467,830,1998-r2
3483,659U,0.36151,3080,40,-1.42,467,830,1998-r2
3401b,3404b,-13.76794,1305,21,2.4,493,2077,1998-r1
3401b,3404b,-13.76137,1292,24,1.52,199,996.RAW,luba
3401b,5058,-5.52417,1239,18,0.1,593,2077,1998-r1
5058,5059,-9.85617,1125,17,1.8,593,2078,1998-r1
5059,4955,14.6713,1254,20,2.9,593,2077,1998-r1
3401b,7313b,-4.7074,1233,18,-1.3,199,996.RAW,luba
3404b,4716,-3.32721,913,14,3.3,493,2077,1998-r1
3404b,674U,-6.13954,869,14,1.52,199,996.RAW,luba
674U,4716,2.80476,81,2,-0.11,199,996.RAW,luba
3422,7389b,11.21503,784,16,0.73,401,915.RAW,luba
7389b,7387b,3.69656,1046,22,0.17,401,915.RAW,luba
7387b,7386b,8.03996,1073,22,0.31,401,915.RAW,luba
7386b,561U,-26.41289,1241,34,-0.44,401,915.RAW,luba
3422,7390b,-16.27025,919,20,0.62,501,915.RAW,luba
7390b,7391b,-5.71792,832,18,-0.36,501,915.RAW,luba
7391b,7392b,2.1315,1396,30,-2.25,401,915.RAW,luba
7392b,7393b,9.96029,838,20,0.69,401,915.RAW,luba
3422,7475b,7.09382,793,15,-0.39,802,923.RAW,luba
7475b,436A,11.45908,1812,33,-0.23,802,923.RAW,luba
436A,3145b,10.87712,602,12,0.16,702,923.RAW,luba
3145b,3421,-1.58196,1121,20,0.46,702,923.RAW,luba
3421,7476b,-4.74971,1226,22,-1.69,702,923.RAW,luba
7476b,7477b,-0.63419,776,14,0.54,702,923.RAW,luba
7477b,7478b,13.15872,1756,30,1.61,702,923.RAW,luba
7478b,3001b,13.2009,1449,26,1.96,702,923.RAW,luba
3001b,435A1,-4.02439,688,14,0.06,602,923.RAW,luba
3430,3429,12.25222,2390,38,-1.3,1066,762,1998-r2
3429,3380,32.24921,2380,55,0.26,1166,761,1998-r2
3380,433A,-1.38691,390,8,0.66,1166,761,1998-r2
3430,4437,-20.2196,1800,24,3.56,181,1255,1998-r2
4437,435A1,-42.21057,2520,34,0.05,181,1255,1998-r2
3430,669A,31.40479,2470,32,2.81,281,1256,1998-r2
3438,988,-16.95104,320,10,0.81,267,788,1998-r2
3438,PRES,-18.92896,521,16,-0.49,202,915.RAW,luba
PRES,6213,-50.01459,1088,36,-0.63,202,915.RAW,luba
6213,573U,-56.91536,1104,44,-1.38,202,915.RAW,luba
3444,3445b,7.11438,1023,20,0.66,801,915.RAW,luba
3445b,3456b,15.25148,1406,28,-0.13,801,915.RAW,luba
3456b,550U,12.04814,841,18,-0.03,801,915.RAW,luba
3444,549U,-31.92892,3420,46,1.9,267,771,1998-r2
3444,550U,34.41146,3260,46,-2.37,267,771,1998-r2
3444,7393b,-4.42695,613,12,-1.24,801,915.RAW,luba
3445,447A,13.70934,2900,40,0.97,267,792,1998-r2
3445,623,-23.22643,1920,30,-2.41,267,792,1998-r2
623,622,-13.11702,1760,28,0.38,267,792,1998-r2
622,621,-23.67514,1670,26,1.59,267,792,1998-r2
621,16F,15.81253,1890,29,2.74,1060,418,1998-r2
16F,549U,-8.43636,1840,28,1.59,267,771,1998-r2
3445,7159b,-11.62856,1162,24,-1.08,501,915.RAW,luba
7159b,7158b,2.90146,1097,24,-1.08,501,915.RAW,luba
7158b,7157b,-17.10638,868,20,-0.49,501,915.RAW,luba
7157b,7156b,-11.6935,1225,32,0.84,501,915.RAW,luba
7156b,7155b,-6.01724,2240,52,-1.42,501,915.RAW,luba
7155b,549U,-9.11379,1276,26,0.88,501,915.RAW,luba
3445,7160b,6.53383,918,20,0.34,501,915.RAW,luba
7160b,7161b,10.31156,1152,24,0.37,501,915.RAW,luba
7161b,447A,-3.13432,1119,26,0.99,501,915.RAW,luba
3450,3451,-13.05444,3440,46,2.77,267,808,1998-r2
3450,450A,-54.20753,3458,63,0.6,499,998.RAW,luba
3450,450A,-54.18127,3440,54,4.72,267,808,1998-r2
3450,583U,0.27093,60,2,0.13,499,998.RAW,luba
583U,3451,-13.35713,3481,60,-1.99,499,998.RAW,luba
3451,451A,-34.71216,3009,52,-2.75,499,998.RAW,luba
3451,451A,-34.71081,3000,44,3.96,467,809,1998-r2
3455,345U,-36.11567,3090,62,-3.15,467,810,1998-r2
3455,345U,-36.0975,3081,62,1.06,699,998.RAW,luba
3455,346U,-11.01268,2164,40,0.29,899,998.RAW,luba
3455,346U,-11.01294,2140,34,3.66,467,810,1998-r2
345U,344U,-11.76568,2286,40,1.98,699,998.RAW,luba
344U,3795b,-25.63885,2850,48,1.1,799,998.RAW,luba
3795b,343U,25.95347,1935,34,-1.13,599,998.RAW,luba
343U,584U,12.21324,1894,32,2.17,499,998.RAW,luba
584U,451A,0.52108,60,2,0.1,299,998.RAW,luba
345U,452A,-8.42993,2270,36,-3.08,467,810,1998-r2
452A,3453,-19.30493,2100,28,-2.68,467,809,1998-r2
3453,3452,14.75891,2130,30,-0.03,467,809,1998-r2
3452,451A,14.27401,2550,32,1.08,467,809,1998-r2
3460,274U,-73.05968,1118,36,-1.45,1199,998.RAW,luba
274U,275U,-142.90352,4405,96,-1.63,1199,998.RAW,luba
275U,277U,6.46805,5023,96,0.88,1199,998.RAW,luba
277U,273U,9.31362,2925,60,-2.58,1099,998.RAW,luba
273U,353U,-14.46965,3521,60,0.83,1199,998.RAW,luba
3460,352U,139.85776,3031,100,-2.05,1099,998.RAW,luba
352U,1522W,-27.63303,1995,36,-2.1,999,998.RAW,luba
1522W,351U,-41.27264,2456,48,-1.23,999,998.RAW,luba
3460,863,69.88469,1190,44,0.16,168,814,1998-r2
863,44F,70.57921,900,40,0.27,168,814,1998-r2
44F,862,-6.36648,1440,26,-3.24,168,813,1998-r2
862,861,-46.37057,2100,40,-1.08,168,813,1998-r2
3460,864,-60.44316,730,36,0.7,168,814,1998-r2
864,3461,-28.38927,350,16,1.54,168,815,1998-r2
3461,865,-62.12022,1120,36,0.31,168,815,1998-r2
346U,3456,8.58894,2650,40,-1.9,467,810,1998-r2
3456,347U,5.7259,1080,14,1.08,467,811,1998-r2
346U,347U,14.32086,3723,64,2.7,899,998.RAW,luba
347U,348U,154.38418,7566,162,-0.33,999,998.RAW,luba
347U,853,24.59833,2310,32,-1.83,467,811,1998-r2
853,454A,11.36103,1040,16,-2.47,467,811,1998-r2
454A,348U,118.42916,2830,78,1.02,467,811,1998-r2
348U,349U,81.70484,5944,128,3.18,999,998.RAW,luba
348U,856,23.66042,2080,35,-3.83,967,812,1998-r2
349U,350U,0.77631,2630,50,3.14,967,812,1998-r2
349U,350U,0.78266,2704,56,2.55,899,998.RAW,luba
349U,455A,-71.4293,1820,46,-1.08,967,812,1998-r2
455A,856,13.38177,2100,42,-1.34,967,812,1998-r2
350U,351U,-7.52026,2070,34,0.53,168,813,1998-r2
350U,859,-2.9801,335,13,0.61,1019,350U859.DAT.raw,3786-line_1_2
351U,861,16.79599,1770,26,-1.7,168,813,1998-r2
351U,861,16.79563,1738,48,2.39,1019,351U861.DAT.raw,3786-line_1_2
353U,3463,-6.95572,2290,36,2.77,168,817,1998-r2
3463,870,23.39821,1150,18,-0.95,168,817,1998-r2
353U,6193,84.74554,4627,92,1.31,1299,998.RAW,luba
6193,276U,11.01342,139,6,-0.14,1299,998.RAW,luba
276U,354U,25.76261,3019,78,0.01,1299,998.RAW,luba
353U,872,4.53443,640,12,2.47,168,818,1998-r2
354U,355U,-197.33761,4319,122,-2.71,1299,998.RAW,luba
354U,461A,29.50568,1710,32,-3.18,168,819,1998-r2
461A,874,-65.06723,1390,38,0.22,168,819,1998-r2
354U,876,-76.61001,1290,44,1.29,168,819,1998-r2
355U,356U,-29.83061,3221,62,-1.46,1299,998.RAW,luba
356U,357U,1.96038,1294,24,0.76,1299,998.RAW,luba
357U,358U,-0.80216,1268,24,0.4,100,998.RAW,luba
358U,359U,-6.42759,1696,30,0.14,100,998.RAW,luba
359U,287U,14.25357,3096,52,-0.49,100,998.RAW,luba
287U,360U,14.54961,2620,48,-2.52,100,998.RAW,luba
355U,462A,-18.52059,790,26,0.61,168,820,1998-r2
462A,3468,-7.62596,1800,24,-0.57,168,820,1998-r2
3468,3470,-3.3906,1990,28,-1.22,168,821,1998-r2
3470,463A,-2.36973,2110,28,-1.12,168,821,1998-r2
463A,881,-4.5755,600,8,-1.2,168,821,1998-r2
355U,877,-2.30564,1320,28,0.23,168,820,1998-r2
360U,304U,-8.3255,2479,42,2.54,100,998.RAW,luba
304U,361U,-102.90838,2175,54,-0.16,1199,998.RAW,luba
360U,883,-0.00803,1370,28,-3.48,967,826,1998-r2
360U,884,-9.50693,810,12,0.7,967,826,1998-r2
361U,362U,27.25671,4037,102,0.3,300,998.RAW,luba
361U,466A,-39.80678,1410,26,-2.38,967,827,1998-r2
466A,3476,65.2609,2390,66,-1.82,967,827,1998-r2
3476,362U,1.77406,280,4,-0.26,967,828,1998-r2
361U,885,102.12004,2000,60,-3.29,967,827,1998-r2
361U,887,-51.8375,2280,35,-2.87,160,387,1998-r2
887,362U,79.06615,1730,50,1.78,559,388,1998-r2
362U,278U,48.23574,4116,78,-2.18,1199,998.RAW,luba
278U,303U,-106.24946,2996,66,2.66,1199,998.RAW,luba
303U,363U,4.78906,2061,34,-2.07,699,998.RAW,luba
362U,889,32.12486,2250,40,-0.2,967,828,1998-r2
889,467A,17.10193,440,12,0.51,967,828,1998-r2
467A,890,-50.70885,1500,36,-2.87,967,828,1998-r2
890,3478,-64.30429,2190,44,-1.27,867,829,1998-r2
3478,891,0.1111,50,1,-0.17,867,829,1998-r2
891,363U,12.45964,1780,28,-1.99,867,829,1998-r2
3639,3638,-23.84756,1700,22,0.19,567,807,1998-r2
3638,620U,-17.98253,1580,20,2.08,267,806,1998-r2
3639,3640,26.58067,1810,26,2.01,567,807,1998-r2
3639,3640,26.58132,1595,51,2.21,498,989.RAW,luba
3639,3640,26.57943,1648,30,-2.4,399,998.RAW,luba
3639,MNHA,-0.82121,189,4,0.02,399,998.RAW,luba
3639,MNHA,-0.82124,146,6,0.19,498,989.RAW,luba
363U,49F,9.69527,887,16,0.16,399,998.RAW,luba
363U,49F,9.68485,900,14,1.14,867,829,1998-r2
363U,49F,9.69579,760,24,-1.09,398,990.RAW,luba
363U,6161,-2.63369,2615,72,0.34,498,989.RAW,luba
3640,522A,18.5801,2310,42,1.89,399,998.RAW,luba
3640,522A,18.58049,2200,73,-0.17,498,989.RAW,luba
3640,522A,18.58244,2500,49,-1.27,567,807,1998-r2
3643,3642,-22.49864,3130,52,-0.79,1268,842,1998-r2
3642,371U,21.96134,1930,30,-1.08,1268,842,1998-r2
3643,3644,4.16288,2070,29,1.84,1268,843,1998-r2
3643,3644,4.16178,2038,51,0.79,298,990.RAW,luba
3643,6210,-10.50606,2302,71,1.61,398,990.RAW,luba
6210,371U,9.96953,2741,86,2.29,398,990.RAW,luba
3644,631U,17.64043,1910,50,1.98,298,990.RAW,luba
3644,631U,17.64214,1950,30,-2.12,1268,843,1998-r2
364U,302U,-17.0319,1731,59,1.55,498,990.RAW,luba
302U,301U,15.01527,2172,69,1.63,498,990.RAW,luba
301U,365U,6.54523,2367,77,-0.57,498,990.RAW,luba
364U,49F,-3.74607,1250,16,0.9,1268,837,1998-r2
364U,49F,-3.74376,1293,40,1.58,498,990.RAW,luba
364U,894,-19.3981,2120,28,1.44,1268,837,1998-r2
894,895,14.6526,2090,28,2.53,1268,837,1998-r2
895,365U,9.27965,2060,28,-3.82,1268,837,1998-r2
3652,3651,20.71878,2770,36,2.8,1268,845,1998-r2
3651,624U,4.46604,1480,20,-0.8,1268,845,1998-r2
3652,623U,-7.31817,2151,71,-1.8,398,990.RAW,luba
3652,623U,-7.31702,2200,32,-2,1268,846,1998-r2
3652,624U,25.18396,4198,137,-2.97,498,990.RAW,luba
365U,279U,-0.93993,2815,87,-2.3,398,990.RAW,luba
279U,366U,4.98481,3542,112,0.21,398,990.RAW,luba
365U,897,-0.73022,1970,26,3.91,1268,838,1998-r2
897,898,10.27838,2250,31,-0.96,1268,838,1998-r2
898,366U,-5.49924,2160,29,-1.27,1268,838,1998-r2
366A,3976b,-14.75528,926,16,0.95,900,901.RAW,luba
3976b,667U,-9.68402,863,16,0.52,900,901.RAW,luba
667U,4976,8.25239,1565,26,1.7,900,901.RAW,luba
366A,3977b,12.62503,1297,20,0.65,1000,901.RAW,luba
