OBJECTID,code,X,Y,grav
1,635,32.7392210492932,34.9660678939322,979184.825597656
2,674,32.7145199828218,34.9718365204108,979187.85046875
3,889,32.6946044344737,34.9662181108886,979191.380917969
4,2311,32.825912423719,35.4045352333109,979065.811371094
5,6299,32.7592017444367,35.362158559052,979063.619910156
6,16472,32.4808600086189,35.0243260191277,979250.781796875
7,20633,32.1785445166977,35.5368188545782,979088.207683594
8,20634,31.8137955182553,35.3902997032316,979376.464410156
9,20635,31.9512025665562,35.3394117780785,979345.625929687
10,20812,32.6201567348106,35.5550420374573,979004.143316406
11,20813,32.7152248017531,35.5397455595651,978971.28209375
12,20824,30.696153468506,35.2183452518707,979394.470222656
13,20832,30.5660573214547,35.1884553794802,979429.716542969
14,20834,33.0063198582136,35.2965154221787,979097.720253906
15,21469,30.5155512198477,35.180694187182,979467.021003906
16,21470,30.8728598159582,35.265140260984,979357.376714844
17,21471,30.7464185643942,35.2283466824535,979363.8414375
18,21472,30.540244285738,35.1841116943246,979438.174949219
19,21479,30.6718939305525,35.2153698308097,979401.528328125
20,21495,32.8851105976536,35.5479690201142,979058.634648437
21,22086,31.1849133504248,35.2898314514179,979366.050015625
22,22087,31.1662911891777,35.3204926268208,979394.063273438
23,22088,31.1059781682086,35.2108589939726,979332.696957031
24,22089,31.0901756907484,35.2060688717544,979323.449921875
25,22090,31.0437404298857,35.1924840654997,979322.853695313
26,22091,30.9263910729658,35.2905524311971,979408.642894531
27,22092,31.1562029302754,35.3342542100332,979394.063273438
28,22101,31.2040215811411,35.2591078030705,979322.77140625
29,22102,31.138544886194,35.357942096123,979403.593230469
30,22103,31.0392459840081,35.1675019200151,979322.7245625
31,22104,31.0054831384299,35.2590653415894,979349.711972656
32,22109,32.797341703226,35.1015305101909,979238.412203125
33,22117,32.5703611492044,34.9383507523838,979224.219796875
34,25909,32.0690310613477,35.4902389971796,979301.819695313
35,25937,33.0142904245402,35.3792552886434,979100.321292969
36,26047,31.0280960163369,35.2421446020862,979345.496640625
37,26091,31.3593901126397,34.9441947921733,979311.871398438
38,26095,31.4775374255504,35.0447426109687,979295.498834375
39,26098,31.620467167842,34.9081862549044,979313.290707031
40,26103,31.670882467437,35.0549596301122,979276.32746875
41,26107,32.9631532160154,35.5363525474692,979061.445542969
42,26110,33.0194194419535,35.4279107360092,979089.698316406
43,26111,33.0867015669213,35.4807028898999,979075.445246094
44,26113,33.0550101918567,35.4154171048561,979090.663503906
45,26114,33.11460152505,35.5250776447239,979063.994425781
46,26117,33.1430472232129,35.5502307451956,979061.482464844
47,26120,32.9161138417421,35.4171443727218,979097.318785156
48,26121,32.5080573488904,35.5199999003708,978999.346828125
49,26122,32.7955147165462,35.526246799395,978997.8135
50,26123,32.7498029841526,35.5643157031198,978961.027382812
51,26128,32.8669108045573,35.4025370864656,979085.586796875
52,26131,32.9266789826822,35.5438258818508,979066.293308594
53,26133,32.8482606461139,35.6527238742899,978982.341226563
54,26134,32.9029898336392,35.6475545031728,978984.235546875
55,26138,32.5428383247754,35.2084181703671,979237.701984375
56,26140,32.7040462602937,35.5862225024182,978993.402257812
57,26141,32.6542066611614,35.5702179964115,978999.44059375
58,26142,32.5577358652852,35.5436916665696,978985.409203125
59,26148,32.9028112323962,35.5419934862077,979066.282683594
60,26150,32.6159582669501,35.2880706726757,979112.095027344
61,26152,31.4354969253717,34.9972869508905,979308.28584375
62,26156,32.7890469006255,35.46971043697,979021.277730469
63,26157,32.7913663328631,35.6443249690113,978983.827242187
64,26158,31.4931972151396,35.0740871947355,979308.457559152
65,26193,31.1752147502238,35.3030144810585,979366.050015625
66,26226,31.7225947357649,35.0939815877467,979285.152820312
67,26228,31.4398033550479,34.7622217743123,979369.114800781
68,26240,32.9874693660404,35.4429156470705,979089.21434375
69,26241,33.1760447934293,35.5462916891039,979052.371136719
70,26244,32.7397662030309,35.6334666347423,979025.457855469
71,26246,33.1396720556498,35.6442755658443,979042.711835938
72,26251,32.8532644080484,35.5222420563084,979062.38771875
73,26252,32.8976687571714,35.6079978818128,979007.596164063
74,26253,32.550445146396,35.3943100566129,978991.192667969
75,26254,32.5610236641342,35.35069961127,979135.437347656
76,26256,32.7712355828375,35.3917859154688,979049.493675781
77,26312,31.2630602323178,34.9990600884792,979313.907457031
78,26314,33.0851501583303,35.6424131804201,979018.138
79,26318,31.2559273121305,35.0799506025344,979261.051605469
80,26319,31.7505668942763,34.9767814530339,979264.781585937
81,26356,31.4651329156952,34.5337473401196,979389.4536875
82,29675,32.8945848696189,35.413786159914,979094.443382813
83,29692,32.620768398346,35.1369483035455,979241.972191406
84,29694,32.6727857090295,35.2899668933841,979031.266203125
85,29695,32.7052633995288,35.3152278446985,979048.885171875
86,29696,32.7331000831712,35.325639663579,979068.993660156
87,29697,32.7621909592131,35.3449943232079,979063.619910156
88,29698,32.7689321212152,35.2920763411507,979109.811234375
89,29699,32.7644558512117,35.2449221527402,979187.45803125
90,29700,32.774605852604,35.4093299321077,979049.493675781
91,29701,32.9553214108486,35.3488204043698,979103.561039062
92,29702,32.9805493370057,35.336253728747,979100.433753906
93,29731,31.2255405683465,34.3330794179559,979429.366132813
94,29732,31.2350081997883,34.3697660847363,979431.04425
95,29733,31.2662186131002,34.4247833179727,979426.916347656
96,29734,30.8139227478443,34.7600000540565,979484.137597656
97,29735,30.6538511137185,34.8111855804278,979503.752203125
98,29736,30.5580202643942,34.9112210202374,979521.518910156
99,29737,30.377410444113,34.9529275586186,979543.732375
100,29738,30.1556544563484,35.0200722790474,979563.114019531
101,29739,29.9862951526599,35.0722892308664,979592.721738281
102,29740,31.2568923505601,34.4024513677301,979428.988285156
103,29741,30.7824731064477,34.7686222563207,979487.152734375
104,29742,30.7350570294662,34.7757783938345,979489.952519531
105,29743,30.3433812305979,34.9512969980604,979549.367683594
