OBJECTID,code,X,Y,grav
1,10,31.3447223689017,34.5315837948639,979412.411804687
2,13,32.819891313312,34.9694985345584,979190.050402344
3,31,31.3021134953063,34.5290282298941,979418.48415625
4,33,32.7746284244957,35.2443644039039,979187.45803125
5,52,31.3154895961219,34.5806576197659,979409.727367188
6,70,31.3455642154448,34.4681448014779,979424.5451875
7,92,32.8461559356057,35.1081338227069,979223.470308594
8,170,32.7882912291955,35.1948384305483,979214.64853125
9,187,31.3279106846325,34.7133035313448,979389.836695313
10,190,32.8055592938188,35.1474333605515,979220.770597656
11,249,32.8052144695652,35.0543766523847,979240.795136719
12,306,32.7849349950211,34.9609718387433,979185.851378906
13,419,32.7798686233659,35.0763432398688,979230.593492187
14,459,32.7769353063855,35.1300593945611,979230.06815625
15,497,32.7269494626848,35.1680872702931,979222.24284375
16,515,32.752835270615,35.1045156047703,979235.158714844
17,556,32.7882687106167,35.0276686002611,979222.251125
18,577,32.7565969491258,35.0240787047328,979185.148375
19,616,32.7643047583452,34.9617758119687,979183.823820313
20,635,32.7392210492932,34.9660678939322,979184.825597656
21,636,32.8224952018274,35.3266454299444,979080.743207031
22,655,32.71088209074,34.9459847243649,979179.202308594
23,674,32.7145199828218,34.9718365204108,979187.85046875
24,693,32.7232333334311,35.0038277700377,979193.559398438
25,790,32.6887693004239,35.1451686650819,979233.525851562
26,810,32.7100300485538,35.1145844175973,979234.201996094
27,831,32.6961173961425,35.0823277319515,979232.277277344
28,927,32.6627338434257,34.9602969635611,979196.534425781
29,946,32.6628901555057,35.0018724733392,979202.803425781
30,966,32.6818165795262,35.0195949281225,979198.852859375
31,1026,32.6459732310951,35.1200516812087,979235.908871094
32,1049,31.8159596377535,34.9794395969072,979291.408246094
33,1140,32.5910087466702,34.9268921309068,979216.437839844
34,1159,32.6142101515036,34.9798097620291,979213.216625
35,1178,32.608766376448,35.0343839601606,979221.419441406
36,1197,32.7041336509662,35.1810576271984,979222.24284375
37,1303,32.6437499491439,34.9364752441931,979202.406566406
38,1551,31.7344080829382,35.2128312308946,979286.096808594
39,2118,32.8330781796517,35.3956286888898,979073.681523437
40,2311,32.825912423719,35.4045352333109,979065.811371094
41,3881,32.8701040583346,35.5392497826183,979067.73371875
42,4290,32.7889725675173,35.2930101129436,979088.384929687
43,5346,31.2005217919467,34.8413448130464,979400.460332031
44,5453,31.2992207202216,34.8069041705328,979386.382539063
45,6156,30.1711059708154,35.0654326120374,979535.482832031
46,6236,30.1248605496643,34.8585330049479,979596.562050781
47,6299,32.7592017444367,35.362158559052,979063.619910156
48,6888,31.715862284247,34.9849019808379,979268.710054687
49,7611,31.7254602753883,34.6506294133355,979331.264722656
50,8077,31.0466492064252,34.6960901346539,979470.396976563
51,8882,32.9908434525932,35.4136560350452,979098.358355469
52,9956,32.6183112531673,35.1170082036371,979237.548453125
53,10364,31.8240390766896,35.1300320052546,979273.85496875
54,11059,32.8799535177052,35.0936429652016,979231.140039062
55,11076,32.8761152582493,35.0947764260971,979231.140039062
