OBJECTID,code,X,Y,grav
1,635,34.96606789,32.73922105,979601.625
2,674,34.97183652,32.71451998,979593.875
3,889,34.96621811,32.69460443,979594.3125
4,2311,35.40453523,32.82591242,979530.3125
5,6299,35.36215856,32.75920174,979522.875
6,16472,35.02432602,32.48086001,979556.0625
7,20633,35.53681885,32.17854452,979533.0625
8,20634,35.3902997,31.81379552,979453.8125
9,20635,35.33941178,31.95120257,979363.25
10,20812,35.55504204,32.62015673,979555.1875
11,20813,35.53974556,32.7152248,979547.125
12,20824,35.21834525,30.69615347,979350.5
13,20832,35.18845538,30.56605732,979324.3125
14,20834,35.29651542,33.00631986,979497.75
15,21469,35.18069419,30.51555122,979313.375
16,21470,35.26514026,30.87285982,979376.1875
17,21471,35.22834668,30.74641856,979360.375
18,21472,35.18411169,30.54024429,979319
19,21479,35.21536983,30.67189393,979345.5
20,21495,35.54796902,32.8851106,979576.0625
21,22086,35.28983145,31.18491335,979347.3125
22,22087,35.32049263,31.16629119,979355.0625
23,22088,35.21085899,31.10597817,979313.3125
24,22089,35.20606887,31.09017569,979304.125
25,22090,35.19248407,31.04374043,979284.3125
26,22091,35.29055243,30.92639107,979378.5
27,22092,35.33425421,31.15620293,979375.0625
28,22101,35.2591078,31.20402158,979339
29,22102,35.3579421,31.13854489,979400
30,22103,35.16750192,31.03924598,979288.25
31,22104,35.25906534,31.00548314,979314.6875
32,22109,35.10153051,32.7973417,979591.0625
33,22117,34.93835075,32.57036115,979575.9375
34,25909,35.490239,32.06903106,979524
35,25937,35.37925529,33.01429042,979421.0625
36,26047,35.2421446,31.02809602,979286.1875
37,26091,34.94419479,31.35939011,979332.9375
38,26095,35.04474261,31.47753743,979280.875
39,26098,34.90818625,31.62046717,979396.6875
40,26103,35.05495963,31.67088247,979359.4375
41,26107,35.53635255,32.96315322,979475.125
42,26110,35.42791074,33.01941944,979435.0625
43,26111,35.48070289,33.08670157,979449.875
44,26113,35.4154171,33.05501019,979442.6875
45,26114,35.52507764,33.11460153,979473.875
46,26117,35.55023075,33.14304722,979502.1875
47,26120,35.41714437,32.91611384,979515.8125
48,26121,35.5199999,32.50805735,979556.375
49,26122,35.5262468,32.79551472,979570.4375
50,26123,35.5643157,32.74980298,979571.5625
51,26128,35.40253709,32.8669108,979548.0625
52,26131,35.54382588,32.92667898,979510.0625
53,26133,35.65272387,32.84826065,979571.0625
54,26134,35.6475545,32.90298983,979572.1875
55,26138,35.20841817,32.54283832,979535.125
56,26140,35.5862225,32.70404626,979561.1875
57,26141,35.570218,32.65420666,979561.625
58,26142,35.54369167,32.55773587,979552.75
59,26148,35.54199349,32.90281123,979541.5625
60,26150,35.28807067,32.61595827,979545.3125
61,26152,34.99728695,31.43549693,979304.375
62,26156,35.46971044,32.7890469,979536.0625
63,26157,35.64432497,32.79136633,979554.125
64,26158,35.07408719,31.49319722,979273.25
65,26193,35.30301448,31.17521475,979351.5625
66,26226,35.09398159,31.72259474,979341.75
67,26228,34.76222177,31.43980336,979381.375
68,26240,35.44291565,32.98746937,979440.875
69,26241,35.54629169,33.17604479,979461.875
70,26244,35.63346663,32.7397662,979543.5625
71,26246,35.64427557,33.13967206,979538
72,26251,35.52224206,32.85326441,979597.875
73,26252,35.60799788,32.89766876,979581.9375
74,26253,35.39431006,32.55044515,979557.0625
75,26254,35.35069961,32.56102366,979546.625
76,26256,35.39178592,32.77123558,979518.0625
77,26312,34.99906009,31.26306023,979316.375
78,26314,35.64241318,33.08515016,979536.875
79,26318,35.0799506,31.25592731,979312
80,26319,34.97678145,31.75056689,979421.875
81,26356,34.53374734,31.46513292,979421.0625
82,29675,35.41378616,32.89458487,979531.875
83,29692,35.1369483,32.6207684,
84,29694,35.28996689,32.67278571,979526.6875
85,29695,35.31522784,32.7052634,979494.4375
86,29696,35.32563966,32.73310008,979504
87,29697,35.34499432,32.76219096,979530.4375
88,29698,35.29207634,32.76893212,979543.0625
89,29699,35.24492215,32.76445585,979544.4375
90,29700,35.40932993,32.77460585,979518.3125
91,29701,35.3488204,32.95532141,979476.5625
92,29702,35.33625373,32.98054934,979462.4375
93,29731,34.33307942,31.22554057,979388.875
94,29732,34.36976608,31.2350082,979383.6875
95,29733,34.42478332,31.26621861,979381.0625
96,29734,34.76000005,30.81392275,979249.25
97,29735,34.81118558,30.65385111,979185.75
98,29736,34.91122102,30.55802026,979245.5
99,29737,34.95292756,30.37741044,979233.625
100,29738,35.02007228,30.15565446,979215.3125
101,29739,35.07228923,29.98629515,979237.3125
102,29740,34.40245137,31.25689235,979380.9375
103,29741,34.76862226,30.78247311,979234.875
104,29742,34.77577839,30.73505703,979206.4375
105,29743,34.951297,30.34338123,979241.625
106,29744,34.96743706,30.31785578,979245.0625
107,29745,35.01504423,30.2777157,979248
108,29746,35.02319684,30.26404675,979241.375
109,29747,35.01096905,30.21049916,979227.75
110,29748,35.02372257,30.13748612,979209.625
111,29749,35.00836666,30.06796092,979194
112,29750,35.02770293,30.04566953,979190.6875
113,29751,35.06535127,30.00139922,979218.625
114,29770,34.75097987,30.84729145,979264.8125
115,29771,34.79065337,30.6890615,979196.0625
116,29772,34.80452678,30.67036032,979188.1875
117,29773,34.94633724,30.5050549,979243.375
118,29774,34.93252629,30.48587071,979244.9375
119,29775,35.0444868,30.03365561,979193.25
120,29776,35.05966937,30.0103938,979207.5625
121,29781,34.70036777,31.07203174,979337.375
122,29782,34.77111327,31.01380622,979317.3125
123,29968,34.81123173,31.41831229,979369.8125
124,29988,34.838253,31.58498507,979410.625
125,30002,34.83383545,32.24334017,979517.5
126,30014,34.76452557,31.90391413,979488.3125
127,30023,34.93684086,31.90495408,979481.8125
128,30026,35.04170648,32.385173,979537.625
129,30027,35.02979824,32.35938856,979534.4375
130,30028,35.00364943,32.28163918,979533.875
131,30029,34.98775381,32.23896277,979525.375
132,30032,34.7500766,32.05363277,979488.1875
133,30033,34.66243573,31.65318233,979460.3125
134,30040,34.90975771,31.83652093,979464.25
135,30042,34.95197834,31.80179831,979449.6875
136,30043,35.00380015,31.77743161,979419.25
137,30044,34.94222505,31.70237452,979417.9375
138,30047,34.89464051,31.86204127,979474.1875
139,30048,34.88626411,31.91727901,979493.1875
140,30055,34.9403761,32.13728355,979520.1875
141,30056,34.94720135,32.18037628,979523
142,30059,34.98746722,32.45921806,979556.3125
143,30062,34.88518146,32.41787363,979544.125
